id_persona	forma	clip	json	segments	estat
pa-017	és a dir	clips/pa-017__s-a-dir__487.25.wav	qa-clips-json/pa-017__s-a-dir__487_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,720""},""offsets"":{""from"":0,""to"":3720},""text"":"" és el quin perd, és a dir, que sempre hi ha aquesta incognita""},{""timestamps"":{""from"":""00:00:03,800"",""to"":""00:00:06,440""},""offsets"":{""from"":3800,""to"":6440},""text"":"" i, evidentment, que teníem nosaltres, sí que ho havíem,""},{""timestamps"":{""from"":""00:00:06,520"",""to"":""00:00:08,040""},""offsets"":{""from"":6520,""to"":8040},""text"":"" però el que n'havia d'estar...""}]"	pendent-audicio
pa-018	a nivell	clips/pa-018__a-nivell__188.45.wav	qa-clips-json/pa-018__a-nivell__188_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,680""},""offsets"":{""from"":0,""to"":2680},""text"":"" Quan se vol, a nivells de programes polítics,""}]"	pendent-audicio
pa-018	crec	clips/pa-018__crec__7.49.wav	qa-clips-json/pa-018__crec__7_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,200""},""offsets"":{""from"":0,""to"":5200},""text"":"" i després jo crec que el problema que hi ha dels 78 és que...""}]"	pendent-audicio
pa-018	diguem	clips/pa-018__diguem__715.49.wav	qa-clips-json/pa-018__diguem__715_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,840""},""offsets"":{""from"":0,""to"":2840},""text"":"" que els altres que se'ns va anar apropant, diguem,""},{""timestamps"":{""from"":""00:00:02,920"",""to"":""00:00:04,880""},""offsets"":{""from"":2920,""to"":4880},""text"":"" però vosaltres realment voleu fer això,""},{""timestamps"":{""from"":""00:00:04,960"",""to"":""00:00:05,960""},""offsets"":{""from"":4960,""to"":5960},""text"":"" és que vosaltres...""}]"	pendent-audicio
pa-018	perquè	clips/pa-018__perqu__91.09.wav	qa-clips-json/pa-018__perqu__91_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,440""},""offsets"":{""from"":0,""to"":5440},""text"":"" i resòria, perquè no podíem acabar mai de decidir que una cosa...""}]"	pendent-audicio
pa-019	a nivell	clips/pa-019__a-nivell__122.25.wav	qa-clips-json/pa-019__a-nivell__122_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,640""},""offsets"":{""from"":0,""to"":4640},""text"":"" la Constitució és amb qualsevol tema que entrés a nivell de comissions.""}]"	pendent-audicio
pa-019	bueno	clips/pa-019__bueno__328.25.wav	qa-clips-json/pa-019__bueno__328_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,000""},""offsets"":{""from"":0,""to"":4000},""text"":"" Però bueno, la corrent aquesta jo crec que ja era a mi imperable.""}]"	pendent-audicio
pa-019	bé	clips/pa-019__b__195.25.wav	qa-clips-json/pa-019__b__195_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,600""},""offsets"":{""from"":0,""to"":5600},""text"":"" i buscàvem qui era la fórmula que ens encaixava més bé.""}]"	pendent-audicio
pa-019	crec	clips/pa-019__crec__27.25.wav	qa-clips-json/pa-019__crec__27_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,480""},""offsets"":{""from"":0,""to"":3480},""text"":"" i en aquell moment jo crec que en Dorre necessitava.""}]"	pendent-audicio
pa-019	diguem	clips/pa-019__diguem__109.25.wav	qa-clips-json/pa-019__diguem__109_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,320""},""offsets"":{""from"":0,""to"":3320},""text"":"" I va haver una certa, diguem-ne, un bon feeling, no?""}]"	pendent-audicio
pa-019	evidentment	clips/pa-019__evidentment__93.25.wav	qa-clips-json/pa-019__evidentment__93_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,640""},""offsets"":{""from"":0,""to"":4640},""text"":"" que va ser un factor que també, evidentment, posava una certa part.""}]"	pendent-audicio
pa-019	llavors	clips/pa-019__llavors__422.25.wav	qa-clips-json/pa-019__llavors__422_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,160""},""offsets"":{""from"":0,""to"":2160},""text"":"" perquè ens donava eines per poder fer més coses""},{""timestamps"":{""from"":""00:00:02,240"",""to"":""00:00:04,480""},""offsets"":{""from"":2240,""to"":4480},""text"":"" de les que podíem fer fins al llavors.""},{""timestamps"":{""from"":""00:00:04,560"",""to"":""00:00:05,560""},""offsets"":{""from"":4560,""to"":5560},""text"":"" Aquest era el missatge.""}]"	pendent-audicio
pa-020	aviam	clips/pa-020__aviam__252.21.wav	qa-clips-json/pa-020__aviam__252_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,200""},""offsets"":{""from"":0,""to"":4200},""text"":"" Això és el seu, i a bon resultat que clar, això era aviam, potser va a...""}]"	pendent-audicio
pa-020	bé	clips/pa-020__b__146.37.wav	qa-clips-json/pa-020__b__146_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" en aquell moment potser no eren ben bé del mateix equip.""}]"	pendent-audicio
pa-020	clar	clips/pa-020__clar__89.81.wav	qa-clips-json/pa-020__clar__89_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,400""},""offsets"":{""from"":0,""to"":3400},""text"":"" I quan vam entrar, el que sí que teníem,""},{""timestamps"":{""from"":""00:00:03,480"",""to"":""00:00:05,000""},""offsets"":{""from"":3480,""to"":5000},""text"":"" clar que s'havia de fer la corte.""}]"	pendent-audicio
pa-020	perquè	clips/pa-020__perqu__9.41.wav	qa-clips-json/pa-020__perqu__9_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,440""},""offsets"":{""from"":0,""to"":2440},""text"":"" perquè hi ha hagut aquella dimissió recent.""}]"	pendent-audicio
pa-021	bueno	clips/pa-021__bueno__12.25.wav	qa-clips-json/pa-021__bueno__12_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,800""},""offsets"":{""from"":0,""to"":3800},""text"":"" i es va obligar, i, bueno, les hores, doncs,""}]"	pendent-audicio
pa-021	crec	clips/pa-021__crec__115.53.wav	qa-clips-json/pa-021__crec__115_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,480""},""offsets"":{""from"":0,""to"":4480},""text"":"" I jo crec que el fet de que amb el consell anterior passés el que va passant.""}]"	pendent-audicio
pa-021	doncs	clips/pa-021__doncs__12.25.wav	qa-clips-json/pa-021__doncs__12_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,800""},""offsets"":{""from"":0,""to"":3800},""text"":"" i es va obligar, i, bueno, les hores, doncs,""}]"	pendent-audicio
pa-021	evidentment	clips/pa-021__evidentment__211.41.wav	qa-clips-json/pa-021__evidentment__211_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,840""},""offsets"":{""from"":0,""to"":3840},""text"":"" I ells evidentment em donaven el seu pare.""}]"	pendent-audicio
pa-021	perquè	clips/pa-021__perqu__15.45.wav	qa-clips-json/pa-021__perqu__15_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,120""},""offsets"":{""from"":0,""to"":3120},""text"":"" em van convèncer, doncs, perquè fos candidat.""}]"	pendent-audicio
pa-021	vull dir	clips/pa-021__vull-dir__314.29.wav	qa-clips-json/pa-021__vull-dir__314_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:07,920""},""offsets"":{""from"":0,""to"":7920},""text"":"" i nosaltres, malgrat que no vull dir que no volguéssim de cap manera.""}]"	pendent-audicio
pa-021	és a dir	clips/pa-021__s-a-dir__32.29.wav	qa-clips-json/pa-021__s-a-dir__32_29.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,480""},""offsets"":{""from"":0,""to"":5480},""text"":"" d'en Durrana. És a dir, que el poble ens va a elegir per això.""}]"	pendent-audicio
pa-022	a veure	clips/pa-022__a-veure__238.61.wav	qa-clips-json/pa-022__a-veure__238_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,600""},""offsets"":{""from"":0,""to"":5600},""text"":"" perquè teníem la poder a veure si ara s'ho duré in extremis.""}]"	pendent-audicio
pa-022	clar	clips/pa-022__clar__107.73.wav	qa-clips-json/pa-022__clar__107_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" l'objectiu tenia molt clar que s'hi jugava molt.""}]"	pendent-audicio
pa-022	crec	clips/pa-022__crec__243.73.wav	qa-clips-json/pa-022__crec__243_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,640""},""offsets"":{""from"":0,""to"":5640},""text"":"" I jo crec que un factor important és el canvi generacional, també, entreu.""}]"	pendent-audicio
pa-022	evidentment	clips/pa-022__evidentment__303.01.wav	qa-clips-json/pa-022__evidentment__303_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,040""},""offsets"":{""from"":0,""to"":5040},""text"":"" Evidentment van treballar, ho vam separar per comissions.""}]"	pendent-audicio
pa-022	o sigui	clips/pa-022__o-sigui__42.93.wav	qa-clips-json/pa-022__o-sigui__42_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" O sigui, al fondo el que es buscaveré tindrà una independència com a país.""}]"	pendent-audicio
pa-022	perquè	clips/pa-022__perqu__111.69.wav	qa-clips-json/pa-022__perqu__111_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,960""},""offsets"":{""from"":0,""to"":3960},""text"":"" perquè si no s'arriba a fer la Constitució i continuem...""}]"	pendent-audicio
pa-022	reformeta	clips/pa-022__reformeta__125.53.wav	qa-clips-json/pa-022__reformeta__125_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,400""},""offsets"":{""from"":0,""to"":3400},""text"":"" Ara toqui. Portava menys a l'arradera de la reformeta,""},{""timestamps"":{""from"":""00:00:03,480"",""to"":""00:00:05,280""},""offsets"":{""from"":3480,""to"":5280},""text"":"" de no sé què, que no s'acaba.""}]"	pendent-audicio
pa-022	és a dir	clips/pa-022__s-a-dir__11.49.wav	qa-clips-json/pa-022__s-a-dir__11_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" que no hauríem d'anar per endorra.""},{""timestamps"":{""from"":""00:00:03,800"",""to"":""00:00:05,760""},""offsets"":{""from"":3800,""to"":5760},""text"":"" És a dir, que no haguéssum demanat mai d'una certa manera.""}]"	pendent-audicio
pa-023	a nivell	clips/pa-023__a-nivell__418.57.wav	qa-clips-json/pa-023__a-nivell__418_57.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,680""},""offsets"":{""from"":0,""to"":3680},""text"":"" i després també a nivell d'agricultura.""}]"	pendent-audicio
pa-023	a veure	clips/pa-023__a-veure__268.81.wav	qa-clips-json/pa-023__a-veure__268_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,120""},""offsets"":{""from"":0,""to"":3120},""text"":"" A veure, què és l'exemple del 92?""}]"	pendent-audicio
pa-023	bé	clips/pa-023__b__409.37.wav	qa-clips-json/pa-023__b__409_37.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,040""},""offsets"":{""from"":0,""to"":3040},""text"":"" i un bombé que prenia les mides.""}]"	pendent-audicio
pa-023	perquè	clips/pa-023__perqu__29.09.wav	qa-clips-json/pa-023__perqu__29_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" perquè els coprínsecs, i sobretot els representants,""}]"	pendent-audicio
pa-023	és a dir	clips/pa-023__s-a-dir__207.17.wav	qa-clips-json/pa-023__s-a-dir__207_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,600""},""offsets"":{""from"":0,""to"":5600},""text"":"" És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps,""}]"	pendent-audicio
pa-025	a veure	clips/pa-025__a-veure__388.01.wav	qa-clips-json/pa-025__a-veure__388_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,520""},""offsets"":{""from"":0,""to"":6520},""text"":"" segurament. A veure, el goprínsem Martí, nosaltres no el criticarem.""}]"	pendent-audicio
pa-025	crec	clips/pa-025__crec__4.25.wav	qa-clips-json/pa-025__crec__4_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" Jo crec que el que es volia era trobar la manera d'arribar.""}]"	pendent-audicio
pa-025	de fet	clips/pa-025__de-fet__890.85.wav	qa-clips-json/pa-025__de-fet__890_85.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" que eren les llicències de fet o amb pares.""}]"	pendent-audicio
pa-025	diguem	clips/pa-025__diguem__500.89.wav	qa-clips-json/pa-025__diguem__500_89.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,200""},""offsets"":{""from"":0,""to"":4200},""text"":"" i de competències que en francès en diguem regalient.""}]"	pendent-audicio
pa-025	evidentment	clips/pa-025__evidentment__1156.61.wav	qa-clips-json/pa-025__evidentment__1156_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,280""},""offsets"":{""from"":0,""to"":2280},""text"":"" Tinc els noms, que evidentment no us els donaré.""}]"	pendent-audicio
pa-025	perquè	clips/pa-025__perqu__37.17.wav	qa-clips-json/pa-025__perqu__37_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,920""},""offsets"":{""from"":0,""to"":2920},""text"":"" molt grans perquè abans no els deixaven votar, que eren...""}]"	pendent-audicio
pa-025	reformeta	clips/pa-025__reformeta__1085.53.wav	qa-clips-json/pa-025__reformeta__1085_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,280""},""offsets"":{""from"":0,""to"":5280},""text"":"" que volia donar una reformeta més arregladeta.""}]"	pendent-audicio
pa-026	a nivell	clips/pa-026__a-nivell__38.25.wav	qa-clips-json/pa-026__a-nivell__38_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" A.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:03,480""},""offsets"":{""from"":1080,""to"":3480},""text"":"" Però a nivell nacional volia dir...""}]"	pendent-audicio
pa-026	a veure	clips/pa-026__a-veure__64.09.wav	qa-clips-json/pa-026__a-veure__64_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,000""},""offsets"":{""from"":0,""to"":3000},""text"":"" Sí, sí, a veure.""}]"	pendent-audicio
pa-026	perquè	clips/pa-026__perqu__150.53.wav	qa-clips-json/pa-026__perqu__150_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,120""},""offsets"":{""from"":0,""to"":6120},""text"":"" perquè no em vull ascendre amb les coses de palacio que hi van molt després.""}]"	pendent-audicio
pa-026	reformeta	clips/pa-026__reformeta__138.61.wav	qa-clips-json/pa-026__reformeta__138_61.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,320""},""offsets"":{""from"":0,""to"":6320},""text"":"" La diferència és que la reformeta tractava amb assaig.""}]"	pendent-audicio
pa-027	crec	clips/pa-027__crec__8.81.wav	qa-clips-json/pa-027__crec__8_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,280""},""offsets"":{""from"":0,""to"":3280},""text"":"" I ho recordo perquè no crec que era la ràdio,""},{""timestamps"":{""from"":""00:00:03,360"",""to"":""00:00:05,360""},""offsets"":{""from"":3360,""to"":5360},""text"":"" no sé si havia televisió en aquest moment.""}]"	pendent-audicio
pa-027	de fet	clips/pa-027__de-fet__109.45.wav	qa-clips-json/pa-027__de-fet__109_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,600""},""offsets"":{""from"":0,""to"":5600},""text"":"" que de fet ens vam reunir, vam fer seminaris al tertè, vam fer seminaris...""}]"	pendent-audicio
pa-027	diguem	clips/pa-027__diguem__57.77.wav	qa-clips-json/pa-027__diguem__57_77.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,400""},""offsets"":{""from"":0,""to"":5400},""text"":"" permanent, diguem sovint que és llàstima que no haguéssim allargat el lloc de...""}]"	pendent-audicio
pa-027	evidentment	clips/pa-027__evidentment__174.09.wav	qa-clips-json/pa-027__evidentment__174_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,520""},""offsets"":{""from"":0,""to"":3520},""text"":"" Per tant, finances, evidentment, pels pressupostos i...""}]"	pendent-audicio
pa-027	perquè	clips/pa-027__perqu__8.81.wav	qa-clips-json/pa-027__perqu__8_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,280""},""offsets"":{""from"":0,""to"":3280},""text"":"" I ho recordo perquè no crec que era la ràdio,""},{""timestamps"":{""from"":""00:00:03,360"",""to"":""00:00:05,360""},""offsets"":{""from"":3360,""to"":5360},""text"":"" no sé si havia televisió en aquest moment.""}]"	pendent-audicio
pa-028	bé	clips/pa-028__b__182.49.wav	qa-clips-json/pa-028__b__182_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,200""},""offsets"":{""from"":0,""to"":4200},""text"":"" i ho veiem, continuem com estàvem, que hem estat molt bé fins ara.""}]"	pendent-audicio
pa-028	clar	clips/pa-028__clar__290.33.wav	qa-clips-json/pa-028__clar__290_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" com veia perquè ell, clar, l'edat que té nieve i tanta època.""}]"	pendent-audicio
pa-028	de fet	clips/pa-028__de-fet__31.17.wav	qa-clips-json/pa-028__de-fet__31_17.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,040""},""offsets"":{""from"":0,""to"":5040},""text"":"" i va donar entendre que Sant Marino era Itàlia, de fet.""}]"	pendent-audicio
pa-028	doncs	clips/pa-028__doncs__329.33.wav	qa-clips-json/pa-028__doncs__329_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" No era igual.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:04,440""},""offsets"":{""from"":1080,""to"":4440},""text"":"" Doncs conyes que realment té un valor de cada institució.""},{""timestamps"":{""from"":""00:00:04,520"",""to"":""00:00:05,560""},""offsets"":{""from"":4520,""to"":5560},""text"":"" Jo trobava...""}]"	pendent-audicio
pa-028	llavors	clips/pa-028__llavors__151.01.wav	qa-clips-json/pa-028__llavors__151_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,400""},""offsets"":{""from"":0,""to"":4400},""text"":"" Vam fer una feina, i llavors es van decidir tots.""}]"	pendent-audicio
pa-029	a nivell	clips/pa-029__a-nivell__417.09.wav	qa-clips-json/pa-029__a-nivell__417_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,360""},""offsets"":{""from"":0,""to"":4360},""text"":"" que es volien els 4 a nivell nacional i l'aconseguiria.""}]"	pendent-audicio
pa-029	diguem	clips/pa-029__diguem__929.69.wav	qa-clips-json/pa-029__diguem__929_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" però que no siguis un club, diguem-ho així.""}]"	pendent-audicio
pa-029	tirar endavant	clips/pa-029__tirar-endavant__56.73.wav	qa-clips-json/pa-029__tirar-endavant__56_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,800""},""offsets"":{""from"":0,""to"":5800},""text"":"" i que véssim també d'autodisoldre per la incapacitat de poder tirar endavant.""}]"	pendent-audicio
pa-030	a veure	clips/pa-030__a-veure__673.41.wav	qa-clips-json/pa-030__a-veure__673_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,400""},""offsets"":{""from"":0,""to"":2400},""text"":"" A veure, aquí que el diu una cosa.""}]"	pendent-audicio
pa-030	bueno	clips/pa-030__bueno__459.05.wav	qa-clips-json/pa-030__bueno__459_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,880""},""offsets"":{""from"":0,""to"":2880},""text"":"" No entenc massa, però bueno, no seré jo qui la canvio.""}]"	pendent-audicio
pa-030	bé	clips/pa-030__b__436.45.wav	qa-clips-json/pa-030__b__436_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" a la llibertat de l'Estat o a la llibertat de l'Estat o a la llibertat de l'Estat.""}]"	pendent-audicio
pa-030	crec	clips/pa-030__crec__346.45.wav	qa-clips-json/pa-030__crec__346_45.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,680""},""offsets"":{""from"":0,""to"":5680},""text"":"" perquè jo crec que hi ha alguns que em donen la sensació""}]"	pendent-audicio
pa-030	evidentment	clips/pa-030__evidentment__43.53.wav	qa-clips-json/pa-030__evidentment__43_53.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,480""},""offsets"":{""from"":0,""to"":3480},""text"":"" com estaven, doncs evidentment no era el nostre tarannà.""},{""timestamps"":{""from"":""00:00:03,560"",""to"":""00:00:04,560""},""offsets"":{""from"":3560,""to"":4560},""text"":"" Per almenys el meu.""}]"	pendent-audicio
pa-030	vull dir	clips/pa-030__vull-dir__842.69.wav	qa-clips-json/pa-030__vull-dir__842_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,800""},""offsets"":{""from"":0,""to"":4800},""text"":"" Bé, vull dir també, perquè cal recordar-ho.""}]"	pendent-audicio
pa-030	és a dir	clips/pa-030__s-a-dir__193.13.wav	qa-clips-json/pa-030__s-a-dir__193_13.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:01,000""},""offsets"":{""from"":0,""to"":1000},""text"":"" i es van anar.""},{""timestamps"":{""from"":""00:00:01,080"",""to"":""00:00:05,160""},""offsets"":{""from"":1080,""to"":5160},""text"":"" És a dir, aquí poc temps abans hi havia hagut una autodissolució.""}]"	pendent-audicio
pa-031	crec	clips/pa-031__crec__87.01.wav	qa-clips-json/pa-031__crec__87_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,560""},""offsets"":{""from"":0,""to"":5560},""text"":"" de sort, però realment jo crec que l'esperit de la gent no hi ha ni pensat.""}]"	pendent-audicio
pa-031	de fet	clips/pa-031__de-fet__9.93.wav	qa-clips-json/pa-031__de-fet__9_93.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,280""},""offsets"":{""from"":0,""to"":4280},""text"":"" I, de fet, no em va portar ningú, jo em vaig portar...""}]"	pendent-audicio
pa-031	perquè	clips/pa-031__perqu__32.69.wav	qa-clips-json/pa-031__perqu__32_69.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,760""},""offsets"":{""from"":0,""to"":3760},""text"":"" perquè tampoc ho hauria de massaclar i com podia anar.""}]"	pendent-audicio
pa-032	bueno	clips/pa-032__bueno__44.73.wav	qa-clips-json/pa-032__bueno__44_73.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" I, bueno, l'últim, la psiga 4 que ens vam apuntar i vam dir que era capaç.""}]"	pendent-audicio
pa-032	bé	clips/pa-032__b__270.41.wav	qa-clips-json/pa-032__b__270_41.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,560""},""offsets"":{""from"":0,""to"":3560},""text"":"" Aquí, aquí, els pasos perduts, el cas que aniva bé, un...""}]"	pendent-audicio
pa-032	clar	clips/pa-032__clar__155.33.wav	qa-clips-json/pa-032__clar__155_33.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,160""},""offsets"":{""from"":0,""to"":5160},""text"":"" Això és d'edat, i clar, això ja li teníem posat al cap.""}]"	pendent-audicio
pa-032	perquè	clips/pa-032__perqu__9.21.wav	qa-clips-json/pa-032__perqu__9_21.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,000""},""offsets"":{""from"":0,""to"":5000},""text"":"" perquè has tancat l'aport a les 7 de la tarda.""}]"	pendent-audicio
pa-033	bé	clips/pa-033__b__103.09.wav	qa-clips-json/pa-033__b__103_09.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:03,360""},""offsets"":{""from"":0,""to"":3360},""text"":"" que ja estem bé com estem i no ho toquem, que tot es fa molt bé.""}]"	pendent-audicio
pa-033	clar	clips/pa-033__clar__54.49.wav	qa-clips-json/pa-033__clar__54_49.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:02,520""},""offsets"":{""from"":0,""to"":2520},""text"":"" Si veiem interès per què, clar,""}]"	pendent-audicio
pa-033	diguem	clips/pa-033__diguem__49.01.wav	qa-clips-json/pa-033__diguem__49_01.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,880""},""offsets"":{""from"":0,""to"":6880},""text"":"" normalment es revia amb... amb interès, diguem, es revia amb interès.""}]"	pendent-audicio
pa-033	perquè	clips/pa-033__perqu__18.89.wav	qa-clips-json/pa-033__perqu__18_89.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,440""},""offsets"":{""from"":0,""to"":4440},""text"":"" perquè recordeu que en aquella època els balles tenien una força...""}]"	pendent-audicio
pa-033	vull dir	clips/pa-033__vull-dir__56.25.wav	qa-clips-json/pa-033__vull-dir__56_25.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:06,360""},""offsets"":{""from"":0,""to"":6360},""text"":"" perquè, clar, vull dir, tothom veia les exigències que tenien al sol.""}]"	pendent-audicio
pa-034	a nivell	clips/pa-034__a-nivell__143.81.wav	qa-clips-json/pa-034__a-nivell__143_81.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,840""},""offsets"":{""from"":0,""to"":4840},""text"":"" per tant, clar, pot dir, més que a nivell familiar va ser posar...""}]"	pendent-audicio
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	qa-clips-json/pa-034__a-veure__94_05.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:05,680""},""offsets"":{""from"":0,""to"":5680},""text"":"" Em va venir a veure, perquè, clar, ja sabia de començar a preparar,""}]"	pendent-audicio
pa-034	crec	clips/pa-034__crec__651.65.wav	qa-clips-json/pa-034__crec__651_65.json	"[{""timestamps"":{""from"":""00:00:00,000"",""to"":""00:00:04,680""},""offsets"":{""from"":0,""to"":4680},""text"":"" O com pot ser, vull dir, crec que pot ser fàcil, no?""}]"	pendent-audicio
