id_persona	forma	clip	occurrence	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	text
pa-014	o sigui	clips/pa-014__o-sigui__658.45.wav	1	4.030	4.120	662.480	662.570	0.6862	o sigui
pa-016	o sigui	clips/pa-016__o-sigui__311.25.wav	1	0.000	0.370	311.250	311.620	0.0240	O sigui
pa-022	o sigui	clips/pa-022__o-sigui__42.93.wav	1	0.000	0.540	42.930	43.470	0.0430	O sigui
pa-025	o sigui	clips/pa-025__o-sigui__1462.85.wav	1	1.880	2.990	1464.730	1465.840	0.3767	O sigui
pa-026	o sigui	clips/pa-026__o-sigui__434.17.wav	1	0.000	0.280	434.170	434.450	0.0723	O sigui
pa-029	o sigui	clips/pa-029__o-sigui__243.13.wav	1	2.680	2.700	245.810	245.830	0.2868	o sigui
pa-030	o sigui	clips/pa-030__o-sigui__1016.41.wav	1	0.000	0.410	1016.410	1016.820	0.0381	O sigui
pa-038	o sigui	clips/pa-038__o-sigui__16.65.wav	1	0.000	0.850	16.650	17.500	0.1004	O sigui
pa-045	o sigui	clips/pa-045__o-sigui__226.17.wav	1	0.000	1.490	226.170	227.660	0.1907	o sigui
pa-048	o sigui	clips/pa-048__o-sigui__581.65.wav	1	0.000	0.500	581.650	582.150	0.3651	O sigui
pa-049	o sigui	clips/pa-049__o-sigui__365.21.wav	1	1.580	1.870	366.790	367.080	0.0641	o sigui
pa-055	o sigui	clips/pa-055__o-sigui__434.17.wav	1	0.000	0.310	434.170	434.480	0.0180	O sigui
pa-057	o sigui	clips/pa-057__o-sigui__249.45.wav	1	3.600	3.970	253.050	253.420	0.3063	o sigui
pa-061	o sigui	clips/pa-061__o-sigui__161.05.wav	1	1.200	1.550	162.250	162.600	0.6361	O sigui
pa-062	o sigui	clips/pa-062__o-sigui__236.01.wav	1	1.080	1.380	237.090	237.390	0.6273	O sigui
pa-063	o sigui	clips/pa-063__o-sigui__826.09.wav	1	1.080	1.270	827.170	827.360	0.6737	O sigui
pa-064	o sigui	clips/pa-064__o-sigui__36.73.wav	1	1.520	1.870	38.250	38.600	0.7590	o sigui
pa-065	o sigui	clips/pa-065__o-sigui__191.65.wav	1	0.000	0.460	191.650	192.110	0.2516	O sigui
pa-001	llavors	clips/pa-001__llavors__837.17.wav	1	2.010	3.060	839.180	840.230	0.0495	llavors
pa-002	llavors	clips/pa-002__llavors__550.25.wav	1	2.150	2.840	552.400	553.090	0.5684	llavors
pa-005	llavors	clips/pa-005__llavors__433.29.wav	1	1.060	1.520	434.350	434.810	0.3601	llavors
pa-007	llavors	clips/pa-007__llavors__657.25.wav	1	0.000	0.420	657.250	657.670	0.0183	llavors
pa-010	llavors	clips/pa-010__llavors__386.25.wav	1	0.850	1.720	387.100	387.970	0.7955	llavors
pa-015	llavors	clips/pa-015__llavors__197.25.wav	1	2.040	3.590	199.290	200.840	0.8028	llavors
pa-016	llavors	clips/pa-016__llavors__15.05.wav	1	0.080	0.530	15.130	15.580	0.7574	llavors
pa-017	llavors	clips/pa-017__llavors__361.25.wav	1	1.080	1.830	362.330	363.080	0.7556	Llavors
pa-018	llavors	clips/pa-018__llavors__1055.09.wav	1	0.000	0.550	1055.090	1055.640	0.1727	llavors
pa-019	llavors	clips/pa-019__llavors__422.25.wav	1	3.760	4.150	426.010	426.400	0.9040	llavors
pa-023	llavors	clips/pa-023__llavors__48.81.wav	1	2.970	3.750	51.780	52.560	0.2808	llavors
pa-028	llavors	clips/pa-028__llavors__151.01.wav	1	2.720	3.140	153.730	154.150	0.1910	llavors
pa-030	llavors	clips/pa-030__llavors__157.61.wav	1	1.050	1.430	158.660	159.040	0.4872	llavors
pa-033	llavors	clips/pa-033__llavors__71.53.wav	1	0.090	0.570	71.620	72.100	0.6221	llavors
pa-037	llavors	clips/pa-037__llavors__92.53.wav	1	3.220	3.470	95.750	96.000	0.7037	llavors
pa-038	llavors	clips/pa-038__llavors__264.13.wav	1	0.000	0.760	264.130	264.890	0.0343	Llavors
pa-045	llavors	clips/pa-045__llavors__194.93.wav	1	1.370	1.710	196.300	196.640	0.3678	llavors
pa-046	llavors	clips/pa-046__llavors__381.13.wav	1	1.880	2.460	383.010	383.590	0.5263	llavors
pa-048	llavors	clips/pa-048__llavors__1244.97.wav	1	0.000	0.530	1244.970	1245.500	0.1077	Llavors
pa-049	llavors	clips/pa-049__llavors__230.45.wav	1	1.400	1.820	231.850	232.270	0.9191	llavors
pa-053	llavors	clips/pa-053__llavors__40.73.wav	1	0.000	1.540	40.730	42.270	0.0781	Llavors
pa-054	llavors	clips/pa-054__llavors__156.57.wav	1	0.100	0.670	156.670	157.240	0.4426	llavors
pa-056	llavors	clips/pa-056__llavors__157.77.wav	1	0.000	0.700	157.770	158.470	0.0284	llavors
pa-057	llavors	clips/pa-057__llavors__42.85.wav	1	0.110	0.870	42.960	43.720	0.3304	llavors
pa-060	llavors	clips/pa-060__llavors__48.77.wav	1	2.800	3.800	51.570	52.570	0.3053	llavors
pa-061	llavors	clips/pa-061__llavors__380.77.wav	1	1.480	1.890	382.250	382.660	0.5349	llavors
pa-063	llavors	clips/pa-063__llavors__39.49.wav	1	3.670	4.600	43.160	44.090	0.3329	llavors
pa-066	llavors	clips/pa-066__llavors__16.21.wav	1	1.400	1.840	17.610	18.050	0.7958	llavors
pa-002	a veure	clips/pa-002__a-veure__126.25.wav	1	2.180	3.510	128.430	129.760	0.6605	a veure
pa-007	a veure	clips/pa-007__a-veure__89.25.wav	1	1.280	1.800	90.530	91.050	0.9934	a veure
pa-008	a veure	clips/pa-008__a-veure__668.25.wav	1	1.910	2.640	670.160	670.890	0.9915	a veure
pa-011	a veure	clips/pa-011__a-veure__551.81.wav	1	3.040	3.450	554.850	555.260	0.1111	a veure
pa-014	a veure	clips/pa-014__a-veure__617.45.wav	1	14.780	15.230	632.230	632.680	0.7543	a veure
pa-016	a veure	clips/pa-016__a-veure__369.73.wav	1	1.210	2.120	370.940	371.850	0.5117	a veure
pa-021	a veure	clips/pa-021__a-veure__108.77.wav	1	0.170	1.190	108.940	109.960	0.5298	a veure
pa-022	a veure	clips/pa-022__a-veure__238.61.wav	1	2.000	2.500	240.610	241.110	0.3096	a veure
pa-023	a veure	clips/pa-023__a-veure__268.81.wav	1	0.010	0.510	268.820	269.320	0.1996	A veure
pa-025	a veure	clips/pa-025__a-veure__388.01.wav	1	1.000	1.740	389.010	389.750	0.7039	A veure
pa-026	a veure	clips/pa-026__a-veure__64.09.wav	1	1.550	2.490	65.640	66.580	0.6966	a veure
pa-030	a veure	clips/pa-030__a-veure__673.41.wav	1	0.000	0.250	673.410	673.660	0.1988	A veure
pa-031	a veure	clips/pa-031__a-veure__4.25.wav	1	2.170	2.400	6.420	6.650	0.0804	a veure
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	1	1.180	1.990	95.230	96.040	0.9578	a veure
pa-036	a veure	clips/pa-036__a-veure__153.05.wav	1	1.100	1.500	154.150	154.550	0.4770	a veure
pa-041	a veure	clips/pa-041__a-veure__200.25.wav	1	2.440	3.090	202.690	203.340	0.7229	a veure
pa-045	a veure	clips/pa-045__a-veure__340.93.wav	1	4.090	4.160	345.020	345.090	0.9709	a veure
pa-048	a veure	clips/pa-048__a-veure__393.93.wav	1	0.000	0.550	393.930	394.480	0.0287	A veure
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	1	3.260	3.550	248.110	248.400	0.0989	a veure
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	2	5.900	6.230	250.750	251.080	0.9962	a veure
pa-055	a veure	clips/pa-055__a-veure__63.89.wav	1	1.380	2.120	65.270	66.010	0.7076	a veure
pa-056	a veure	clips/pa-056__a-veure__673.21.wav	1	0.000	0.400	673.210	673.610	0.1806	A veure
pa-060	a veure	clips/pa-060__a-veure__268.57.wav	1	2.000	2.160	270.570	270.730	0.6349	a veure
pa-061	a veure	clips/pa-061__a-veure__579.17.wav	1	2.610	3.170	581.780	582.340	0.6223	a veure
pa-063	a veure	clips/pa-063__a-veure__402.13.wav	1	0.000	1.060	402.130	403.190	0.0333	A veure
pa-064	a veure	clips/pa-064__a-veure__587.61.wav	1	1.270	1.890	588.880	589.500	0.9952	a veure
pa-014	aviam	clips/pa-014__aviam__875.45.wav	1	2.000	2.000	877.450	877.450	0.1944	aviam
pa-020	aviam	clips/pa-020__aviam__252.21.wav	1	3.060	3.400	255.270	255.610	0.1339	aviam
pa-005	doncs	clips/pa-005__doncs__71.13.wav	1	0.000	0.490	71.130	71.620	0.6435	Doncs
pa-005	doncs	clips/pa-005__doncs__71.13.wav	2	0.960	1.450	72.090	72.580	0.3084	doncs
pa-006	doncs	clips/pa-006__doncs__180.25.wav	1	0.980	1.540	181.230	181.790	0.5306	doncs
pa-007	doncs	clips/pa-007__doncs__59.25.wav	1	0.130	0.480	59.380	59.730	0.5996	Doncs
pa-009	doncs	clips/pa-009__doncs__139.25.wav	1	0.000	0.500	139.250	139.750	0.2017	Doncs
pa-010	doncs	clips/pa-010__doncs__24.65.wav	1	2.510	2.770	27.160	27.420	0.4795	doncs
pa-011	doncs	clips/pa-011__doncs__61.49.wav	1	1.480	1.940	62.970	63.430	0.4045	doncs
pa-013	doncs	clips/pa-013__doncs__56.85.wav	1	2.440	2.750	59.290	59.600	0.4874	doncs
pa-015	doncs	clips/pa-015__doncs__83.25.wav	1	1.130	1.530	84.380	84.780	0.8466	doncs
pa-016	doncs	clips/pa-016__doncs__62.33.wav	1	4.880	5.070	67.210	67.400	0.5311	Doncs
pa-017	doncs	clips/pa-017__doncs__459.25.wav	1	1.340	1.630	460.590	460.880	0.9049	doncs
pa-020	doncs	clips/pa-020__doncs__247.37.wav	1	0.840	1.310	248.210	248.680	0.6183	doncs
pa-021	doncs	clips/pa-021__doncs__12.25.wav	1	3.660	3.750	15.910	16.000	0.7531	doncs
pa-028	doncs	clips/pa-028__doncs__329.33.wav	1	1.080	1.330	330.410	330.660	0.8421	Doncs
pa-030	doncs	clips/pa-030__doncs__43.53.wav	1	1.120	1.320	44.650	44.850	0.2935	doncs
pa-031	doncs	clips/pa-031__doncs__414.05.wav	1	0.000	0.220	414.050	414.270	0.0397	Doncs
pa-032	doncs	clips/pa-032__doncs__21.61.wav	1	0.000	0.110	21.610	21.720	0.0158	Doncs
pa-035	doncs	clips/pa-035__doncs__195.49.wav	1	2.650	3.200	198.140	198.690	0.9025	doncs
pa-036	doncs	clips/pa-036__doncs__367.25.wav	1	5.000	5.370	372.250	372.620	0.5064	Doncs
pa-037	doncs	clips/pa-037__doncs__20.49.wav	1	0.270	0.750	20.760	21.240	0.6135	doncs
pa-038	doncs	clips/pa-038__doncs__2008.17.wav	1	0.470	0.570	2008.640	2008.740	0.7782	Doncs
pa-045	doncs	clips/pa-045__doncs__283.01.wav	1	1.800	1.960	284.810	284.970	0.7735	Doncs
pa-046	doncs	clips/pa-046__doncs__135.61.wav	1	1.000	1.700	136.610	137.310	0.2825	doncs
pa-048	doncs	clips/pa-048__doncs__302.89.wav	1	1.440	1.750	304.330	304.640	0.5376	doncs
pa-056	doncs	clips/pa-056__doncs__43.45.wav	1	1.160	1.310	44.610	44.760	0.2840	doncs
pa-060	doncs	clips/pa-060__doncs__177.97.wav	1	2.400	2.590	180.370	180.560	0.1036	doncs
pa-063	doncs	clips/pa-063__doncs__609.05.wav	1	0.700	1.050	609.750	610.100	0.7069	doncs
pa-065	doncs	clips/pa-065__doncs__157.49.wav	1	2.230	2.260	159.720	159.750	0.7556	doncs
pa-001	perquè	clips/pa-001__perqu__59.57.wav	1	0.720	1.140	60.290	60.710	0.7317	perquè
pa-002	perquè	clips/pa-002__perqu__18.25.wav	1	0.950	1.700	19.200	19.950	0.7556	perquè
pa-003	perquè	clips/pa-003__perqu__201.57.wav	1	0.790	0.950	202.360	202.520	0.9495	perquè
pa-004	perquè	clips/pa-004__perqu__464.09.wav	1	3.990	4.710	468.080	468.800	0.6217	perquè
pa-006	perquè	clips/pa-006__perqu__110.25.wav	1	3.200	3.880	113.450	114.130	0.2439	perquè
pa-007	perquè	clips/pa-007__perqu__101.25.wav	1	2.000	2.060	103.250	103.310	0.8509	perquè
pa-008	perquè	clips/pa-008__perqu__55.25.wav	1	1.000	1.260	56.250	56.510	0.4598	Perquè
pa-009	perquè	clips/pa-009__perqu__349.25.wav	1	0.000	0.560	349.250	349.810	0.2138	perquè
pa-010	perquè	clips/pa-010__perqu__196.65.wav	1	0.000	0.300	196.650	196.950	0.2814	perquè
pa-011	perquè	clips/pa-011__perqu__27.61.wav	1	1.240	1.490	28.850	29.100	0.6057	perquè
pa-012	perquè	clips/pa-012__perqu__369.25.wav	1	0.000	0.110	369.250	369.360	0.6158	perquè
pa-013	perquè	clips/pa-013__perqu__433.89.wav	1	2.270	2.640	436.160	436.530	0.9497	perquè
pa-014	perquè	clips/pa-014__perqu__105.85.wav	1	2.390	2.810	108.240	108.660	0.8193	perquè
pa-015	perquè	clips/pa-015__perqu__86.25.wav	1	2.000	2.480	88.250	88.730	0.4134	perquè
pa-016	perquè	clips/pa-016__perqu__79.77.wav	1	2.190	2.860	81.960	82.630	0.8479	perquè
pa-017	perquè	clips/pa-017__perqu__4.25.wav	1	2.150	2.640	6.400	6.890	0.6669	perquè
pa-018	perquè	clips/pa-018__perqu__91.09.wav	1	1.070	1.760	92.160	92.850	0.9663	perquè
pa-019	perquè	clips/pa-019__perqu__101.25.wav	1	0.010	0.310	101.260	101.560	0.0227	perquè
pa-020	perquè	clips/pa-020__perqu__9.41.wav	1	0.030	0.410	9.440	9.820	0.1574	perquè
pa-021	perquè	clips/pa-021__perqu__15.45.wav	1	1.670	2.000	17.120	17.450	0.8815	perquè
pa-022	perquè	clips/pa-022__perqu__111.69.wav	1	0.000	0.470	111.690	112.160	0.2534	perquè
pa-023	perquè	clips/pa-023__perqu__29.09.wav	1	0.000	0.940	29.090	30.030	0.1482	perquè
pa-024	perquè	clips/pa-024__perqu__225.53.wav	1	2.000	2.310	227.530	227.840	0.8661	perquè
pa-025	perquè	clips/pa-025__perqu__37.17.wav	1	0.550	0.980	37.720	38.150	0.8440	perquè
pa-026	perquè	clips/pa-026__perqu__150.53.wav	1	0.420	0.610	150.950	151.140	0.6276	perquè
pa-027	perquè	clips/pa-027__perqu__8.81.wav	1	1.370	1.700	10.180	10.510	0.7631	perquè
pa-031	perquè	clips/pa-031__perqu__32.69.wav	1	0.000	0.570	32.690	33.260	0.0697	perquè
pa-032	perquè	clips/pa-032__perqu__9.21.wav	1	0.000	0.860	9.210	10.070	0.5112	perquè
pa-033	perquè	clips/pa-033__perqu__18.89.wav	1	0.000	0.350	18.890	19.240	0.2034	perquè
pa-035	perquè	clips/pa-035__perqu__181.13.wav	1	0.070	0.080	181.200	181.210	0.6201	perquè
pa-036	perquè	clips/pa-036__perqu__15.65.wav	1	2.470	2.640	18.120	18.290	0.2664	perquè
pa-037	perquè	clips/pa-037__perqu__186.29.wav	1	8.480	9.140	194.770	195.430	0.3810	Perquè
pa-038	perquè	clips/pa-038__perqu__279.13.wav	1	0.420	0.790	279.550	279.920	0.5824	perquè
pa-039	perquè	clips/pa-039__perqu__18.09.wav	1	0.000	0.570	18.090	18.660	0.0785	perquè
pa-040	perquè	clips/pa-040__perqu__25.21.wav	1	0.000	0.510	25.210	25.720	0.2038	perquè
pa-041	perquè	clips/pa-041__perqu__69.25.wav	1	3.890	4.330	73.140	73.580	0.2885	perquè
pa-042	perquè	clips/pa-042__perqu__29.13.wav	1	2.100	2.460	31.230	31.590	0.7110	perquè
pa-045	perquè	clips/pa-045__perqu__175.33.wav	1	2.080	2.980	177.410	178.310	0.8252	Perquè
pa-049	perquè	clips/pa-049__perqu__68.85.wav	1	5.300	5.660	74.150	74.510	0.6920	perquè
pa-051	perquè	clips/pa-051__perqu__123.85.wav	1	0.040	0.320	123.890	124.170	0.3220	perquè
pa-052	perquè	clips/pa-052__perqu__92.65.wav	1	2.540	2.830	95.190	95.480	0.3050	perquè
pa-053	perquè	clips/pa-053__perqu__113.93.wav	1	3.910	4.160	117.840	118.090	0.6129	perquè
pa-054	perquè	clips/pa-054__perqu__80.45.wav	1	2.720	3.340	83.170	83.790	0.7099	perquè
pa-055	perquè	clips/pa-055__perqu__148.53.wav	1	2.380	2.530	150.910	151.060	0.8312	perquè
pa-056	perquè	clips/pa-056__perqu__31.73.wav	1	0.720	1.150	32.450	32.880	0.4129	perquè
pa-057	perquè	clips/pa-057__perqu__249.45.wav	1	0.760	1.140	250.210	250.590	0.9119	perquè
pa-058	perquè	clips/pa-058__perqu__91.09.wav	1	1.010	1.630	92.100	92.720	0.9674	perquè
pa-059	perquè	clips/pa-059__perqu__4.09.wav	1	2.320	2.640	6.410	6.730	0.6817	perquè
pa-060	perquè	clips/pa-060__perqu__29.05.wav	1	2.000	2.280	31.050	31.330	0.4717	perquè
pa-062	perquè	clips/pa-062__perqu__73.97.wav	1	1.190	1.720	75.160	75.690	0.9024	perquè
pa-063	perquè	clips/pa-063__perqu__142.61.wav	1	0.000	0.480	142.610	143.090	0.0412	perquè
pa-064	perquè	clips/pa-064__perqu__27.57.wav	1	3.300	3.590	30.870	31.160	0.4829	perquè
pa-065	perquè	clips/pa-065__perqu__129.17.wav	1	2.530	2.870	131.700	132.040	0.8717	perquè
pa-066	perquè	clips/pa-066__perqu__21.81.wav	1	2.190	2.260	24.000	24.070	0.4434	perquè
pa-002	a nivell	clips/pa-002__a-nivell__714.25.wav	1	7.330	8.080	721.580	722.330	0.7873	a nivell
pa-003	a nivell	clips/pa-003__a-nivell__180.17.wav	1	1.290	2.470	181.460	182.640	0.8186	a nivell
pa-016	a nivell	clips/pa-016__a-nivell__333.81.wav	1	3.610	4.160	337.420	337.970	0.7040	a nivell
pa-017	a nivell	clips/pa-017__a-nivell__143.25.wav	1	3.360	3.840	146.610	147.090	0.7278	a nivell
pa-019	a nivell	clips/pa-019__a-nivell__122.25.wav	1	3.350	3.830	125.600	126.080	0.9056	a nivell
pa-020	a nivell	clips/pa-020__a-nivell__409.37.wav	1	3.420	3.850	412.790	413.220	0.2023	a nivell
pa-023	a nivell	clips/pa-023__a-nivell__418.57.wav	1	1.300	1.800	419.870	420.370	0.8081	a nivell
pa-024	a nivell	clips/pa-024__a-nivell__1547.93.wav	1	2.160	2.250	1550.090	1550.180	0.2444	a nivell
pa-026	a nivell	clips/pa-026__a-nivell__38.25.wav	1	1.420	2.020	39.670	40.270	0.8241	a nivell
pa-029	a nivell	clips/pa-029__a-nivell__417.09.wav	1	1.570	2.200	418.660	419.290	0.9070	a nivell
pa-034	a nivell	clips/pa-034__a-nivell__143.81.wav	1	2.700	3.360	146.510	147.170	0.7736	a nivell
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	1	7.580	8.050	394.030	394.500	0.8938	a nivell
pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	1	0.650	1.150	456.140	456.640	0.5767	a nivell
pa-045	a nivell	clips/pa-045__a-nivell__624.85.wav	1	1.760	2.320	626.610	627.170	0.5800	a nivell
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	1	3.520	3.740	439.290	439.510	0.8845	a nivell
pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	1	0.360	1.190	38.450	39.280	0.8532	a nivell
pa-057	a nivell	clips/pa-057__a-nivell__417.13.wav	1	2.680	3.070	419.810	420.200	0.8796	a nivell
pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	1	3.600	3.840	146.530	146.770	0.6888	a nivell
pa-060	a nivell	clips/pa-060__a-nivell__201.93.wav	1	3.790	4.180	205.720	206.110	0.6465	a nivell
pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	1	1.210	1.970	1358.420	1359.180	0.8152	a nivell
pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	1	2.440	2.860	1146.050	1146.470	0.7218	a nivell
pa-065	a nivell	clips/pa-065__a-nivell__529.09.wav	1	4.260	5.440	533.350	534.530	0.2078	a nivell
pa-065	a nivell	clips/pa-065__a-nivell__529.09.wav	2	6.810	7.160	535.900	536.250	0.6973	a nivell
pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	1	2.800	3.080	28.010	28.290	0.6618	a nivell
pa-003	tirar endavant	clips/pa-003__tirar-endavant__361.93.wav	1	0.980	2.000	362.910	363.930	0.9453	tirar endavant
pa-017	tirar endavant	clips/pa-017__tirar-endavant__49.85.wav	1	2.520	2.800	52.370	52.650	0.2057	tirar endavant
pa-029	tirar endavant	clips/pa-029__tirar-endavant__56.73.wav	1	4.940	5.640	61.670	62.370	0.8813	tirar endavant
pa-030	tirar endavant	clips/pa-030__tirar-endavant__185.61.wav	1	1.620	2.480	187.230	188.090	0.8976	tirar endavant
pa-031	tirar endavant	clips/pa-031__tirar-endavant__146.09.wav	1	0.970	2.000	147.060	148.090	0.8395	tirar endavant
pa-033	tirar endavant	clips/pa-033__tirar-endavant__135.69.wav	1	2.580	3.370	138.270	139.060	0.9053	tirar endavant
pa-034	tirar endavant	clips/pa-034__tirar-endavant__690.33.wav	1	3.440	4.350	693.770	694.680	0.8661	tirar endavant
pa-041	tirar endavant	clips/pa-041__tirar-endavant__102.25.wav	1	0.200	1.000	102.450	103.250	0.9401	tirar endavant
pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	1	1.620	2.520	187.150	188.050	0.9073	tirar endavant
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	1	4.990	5.730	61.600	62.340	0.9330	tirar endavant
pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	1	2.270	2.800	52.040	52.570	0.7573	tirar endavant
pa-003	ensenyança	clips/pa-003__ensenyan-a__279.69.wav	1	2.720	3.590	282.410	283.280	0.6760	ensenyança
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	1	6.270	6.940	529.520	530.190	0.7954	ensenyança
pa-002	reformeta	clips/pa-002__reformeta__12.25.wav	1	3.500	4.400	15.750	16.650	0.3873	reformeta
pa-022	reformeta	clips/pa-022__reformeta__125.53.wav	1	2.700	3.400	128.230	128.930	0.6595	reformeta
pa-025	reformeta	clips/pa-025__reformeta__1085.53.wav	1	2.140	2.900	1087.670	1088.430	0.4505	reformeta
pa-026	reformeta	clips/pa-026__reformeta__138.61.wav	1	3.050	3.740	141.660	142.350	0.9543	reformeta
pa-034	reformeta	clips/pa-034__reformeta__191.33.wav	1	6.120	6.680	197.450	198.010	0.4659	reformeta
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1	2.840	3.710	1824.530	1825.400	0.9688	reformeta
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	1	2.850	3.800	141.900	142.850	0.9557	reformeta
