id_persona	forma	clip	ocurrencia	local_start_s	local_end_s	absolute_start_s	absolute_end_s	tokens	prob_min	prob_mean	tokens_count	coincidencia_token	estat
pa-037	bé	clips/pa-037__b__105.29.wav	4	15.890	16.210	121.180	121.500	bé	0.9723	0.9723	1	sí	ASR; pendent d'audicio
pa-037	bé	clips/pa-037__b__105.29.wav	5	18.490	18.660	123.780	123.950	bé	0.3064	0.3064	1	sí	ASR; pendent d'audicio
pa-037	diguem	clips/pa-037__diguem__469.77.wav	1	8.180	8.240	477.950	478.010	diguem	0.7388	0.7902	2	sí	ASR; pendent d'audicio
pa-037	doncs	clips/pa-037__doncs__20.49.wav	1	0.270	0.750	20.760	21.240	doncs	0.6135	0.8066	2	sí	ASR; pendent d'audicio
pa-037	llavors	clips/pa-037__llavors__92.53.wav	1	3.220	3.470	95.750	96.000	llavors	0.7037	0.8417	2	sí	ASR; pendent d'audicio
pa-037	perquè	clips/pa-037__perqu__186.29.wav	1	8.480	9.140	194.770	195.430	Perquè	0.3810	0.3810	1	sí	ASR; pendent d'audicio
pa-037	vull dir	clips/pa-037__vull-dir__414.01.wav	1	0.000	0.690	414.010	414.700	Vull dir	0.2914	0.7625	3	sí	ASR; pendent d'audicio
pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	1	0.650	1.150	456.140	456.640	a nivell	0.5767	0.8263	3	sí	ASR; pendent d'audicio
pa-038	bueno	clips/pa-038__bueno__874.61.wav	1	0.110	0.660	874.720	875.270	Bueno	0.5072	0.7518	2	sí	ASR; pendent d'audicio
pa-038	bé	clips/pa-038__b__26.77.wav	1	0.810	1.000	27.580	27.770	bé	0.9083	0.9083	1	sí	ASR; pendent d'audicio
pa-038	clar	clips/pa-038__clar__96.41.wav	1	3.450	3.810	99.860	100.220	clar	0.6020	0.6020	1	sí	ASR; pendent d'audicio
pa-038	crec	clips/pa-038__crec__220.69.wav	1	1.010	1.590	221.700	222.280	crec	0.9981	0.9981	1	sí	ASR; pendent d'audicio
pa-038	llavors	clips/pa-038__llavors__264.13.wav	1	0.000	0.760	264.130	264.890	Llavors	0.0343	0.5133	2	sí	ASR; pendent d'audicio
pa-038	o sigui	clips/pa-038__o-sigui__16.65.wav	1	0.000	0.850	16.650	17.500	O sigui	0.1004	0.5462	2	sí	ASR; pendent d'audicio
pa-038	perquè	clips/pa-038__perqu__279.13.wav	1	0.420	0.790	279.550	279.920	perquè	0.5824	0.5824	1	sí	ASR; pendent d'audicio
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1	2.840	3.710	1824.530	1825.400	reformeta	0.9688	0.9812	2	sí	ASR; pendent d'audicio
pa-038	vull dir	clips/pa-038__vull-dir__1576.57.wav	1	4.180	4.640	1580.750	1581.210	vull dir	0.9837	0.9868	2	sí	ASR; pendent d'audicio
pa-039	bé	clips/pa-039__b__27.77.wav	1	3.220	3.270	30.990	31.040	bé	0.9914	0.9914	1	sí	ASR; pendent d'audicio
pa-039	crec	clips/pa-039__crec__90.85.wav	1	1.640	1.950	92.490	92.800	crec	0.9907	0.9907	1	sí	ASR; pendent d'audicio
pa-039	evidentment	clips/pa-039__evidentment__184.17.wav	1	0.000	0.910	184.170	185.080	Evidentment	0.2293	0.7355	3	sí	ASR; pendent d'audicio
pa-039	perquè	clips/pa-039__perqu__18.09.wav	1	0.000	0.570	18.090	18.660	perquè	0.0785	0.0785	1	sí	ASR; pendent d'audicio
pa-040	crec	clips/pa-040__crec__4.37.wav	1	0.180	0.530	4.550	4.900	crec	0.9886	0.9886	1	sí	ASR; pendent d'audicio
pa-040	de fet	clips/pa-040__de-fet__70.17.wav	1	1.080	1.380	71.250	71.550	de fet	0.9576	0.9750	2	sí	ASR; pendent d'audicio
pa-040	evidentment	clips/pa-040__evidentment__103.93.wav	1	1.880	2.190	105.810	106.120	Evidentment	0.8726	0.9560	3	sí	ASR; pendent d'audicio
pa-040	perquè	clips/pa-040__perqu__25.21.wav	1	0.000	0.510	25.210	25.720	perquè	0.2038	0.2038	1	sí	ASR; pendent d'audicio
pa-041	bé	clips/pa-041__b__130.25.wav	1	0.000	0.440	130.250	130.690	Bé	0.2875	0.6432	2	sí	ASR; pendent d'audicio
pa-041	clar	clips/pa-041__clar__0.00.wav	1	3.880	4.480	3.880	4.480	clar	0.3376	0.3376	1	sí	ASR; pendent d'audicio
pa-041	crec	clips/pa-041__crec__56.25.wav	1	1.310	1.810	57.560	58.060	crec	0.9905	0.9905	1	sí	ASR; pendent d'audicio
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	1	6.270	6.940	529.520	530.190	ensenyança	0.7954	0.8194	3	sí	ASR; pendent d'audicio
pa-041	evidentment	clips/pa-041__evidentment__353.25.wav	1	4.070	4.500	357.320	357.750	evidentment	0.5787	0.7876	2	sí	ASR; pendent d'audicio
pa-041	perquè	clips/pa-041__perqu__69.25.wav	1	3.890	4.330	73.140	73.580	perquè	0.2885	0.2885	1	sí	ASR; pendent d'audicio
pa-042	perquè	clips/pa-042__perqu__29.13.wav	1	2.100	2.460	31.230	31.590	perquè	0.7110	0.7110	1	sí	ASR; pendent d'audicio
pa-043	bueno	clips/pa-043__bueno__0.00.wav	1	0.110	0.270	0.110	0.270	Bueno	0.2337	0.2337	1	sí	ASR; pendent d'audicio
pa-043	crec	clips/pa-043__crec__102.25.wav	1	5.100	5.190	107.350	107.440	crec	0.9942	0.9942	1	sí	ASR; pendent d'audicio
pa-043	és a dir	clips/pa-043__s-a-dir__107.25.wav	1	1.000	1.330	108.250	108.580	És a dir	0.3177	0.7684	3	sí	ASR; pendent d'audicio
pa-045	a veure	clips/pa-045__a-veure__340.93.wav	1	4.090	4.160	345.020	345.090	a veure	0.9709	0.9821	2	sí	ASR; pendent d'audicio
pa-045	bé	clips/pa-045__b__83.49.wav	1	0.090	0.360	83.580	83.850	bé	0.6354	0.6354	1	sí	ASR; pendent d'audicio
pa-045	clar	clips/pa-045__clar__399.85.wav	1	3.680	4.020	403.530	403.870	clar	0.9012	0.9012	1	sí	ASR; pendent d'audicio
pa-045	clar	clips/pa-045__clar__399.85.wav	2	5.020	5.200	404.870	405.050	clar	0.9997	0.9997	1	sí	ASR; pendent d'audicio
pa-045	evidentment	clips/pa-045__evidentment__290.13.wav	1	1.190	1.960	291.320	292.090	evidentment	0.9812	0.9861	2	sí	ASR; pendent d'audicio
pa-045	llavors	clips/pa-045__llavors__194.93.wav	1	1.370	1.710	196.300	196.640	llavors	0.3678	0.6832	2	sí	ASR; pendent d'audicio
pa-045	o sigui	clips/pa-045__o-sigui__226.17.wav	1	0.000	1.490	226.170	227.660	o sigui	0.1907	0.5910	2	sí	ASR; pendent d'audicio
pa-046	bé	clips/pa-046__b__348.81.wav	1	2.320	2.560	351.130	351.370	bé	0.8391	0.8391	1	sí	ASR; pendent d'audicio
pa-046	diguem	clips/pa-046__diguem__626.01.wav	1	2.250	2.490	628.260	628.500	diguem	0.6911	0.8329	2	sí	ASR; pendent d'audicio
pa-046	doncs	clips/pa-046__doncs__135.61.wav	1	1.000	1.700	136.610	137.310	doncs	0.2825	0.6410	2	sí	ASR; pendent d'audicio
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	1	3.520	3.740	439.290	439.510	a nivell	0.8845	0.9399	3	sí	ASR; pendent d'audicio
pa-048	a veure	clips/pa-048__a-veure__393.93.wav	1	0.000	0.550	393.930	394.480	A veure	0.0287	0.3197	2	sí	ASR; pendent d'audicio
pa-048	bé	clips/pa-048__b__495.73.wav	1	0.000	1.190	495.730	496.920	Bé	0.6658	0.8323	2	sí	ASR; pendent d'audicio
pa-048	crec	clips/pa-048__crec__110.97.wav	1	2.580	3.120	113.550	114.090	crec	0.9866	0.9866	1	sí	ASR; pendent d'audicio
pa-048	llavors	clips/pa-048__llavors__1244.97.wav	1	0.000	0.530	1244.970	1245.500	Llavors	0.1077	0.5522	2	sí	ASR; pendent d'audicio
pa-048	o sigui	clips/pa-048__o-sigui__581.65.wav	1	0.000	0.500	581.650	582.150	O sigui	0.3651	0.6814	2	sí	ASR; pendent d'audicio
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	1	0.000	0.730	993.690	994.420	Vull dir	0.0263	0.6703	3	sí	ASR; pendent d'audicio
pa-048	vull dir	clips/pa-048__vull-dir__993.69.wav	2	3.150	4.160	996.840	997.850	vull dir	0.4736	0.7221	2	sí	ASR; pendent d'audicio
pa-048	és a dir	clips/pa-048__s-a-dir__1130.61.wav	1	0.000	1.530	1130.610	1132.140	és a dir	0.0362	0.6591	3	sí	ASR; pendent d'audicio
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	1	3.260	3.550	248.110	248.400	a veure	0.0989	0.3354	2	sí	ASR; pendent d'audicio
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	2	5.900	6.230	250.750	251.080	a veure	0.9962	0.9964	2	sí	ASR; pendent d'audicio
pa-049	bueno	clips/pa-049__bueno__269.05.wav	1	5.560	5.790	274.610	274.840	Bueno	0.8754	0.8754	1	sí	ASR; pendent d'audicio
pa-049	clar	clips/pa-049__clar__382.01.wav	1	1.080	1.330	383.090	383.340	Clar	0.6076	0.6076	1	sí	ASR; pendent d'audicio
pa-049	crec	clips/pa-049__crec__371.85.wav	1	3.020	3.380	374.870	375.230	crec	0.9717	0.9717	1	sí	ASR; pendent d'audicio
pa-049	diguem	clips/pa-049__diguem__213.13.wav	1	5.960	6.240	219.090	219.370	Diguem	0.6594	0.6876	2	sí	ASR; pendent d'audicio
pa-049	o sigui	clips/pa-049__o-sigui__365.21.wav	1	1.580	1.870	366.790	367.080	o sigui	0.0641	0.5298	2	sí	ASR; pendent d'audicio
pa-053	perquè	clips/pa-053__perqu__113.93.wav	1	3.910	4.160	117.840	118.090	perquè	0.6129	0.6129	1	sí	ASR; pendent d'audicio
pa-054	bueno	clips/pa-054__bueno__51.69.wav	1	0.790	0.920	52.480	52.610	bueno	0.8263	0.8263	1	sí	ASR; pendent d'audicio
pa-054	perquè	clips/pa-054__perqu__80.45.wav	1	2.720	3.340	83.170	83.790	perquè	0.7099	0.7099	1	sí	ASR; pendent d'audicio
pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	1	0.360	1.190	38.450	39.280	a nivell	0.8532	0.9241	3	sí	ASR; pendent d'audicio
pa-055	a veure	clips/pa-055__a-veure__63.89.wav	1	1.380	2.120	65.270	66.010	a veure	0.7076	0.8499	2	sí	ASR; pendent d'audicio
pa-055	evidentment	clips/pa-055__evidentment__1644.01.wav	1	4.940	5.150	1648.950	1649.160	evidentment	0.4660	0.7323	2	sí	ASR; pendent d'audicio
pa-055	perquè	clips/pa-055__perqu__148.53.wav	1	2.380	2.530	150.910	151.060	perquè	0.8312	0.8312	1	sí	ASR; pendent d'audicio
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	1	2.850	3.800	141.900	142.850	reformeta	0.9557	0.9651	2	sí	ASR; pendent d'audicio
pa-056	a veure	clips/pa-056__a-veure__673.21.wav	1	0.000	0.400	673.210	673.610	A veure	0.1806	0.5841	2	sí	ASR; pendent d'audicio
pa-056	clar	clips/pa-056__clar__62.45.wav	1	1.270	1.740	63.720	64.190	clar	0.9842	0.9842	1	sí	ASR; pendent d'audicio
pa-056	crec	clips/pa-056__crec__347.05.wav	1	1.270	1.780	348.320	348.830	crec	0.9856	0.9856	1	sí	ASR; pendent d'audicio
pa-056	evidentment	clips/pa-056__evidentment__43.45.wav	1	1.310	1.980	44.760	45.430	evidentment	0.8623	0.9302	2	sí	ASR; pendent d'audicio
pa-056	perquè	clips/pa-056__perqu__31.73.wav	1	0.720	1.150	32.450	32.880	perquè	0.4129	0.4129	1	sí	ASR; pendent d'audicio
pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	1	1.620	2.520	187.150	188.050	tirar endavant	0.9073	0.9666	3	sí	ASR; pendent d'audicio
pa-056	vull dir	clips/pa-056__vull-dir__842.65.wav	1	0.650	1.560	843.300	844.210	vull dir	0.9342	0.9595	2	sí	ASR; pendent d'audicio
pa-057	diguem	clips/pa-057__diguem__929.81.wav	1	4.230	4.460	934.040	934.270	diguem	0.3385	0.6308	2	sí	ASR; pendent d'audicio
pa-057	llavors	clips/pa-057__llavors__42.85.wav	1	0.110	0.870	42.960	43.720	llavors	0.3304	0.6592	2	sí	ASR; pendent d'audicio
pa-057	perquè	clips/pa-057__perqu__249.45.wav	1	0.760	1.140	250.210	250.590	perquè	0.9119	0.9119	1	sí	ASR; pendent d'audicio
pa-058	a nivell	clips/pa-058__a-nivell__188.37.wav									0	no	ASR; pendent d'audicio
pa-058	diguem	clips/pa-058__diguem__715.21.wav	1	2.720	2.910	717.930	718.120	diguem	0.7829	0.8684	2	sí	ASR; pendent d'audicio
pa-058	perquè	clips/pa-058__perqu__91.09.wav	1	1.010	1.630	92.100	92.720	perquè	0.9674	0.9674	1	sí	ASR; pendent d'audicio
pa-058	vull dir	clips/pa-058__vull-dir__975.13.wav	1	2.240	2.800	977.370	977.930	vull dir	0.7520	0.8608	2	sí	ASR; pendent d'audicio
pa-058	és a dir	clips/pa-058__s-a-dir__74.41.wav	1	1.090	1.660	75.500	76.070	És a dir	0.9532	0.9776	3	sí	ASR; pendent d'audicio
pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	1	3.600	3.840	146.530	146.770	a nivell	0.6888	0.8815	3	sí	ASR; pendent d'audicio
pa-059	clar	clips/pa-059__clar__36.61.wav	1	1.850	2.050	38.460	38.660	clar	0.9810	0.9810	1	sí	ASR; pendent d'audicio
pa-059	perquè	clips/pa-059__perqu__4.09.wav	1	2.320	2.640	6.410	6.730	perquè	0.6817	0.6817	1	sí	ASR; pendent d'audicio
pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	1	2.270	2.800	52.040	52.570	tirar endavant	0.7573	0.9093	3	sí	ASR; pendent d'audicio
pa-059	vull dir	clips/pa-059__vull-dir__271.81.wav	1	0.000	0.910	271.810	272.720	Vull dir	0.6171	0.8716	3	sí	ASR; pendent d'audicio
pa-059	és a dir	clips/pa-059__s-a-dir__487.81.wav	1	0.000	0.560	487.810	488.370	És a dir	0.3117	0.7594	3	sí	ASR; pendent d'audicio
pa-060	a veure	clips/pa-060__a-veure__268.57.wav	1	2.000	2.160	270.570	270.730	a veure	0.6349	0.8080	2	sí	ASR; pendent d'audicio
pa-060	crec	clips/pa-060__crec__42.05.wav	1	6.130	6.320	48.180	48.370	crec	0.6236	0.6236	1	sí	ASR; pendent d'audicio
pa-060	de fet	clips/pa-060__de-fet__72.57.wav	1	4.700	4.840	77.270	77.410	de fet	0.8385	0.9172	2	sí	ASR; pendent d'audicio
pa-060	perquè	clips/pa-060__perqu__29.05.wav	1	2.000	2.280	31.050	31.330	perquè	0.4717	0.4717	1	sí	ASR; pendent d'audicio
pa-060	és a dir	clips/pa-060__s-a-dir__207.33.wav	1	0.030	0.530	207.360	207.860	És a dir	0.1095	0.6974	3	sí	ASR; pendent d'audicio
pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	1	1.210	1.970	1358.420	1359.180	a nivell	0.8152	0.9262	3	sí	ASR; pendent d'audicio
pa-061	a veure	clips/pa-061__a-veure__579.17.wav	1	2.610	3.170	581.780	582.340	a veure	0.6223	0.7545	2	sí	ASR; pendent d'audicio
pa-061	bueno	clips/pa-061__bueno__171.05.wav	1	0.000	0.260	171.050	171.310	Bueno	0.1212	0.1212	1	sí	ASR; pendent d'audicio
pa-061	bueno	clips/pa-061__bueno__171.05.wav	2	1.240	1.590	172.290	172.640	Bueno	0.5101	0.5101	1	sí	ASR; pendent d'audicio
pa-061	bé	clips/pa-061__b__662.89.wav	1	1.920	2.000	664.810	664.890	bé	0.4650	0.4650	1	sí	ASR; pendent d'audicio
pa-061	crec	clips/pa-061__crec__428.85.wav	1	1.940	2.000	430.790	430.850	crec	0.9809	0.9809	1	sí	ASR; pendent d'audicio
pa-061	evidentment	clips/pa-061__evidentment__672.69.wav	1	2.040	2.670	674.730	675.360	evidentment	0.9005	0.9456	2	sí	ASR; pendent d'audicio
pa-061	llavors	clips/pa-061__llavors__380.77.wav	1	1.480	1.890	382.250	382.660	llavors	0.5349	0.7652	2	sí	ASR; pendent d'audicio
pa-062	bueno	clips/pa-062__bueno__297.17.wav	1	1.560	1.910	298.730	299.080	Bueno	0.6062	0.6062	1	sí	ASR; pendent d'audicio
pa-062	crec	clips/pa-062__crec__1037.89.wav	1	1.040	1.290	1038.930	1039.180	crec	0.9952	0.9952	1	sí	ASR; pendent d'audicio
pa-062	diguem	clips/pa-062__diguem__191.37.wav	1	3.720	4.080	195.090	195.450	diguem	0.6091	0.7931	2	sí	ASR; pendent d'audicio
pa-062	perquè	clips/pa-062__perqu__73.97.wav	1	1.190	1.720	75.160	75.690	perquè	0.9024	0.9024	1	sí	ASR; pendent d'audicio
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	1	1.000	1.770	974.650	975.420	és a dir	0.7665	0.9205	3	sí	ASR; pendent d'audicio
pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	1	2.440	2.860	1146.050	1146.470	a nivell	0.7218	0.9013	3	sí	ASR; pendent d'audicio
pa-063	a veure	clips/pa-063__a-veure__402.13.wav	1	0.000	1.060	402.130	403.190	A veure	0.0333	0.4389	2	sí	ASR; pendent d'audicio
pa-063	bé	clips/pa-063__b__105.97.wav	1	0.000	0.330	105.970	106.300	Bé	0.5648	0.7805	2	sí	ASR; pendent d'audicio
pa-063	clar	clips/pa-063__clar__392.49.wav	1	0.360	0.630	392.850	393.120	clar	0.6773	0.6773	1	sí	ASR; pendent d'audicio
pa-063	doncs	clips/pa-063__doncs__609.05.wav	1	0.700	1.050	609.750	610.100	doncs	0.7069	0.8531	2	sí	ASR; pendent d'audicio
pa-063	llavors	clips/pa-063__llavors__39.49.wav	1	3.670	4.600	43.160	44.090	llavors	0.3329	0.5858	2	sí	ASR; pendent d'audicio
pa-063	perquè	clips/pa-063__perqu__142.61.wav	1	0.000	0.480	142.610	143.090	perquè	0.0412	0.0412	1	sí	ASR; pendent d'audicio
pa-064	a veure	clips/pa-064__a-veure__587.61.wav	1	1.270	1.890	588.880	589.500	a veure	0.9952	0.9955	2	sí	ASR; pendent d'audicio
pa-064	bé	clips/pa-064__b__97.93.wav	1	0.000	0.430	97.930	98.360	Bé	0.6509	0.8236	2	sí	ASR; pendent d'audicio
pa-064	clar	clips/pa-064__clar__109.97.wav	1	0.370	1.870	110.340	111.840	clar	0.0737	0.0737	1	sí	ASR; pendent d'audicio
pa-064	crec	clips/pa-064__crec__1335.77.wav	1	2.300	2.670	1338.070	1338.440	crec	0.9844	0.9844	1	sí	ASR; pendent d'audicio
pa-064	o sigui	clips/pa-064__o-sigui__36.73.wav	1	1.520	1.870	38.250	38.600	o sigui	0.7590	0.8793	2	sí	ASR; pendent d'audicio
pa-064	és a dir	clips/pa-064__s-a-dir__258.61.wav	1	0.080	0.670	258.690	259.280	És a dir	0.0375	0.5612	3	sí	ASR; pendent d'audicio
pa-065	bé	clips/pa-065__b__138.57.wav	1	1.470	1.770	140.040	140.340	bé	0.9995	0.9995	1	sí	ASR; pendent d'audicio
pa-065	clar	clips/pa-065__clar__221.29.wav	1	1.590	2.000	222.880	223.290	clar	0.9627	0.9627	1	sí	ASR; pendent d'audicio
pa-065	crec	clips/pa-065__crec__1276.85.wav	1	0.830	0.940	1277.680	1277.790	crec	0.6866	0.6866	1	sí	ASR; pendent d'audicio
pa-065	doncs	clips/pa-065__doncs__157.49.wav	1	2.230	2.260	159.720	159.750	doncs	0.7556	0.8774	2	sí	ASR; pendent d'audicio
pa-065	o sigui	clips/pa-065__o-sigui__191.65.wav	1	0.000	0.460	191.650	192.110	O sigui	0.2516	0.6246	2	sí	ASR; pendent d'audicio
pa-065	perquè	clips/pa-065__perqu__129.17.wav	1	2.530	2.870	131.700	132.040	perquè	0.8717	0.8717	1	sí	ASR; pendent d'audicio
pa-065	és a dir	clips/pa-065__s-a-dir__221.29.wav	1	0.000	0.690	221.290	221.980	És a dir	0.1110	0.6568	3	sí	ASR; pendent d'audicio
pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	1	2.800	3.080	28.010	28.290	a nivell	0.6618	0.8472	3	sí	ASR; pendent d'audicio
pa-066	bueno	clips/pa-066__bueno__357.23.wav	1	1.470	2.070	358.700	359.300	bueno	0.8366	0.8366	1	sí	ASR; pendent d'audicio
pa-066	bé	clips/pa-066__b__10.13.wav	1	2.540	3.430	12.670	13.560	bé	0.4289	0.4289	1	sí	ASR; pendent d'audicio
pa-066	crec	clips/pa-066__crec__219.63.wav	1	4.560	5.020	224.190	224.650	crec	0.4971	0.4971	1	sí	ASR; pendent d'audicio
pa-066	de fet	clips/pa-066__de-fet__44.37.wav	1	1.460	1.790	45.830	46.160	de fet	0.7471	0.8722	2	sí	ASR; pendent d'audicio
pa-066	evidentment	clips/pa-066__evidentment__89.75.wav	1	0.000	1.380	89.750	91.130	evidentment	0.0340	0.5098	2	sí	ASR; pendent d'audicio
pa-066	llavors	clips/pa-066__llavors__16.21.wav	1	1.400	1.840	17.610	18.050	llavors	0.7958	0.8590	2	sí	ASR; pendent d'audicio
pa-066	perquè	clips/pa-066__perqu__21.81.wav	1	2.190	2.260	24.000	24.070	perquè	0.4434	0.4434	1	sí	ASR; pendent d'audicio
