id	candidate	forma	clip	audio_sha256	audio_exists	audio_bytes	transcripcio_small	small_exists	small_bytes	transcripcio_base	base_exists	base_bytes	estat
lead-rtva-005-carine-montaner::o sigui::243::12	lead-rtva-005-carine-montaner	o sigui	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__o-sigui__742.28.wav	c3f9e206fdb93433402391418964f740d91a64c5129497f9e8050ca54140ddd7	sí	171564	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::per tant::47::13	lead-rtva-005-carine-montaner	per tant	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__per-tant__145.64.wav	956b242397c21774d6a68bf0812a9593dfc435398867a82d775d64fc40e8405f	sí	166444	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::perquè::39::14	lead-rtva-005-carine-montaner	perquè	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__perqu__120.56.wav	d20f66df6ddac4a5d45cbcc200d058b5c124547f6fb6c4d83e99923ef4ad4718	sí	226604	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::vull dir::732::15	lead-rtva-005-carine-montaner	vull dir	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__vull-dir__2105.40.wav	23b9f2340bfdb5f91607f2f5c151369325c589237bff3ef3ee1a6fa7bfecb10b	sí	128044	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::és a dir::44::16	lead-rtva-005-carine-montaner	és a dir	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__s-a-dir__136.40.wav	5e0135083d78b803446d8e6bb6db2a83ded42eab870133a1d9c092accf25e560	sí	185644	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::Sant Julià::913::17	lead-rtva-005-carine-montaner	Sant Julià	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__sant-juli__2628.52.wav	6a6f361e6303e9794c9152ace6271a312be625d1e299296561b7350f1ac75dff	sí	156204	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::comunal::197::18	lead-rtva-005-carine-montaner	comunal	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__comunal__610.92.wav	b1c793b039b675df35c5e833048a1fd11503ab4691c40595d9a2f39c6994a10e	sí	140844	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::comunals::189::19	lead-rtva-005-carine-montaner	comunals	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__comunals__582.56.wav	0892139b076441416d356d470bcf1831c421a90bf76472d01643db07bb34df96	sí	135724	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::comú::201::20	lead-rtva-005-carine-montaner	comú	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__com__622.64.wav	f8b6714e332c328b98ef674b3eea55895c4bf16fa02b36f928c7eb3199753a91	sí	172844	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::parròquia::218::21	lead-rtva-005-carine-montaner	parròquia	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__parr-quia__671.88.wav	312e9409656fce5b031d81e1a458b4cd5ab05fdb522957638c0cdbb4467a69c2	sí	126764	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-005-carine-montaner::Massana::928::22	lead-rtva-005-carine-montaner	Massana	candidats/lead-rtva-005-carine-montaner/clips/carine-montaner__massana__2676.84.wav	b653d12b0559ee2388b8ae0660cbc835a810fe16e7c3039c51a2da85ec5a9fca	sí	128044	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner.txt	sí	52847	candidats/lead-rtva-005-carine-montaner/asr/carine-montaner-base.txt	sí	52125	complet
lead-rtva-006-jaume-tomas::a nivell::146::1	lead-rtva-006-jaume-tomas	a nivell	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__a-nivell__434.96.wav	98ca9c7abc18caf61c8a243652270c513ff7cb6ce6d2c675e681bb5711538efd	sí	176684	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::bueno::27::2	lead-rtva-006-jaume-tomas	bueno	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__bueno__79.36.wav	816f0364c93a278d724d59ad1b1a4b0b0a9a267fa45db00d137f24b063b17d55	sí	220204	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::bé::73::3	lead-rtva-006-jaume-tomas	bé	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__b__218.48.wav	41593b30daaa0b5429cfb94a6502711eab3aff2703265baf785a4ff1c884273a	sí	174124	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::clar::24::4	lead-rtva-006-jaume-tomas	clar	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__clar__71.76.wav	e7629c96ff723a544f46b9afc811db3e92ca1e3cf3c927973fa84a9cda622a4d	sí	128044	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::de fet::285::5	lead-rtva-006-jaume-tomas	de fet	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__de-fet__916.00.wav	6bf8a2bf8cfe12345a63c7c49f5b58993c8a27fc5e194e79d18625bff638ad76	sí	128044	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::doncs::9::6	lead-rtva-006-jaume-tomas	doncs	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__doncs__35.36.wav	88e63e6f8c8a3533b85a9916cd1c003b938f606448d13a6a23bdd7bbd5c2423d	sí	120364	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::evidentment::137::7	lead-rtva-006-jaume-tomas	evidentment	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__evidentment__404.16.wav	08d501f12d10ef966860f8b1c585c375175cb6fa79c6527ae89f9fd1f0b48ffb	sí	199724	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::llavors::39::8	lead-rtva-006-jaume-tomas	llavors	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__llavors__119.28.wav	38437383627436332c2ef2928c55c3a5b469ace4f8be2c6368c9d0c2e8a65017	sí	138284	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::no?::54::9	lead-rtva-006-jaume-tomas	no?	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__no__158.80.wav	f8f2dda9583cdc50b84b4508567cfa84e9827c70a2c034e9635e6b45377386a3	sí	153644	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::per tant::458::10	lead-rtva-006-jaume-tomas	per tant	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__per-tant__1393.88.wav	8d1a822f9c8a0cc86b49370c011fcb9119747ae5708535e3ea31cd7e9d628076	sí	128044	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::perquè::12::11	lead-rtva-006-jaume-tomas	perquè	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__perqu__43.12.wav	d72df91095002ca9944eced9d16a9d0172be831b20232e704387b24dc7e66a19	sí	143404	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::vull dir::461::12	lead-rtva-006-jaume-tomas	vull dir	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__vull-dir__1401.12.wav	5b25c9553cd529294142e984f4121d50ab95fa2339aa666e1766b6a5e52e39f0	sí	192044	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::és a dir::41::13	lead-rtva-006-jaume-tomas	és a dir	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__s-a-dir__123.76.wav	07dd9e7f02f762dd2c8e01bd16faf7eed38795e359f01b86df4d641099c0fe10	sí	151084	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-006-jaume-tomas::o sigui::385::14	lead-rtva-006-jaume-tomas	o sigui	candidats/lead-rtva-006-jaume-tomas/clips/jaume-tomas__o-sigui__1221.28.wav	97f080ed9110c4eb464fbfe8600e0ecee7bba8eaf937834b311964db65ee6756	sí	139564	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas.txt	sí	26061	candidats/lead-rtva-006-jaume-tomas/asr/jaume-tomas-base.txt	sí	25968	complet
lead-rtva-007-robert-guirao::a nivell::135::1	lead-rtva-007-robert-guirao	a nivell	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__a-nivell__383.20.wav	fd7a3933ac30f84b2976589f9f258afb6fa19efec8efbe82f1aaa41ca72edc39	sí	160044	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::a veure::21::2	lead-rtva-007-robert-guirao	a veure	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__a-veure__48.84.wav	aa27fa26445710d8ceadbb32423a6630818bce3b056855af36a28dc5a275975c	sí	144684	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::bueno::31::3	lead-rtva-007-robert-guirao	bueno	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__bueno__78.84.wav	ed54075bcec8c90e8bc18ba505588d74bed5940ea75953d3cef5c257b26be105	sí	176684	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::bé::16::4	lead-rtva-007-robert-guirao	bé	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__b__39.60.wav	b64d8d18ec4ff1c5640d75892310ad9410cb32670410008963cf2cfce05d22a4	sí	121644	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::de fet::118::5	lead-rtva-007-robert-guirao	de fet	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__de-fet__324.04.wav	451371f6b7ded23723d4cfa1a6990e249d6230c1648db4e4e5d226f2ae5c30a0	sí	192044	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::doncs::2::6	lead-rtva-007-robert-guirao	doncs	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__doncs__6.84.wav	f840803a8c1bf37e51e27b4b4816f75d3297e0425f0e3eb91d844ed48e851db8	sí	117804	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::evidentment::50::7	lead-rtva-007-robert-guirao	evidentment	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__evidentment__131.92.wav	c3ddafba553a44116606c86afb5c5aa428a6b279f1bb56c9b7f47f489aed571f	sí	115246	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::no?::40::8	lead-rtva-007-robert-guirao	no?	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__no__104.20.wav	00befec5e21accf1465d9c5349a7f02b5e83019749961e1d2fc9ef3906f3592f	sí	128044	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::o sigui::47::9	lead-rtva-007-robert-guirao	o sigui	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__o-sigui__123.60.wav	5ef8dfd77a6971688464d8ad8518d71114ff381f85e90de24a36a88b4a7311ff	sí	161324	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::perquè::27::10	lead-rtva-007-robert-guirao	perquè	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__perqu__64.36.wav	694b0ec0e4b77c2c0c5710ba8e66274972a342d2b8a5d97c52997c180f70c847	sí	199724	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::és a dir::29::11	lead-rtva-007-robert-guirao	és a dir	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__s-a-dir__72.72.wav	9fe65ba77e914ec4b631f9562e597b3f28d18c81c191d1783f7eb1a7fb8a4ed0	sí	180524	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::comú::73::12	lead-rtva-007-robert-guirao	comú	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__com__194.08.wav	c82224ddb9da00d1bbb34ad7dd120c75a96b7cc4eabc85c9f677990c711eb13e	sí	165164	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-007-robert-guirao::diguem::109::13	lead-rtva-007-robert-guirao	diguem	candidats/lead-rtva-007-robert-guirao/clips/robert-guirao__diguem__301.32.wav	e9487e71f22a0daf90de03f93e9f2644789bd8e4f766b3c7f476da1bfc55cded	sí	192044	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao.txt	sí	19814	candidats/lead-rtva-007-robert-guirao/asr/robert-guirao-base.txt	sí	17079	complet
lead-rtva-008-mireia-pedescoll::a veure::21::1	lead-rtva-008-mireia-pedescoll	a veure	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__a-veure__53.40.wav	fe078ebb337d721914894219f00af09b043c395c5ef1126340d06c70945359fe	sí	192044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::aleshores::61::2	lead-rtva-008-mireia-pedescoll	aleshores	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__aleshores__164.04.wav	65f03583076307a5e39ed5a3ff8317be7e0965edc7da7d332864c2f6a5c49c0f	sí	192044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::bueno::22::3	lead-rtva-008-mireia-pedescoll	bueno	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__bueno__57.48.wav	11fca57803ce34a2965b2d5083b77a23d59faa31a984c913f29f09c42c667c22	sí	138284	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::bé::7::4	lead-rtva-008-mireia-pedescoll	bé	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__b__21.60.wav	2f978eb6a85c45ff2795afb83a21009f841300de6e5fafd1d46fcb22f2eb5de6	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::clar::15::5	lead-rtva-008-mireia-pedescoll	clar	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__clar__40.92.wav	edee22746ad6191e517b86a12a2e30780a6065b1f635692bb2654006c4acb660	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::doncs::2::6	lead-rtva-008-mireia-pedescoll	doncs	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__doncs__11.20.wav	ba9f57403a1f9d87e9d4fc15bb5634261174aace8e86d5f6249585d022b622df	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::evidentment::22::7	lead-rtva-008-mireia-pedescoll	evidentment	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__evidentment__57.48.wav	11fca57803ce34a2965b2d5083b77a23d59faa31a984c913f29f09c42c667c22	sí	138284	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::llavors::156::8	lead-rtva-008-mireia-pedescoll	llavors	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__llavors__441.32.wav	78b49c9354ef9759336836288adece931a5a6beaffd606664841cc97152e10eb	sí	143404	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::no?::74::9	lead-rtva-008-mireia-pedescoll	no?	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__no__207.24.wav	4fadd54d2e71da80db54f42445bc8b298be74a8942bd86c32dd7979cfedbac6b	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::per tant::46::10	lead-rtva-008-mireia-pedescoll	per tant	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__per-tant__124.44.wav	8cd3b2e9566c201ad9594295197fb3fd615aa2fff19f53bb1dbaeebb61ce9c02	sí	138284	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::perquè::38::11	lead-rtva-008-mireia-pedescoll	perquè	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__perqu__103.00.wav	d9c6fe7e5c81bbe51d19ce32f166f25bc90e0db9d3f395da25443a67303cc8ff	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::vull dir::182::12	lead-rtva-008-mireia-pedescoll	vull dir	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__vull-dir__515.48.wav	f0ac546efe3c6f5e6600ca9281a0dc8f93106caf26a2edf0305c8f00fb41e351	sí	169004	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::és a dir::78::13	lead-rtva-008-mireia-pedescoll	és a dir	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__s-a-dir__216.92.wav	2918b47e1c2482081f87c841666e25da9117af0e03907e2bdd82f647b433a76f	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::Escaldes::10::14	lead-rtva-008-mireia-pedescoll	Escaldes	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__escaldes__29.64.wav	3ccc2d0af64bcc9d0d8dda0258fff93a20aa65836fdaf55c828df1129f2853ef	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::comú::214::15	lead-rtva-008-mireia-pedescoll	comú	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__com__606.92.wav	cec1228c4cc272cbf2d539f3ba5f1568239cdd9dcd4cc22a15fdfe73ec80997e	sí	156204	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::parròquia::145::16	lead-rtva-008-mireia-pedescoll	parròquia	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__parr-quia__403.08.wav	188254041a5a232b52875a5451c9d13026c46f6717f36d531092e94b567b1d46	sí	212524	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::a nivell::489::17	lead-rtva-008-mireia-pedescoll	a nivell	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__a-nivell__1348.36.wav	b57edb9180c5121c12f848fc1c972e4dd26b72db7b53455845dee22887b252e6	sí	128044	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::de fet::144::18	lead-rtva-008-mireia-pedescoll	de fet	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__de-fet__398.60.wav	316870cb448bdb2d1338b678f7f29297d3dd0dbb8ce6e2a0f2e5092c3b93b890	sí	204844	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
lead-rtva-008-mireia-pedescoll::Canillo::165::19	lead-rtva-008-mireia-pedescoll	Canillo	candidats/lead-rtva-008-mireia-pedescoll/clips/mireia-pedescoll__canillo__466.20.wav	90bd190f9d9cf05c5611ddc63d665f7cbdd2b14337baeadb7f9d98e363dc785e	sí	151084	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll.txt	sí	25406	candidats/lead-rtva-008-mireia-pedescoll/asr/mireia-pedescoll-base.txt	sí	25755	complet
