categoria	forma	id_persona	ocurrencia	start_s	end_s	interval_vtt	text_segment	font	estat
discurs	doncs	pa-006	1	181.000	187.000	181.000-187.000	I la roda, doncs, passava per sobreborda i era accionat per l'aigua que circulava.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-006	2	275.000	279.000	275.000-279.000	I a la planta superior, el que tenim doncs, és l'aplicació,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-006	3	586.000	593.000	586.000-593.000	i doncs feia girar al alternador, o sigui, al generador elèctric.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-006	1	125.000	131.000	125.000-131.000	Aquest tipus d'orota d'aigua es feia servir, evidentment, amb rius amb una gran quantitat d'aigua.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-006	2	458.000	464.000	458.000-464.000	Pel que fa a la moto del Blatt, evidentment, durant gran part de l'edat mitjana,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-006	1	215.000	220.000	215.000-220.000	i llavors amb una canalització la portarem i deixarem caure per damunt l'aigua,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-006	2	220.000	225.000	220.000-225.000	i llavors per l'efecte de la gravetat sobre la roda, sobre el diàmetre de la roda, la farà girar.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-006	3	447.000	451.000	447.000-451.000	i llavors, quan aquesta viala torna a marxar, el cap de la mà,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-006	1	137.000	143.000	137.000-143.000	O sigui, rius de la plana. No els rius que tenim per aquí nosaltres. Surtig i gata.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-006	2	316.000	321.000	316.000-321.000	O sigui, aquí a les paraules baixes, a Sant Julià, en d'or la vella, a Escaldes,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-006	3	586.000	593.000	586.000-593.000	i doncs feia girar al alternador, o sigui, al generador elèctric.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-006	4	608.000	611.000	608.000-611.000	O sigui, l'història dels molins d'aigua,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	1	111.000	117.000	111.000-117.000	I us aprofita la velocitat de l'Aigua perquè les aletes que té tota la voltant de la rota,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	2	204.000	209.000	204.000-209.000	però sí que necessita una mica de desnivell, perquè ara el que farem és agafar	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	3	229.000	235.000	229.000-235.000	perquè els rius sí que tenen desnivell, però en contrapartida tenen poca quantitat d'aigua	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	4	325.000	328.000	325.000-328.000	perquè el valir és un mica massa plat.	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	5	380.000	383.000	380.000-383.000	si hi hagués molt d'aigua o molt poc d'aigua, perquè, clar,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-006	6	502.000	507.000	502.000-507.000	cosa certament estranya, perquè resulta que és dels pocs pocles	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-006	1	63.000	68.000	63.000-68.000	que tenim una baixada del Molí endurre, que tenim penada de moles, escaldes,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-006	2	316.000	321.000	316.000-321.000	O sigui, aquí a les paraules baixes, a Sant Julià, en d'or la vella, a Escaldes,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-006	1	357.000	361.000	357.000-361.000	Amb broques més altes, a la maçana, tot el llarg del riu d'ordino,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-006	1	60.000	63.000	60.000-63.000	que es diu l'edifici de la Mola, Sant Julià,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-006	2	316.000	321.000	316.000-321.000	O sigui, aquí a les paraules baixes, a Sant Julià, en d'or la vella, a Escaldes,	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-006	3	346.000	349.000	346.000-349.000	on, per exemple, es passava de la baile d'en d'hora a la baile de Sant Julià	transcripcions/pa-006.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-007	1	90.000	96.000	90.000-96.000	que he tingut a veure amb la història del nostre país i que vaig publicar a un dels meus llibres	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-007	1	476.000	480.000	476.000-480.000	Bueno, i la resta dels andorrans. Precisament d'aquest mossèn,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-007	1	60.000	66.000	60.000-66.000	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-007	1	345.000	349.000	345.000-349.000	És clar que els polítics, pel nombre de carrers dedicats,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-007	1	586.000	591.000	586.000-591.000	diguem que es va generar un debat força encès a les Corses Espanyoles.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	1	60.000	66.000	60.000-66.000	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	2	71.000	77.000	71.000-77.000	Així doncs ho podríem traduir com a nom de camí o nom de via pública.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	3	168.000	173.000	168.000-173.000	Doncs com us he dit abans, molts es repeteixen a uns diferents parròquies.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	4	398.000	403.000	398.000-403.000	Com a curiositats, que us podria dir, doncs que el carrer del doctor Nequi,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	5	549.000	554.000	549.000-554.000	Doncs sí, la marxa de Canòlic, patrona i protectora dels contrabandistes.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-007	6	576.000	580.000	576.000-580.000	Doncs resulta que l'any 1895,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-007	1	779.000	783.000	779.000-783.000	van passar a anomenar-se per motius polítics, evidentment,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-007	1	658.000	663.000	658.000-663.000	Llavors això, lògicament, li va mereixer un nom al carrer Nacional.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-007	1	54.000	60.000	54.000-60.000	Avui us parlaré d'odonimia. Què serà això, no? Què serà això?	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-007	2	416.000	420.000	416.000-420.000	amb una altra carrera a la capital, ja diu molt, no?	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-007	3	617.000	620.000	617.000-620.000	Els Mateus dels Ferros, com es coneixia, no?	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-007	4	799.000	801.000	799.000-801.000	que diuen molt d'un país, no?	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	1	102.000	107.000	102.000-107.000	No sé si es veu perquè em penso que surt com si fos un mirall, però aquest és el llibre que parla d'això.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	2	330.000	335.000	330.000-335.000	síndics i molts d'ells batejant noms, perquè també van sedir terrenys	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	3	403.000	409.000	403.000-409.000	que és Nequi i no Nequi, perquè fa referència a Esteve Nequi i Marquilló,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	4	449.000	455.000	449.000-455.000	perquè era un capellà nascut a l'Euredia, mossèn francès Palau Moliner,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	5	624.000	627.000	624.000-627.000	perquè fa un conseller delegat de Fassa,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-007	6	671.000	676.000	671.000-676.000	perquè em costa que hi ha molts veïns d'aquesta vinguda,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-007	1	685.000	687.000	685.000-687.000	És a dir, canviar el nom de carrer,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-007	2	744.000	747.000	744.000-747.000	És a dir, dos noms de carrer que eren un lloc,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-007	1	188.000	193.000	188.000-193.000	Seguida de la Massana, en Camp, Escaldes, en Gordany, endora la vella Canillo	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-007	2	221.000	226.000	221.000-226.000	que té carrers a l'Aldosa de Canillo, a la Massana i Escaldes, en Gordany.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-007	3	386.000	392.000	386.000-392.000	el nostre pare Carlemany, amb una plaça canillo i una vinguda a Escalde Saint-Gordon.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-007	1	188.000	193.000	188.000-193.000	Seguida de la Massana, en Camp, Escaldes, en Gordany, endora la vella Canillo	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-007	2	221.000	226.000	221.000-226.000	que té carrers a l'Aldosa de Canillo, a la Massana i Escaldes, en Gordany.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-007	3	238.000	245.000	238.000-245.000	L'altra és Sant Romà, amb carrers dedicats a les bons, herds i Escaldes en Gordany.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-007	4	762.000	766.000	762.000-766.000	Després hi havia un altre, que era la vinguda de la creu blanca d'escaldes,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Massana	pa-007	1	188.000	193.000	188.000-193.000	Seguida de la Massana, en Camp, Escaldes, en Gordany, endora la vella Canillo	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Massana	pa-007	2	221.000	226.000	221.000-226.000	que té carrers a l'Aldosa de Canillo, a la Massana i Escaldes, en Gordany.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-007	1	180.000	188.000	180.000-188.000	La paròpia amb més carrers sants, si ho podem dir així, és ordino, amb 7 carrers dedicats.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-007	1	193.000	197.000	193.000-197.000	i la darrera Sant Julià, que només s'entindria un.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-007	2	442.000	445.000	442.000-445.000	Quan parlem del doctor Palau, per exemple, de Sant Julià,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-007	3	455.000	458.000	455.000-458.000	que, com a fill predilecte de Sant Julià de l'Àrea,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-007	4	556.000	561.000	556.000-561.000	Us preguntareu també què fa Sant Julià?	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-007	5	752.000	755.000	752.000-755.000	El primer és el carrer Caballers de Sant Julià,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	andorrana	pa-007	1	498.000	502.000	498.000-502.000	i l'Ibna a la bandera Andorrana, amb lletra de Joan Doró.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-007	1	458.000	464.000	458.000-464.000	el comú l'Euredia li va dedicar un carrer l'any 1923,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	copríncep	pa-007	1	769.000	771.000	769.000-771.000	a vinguda copríncep de gol,	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
territorial	copríncep	pa-007	2	771.000	774.000	771.000-774.000	un anomenatge al nostre copríncep francès.	transcripcions/pa-007.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-008	1	669.000	673.000	669.000-673.000	Tot això no té res a veure amb el que tres anys abans,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	a veure	pa-008	2	699.000	702.000	699.000-702.000	Això no tenia res a veure amb la tradició del país de les falles.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	aleshores	pa-008	1	1316.000	1319.000	1316.000-1319.000	Aleshores va propiciar aquest retrobament,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	bueno	pa-008	1	970.000	973.000	970.000-973.000	doncs, bueno, eren considerats com uns aixelabrats,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-008	1	62.000	65.000	62.000-65.000	i a seguir de boix o bé amb una branca del mateix ves,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-008	2	248.000	253.000	248.000-253.000	I com ho descrivia Armet? Doncs d'aquesta manera. Escolteu bé.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-008	3	370.000	373.000	370.000-373.000	Ara bé, Biolani Simorra no ens aporta cap novetat	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-008	1	842.000	846.000	842.000-846.000	Clar, hem de pensar que els Fallares que 87 van començar a tornar a cremar	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	de fet	pa-008	1	800.000	804.000	800.000-804.000	embrotava el terra, de fet va haver-hi algun incident cremant algun tendal,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-008	1	375.000	379.000	375.000-379.000	Diguem que pràcticament la definició de les Falles d'Andorra	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	1	56.000	59.000	56.000-59.000	Doncs perquè el que fem als fallaires és la seva escorsa,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	2	144.000	147.000	144.000-147.000	Doncs veia i som, en el meu despatx,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	3	200.000	203.000	200.000-203.000	Doncs mireu, va ser un folclorista català,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	4	248.000	253.000	248.000-253.000	I com ho descrivia Armet? Doncs d'aquesta manera. Escolteu bé.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	5	342.000	345.000	342.000-345.000	Doncs un agnògraf pirinenc, Ramon Diolani Simorra,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	6	495.000	502.000	495.000-502.000	Amades i ens institueix doncs la música en què els nens cantaven el voltant de les fogueres.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	7	545.000	549.000	545.000-549.000	Doncs van desplaçar les fogueres a fora dels núcleos urbans,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-008	8	598.000	600.000	598.000-600.000	doncs perquè era el sant d'algú de la casa,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-008	1	891.000	894.000	891.000-894.000	basada en la llegenda, no?	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-008	2	1068.000	1071.000	1068.000-1071.000	quina cosa més inversamblant, no?,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	no?	pa-008	3	1111.000	1114.000	1111.000-1114.000	o fer planter, no?, és a dir,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-008	1	489.000	492.000	489.000-492.000	i que per tant en puguem disfrutar després de l'època de l'hivern	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-008	2	519.000	522.000	519.000-522.000	per tant hi ha un nou ordre socioeconòmic en el país.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-008	3	1055.000	1058.000	1055.000-1058.000	per tant, envasarem alguns punts i alguns anys molt concrets.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	1	56.000	59.000	56.000-59.000	Doncs perquè el que fem als fallaires és la seva escorsa,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	2	89.000	91.000	89.000-91.000	perquè avui en dia la nostra falla,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	3	100.000	103.000	100.000-103.000	Perquè aquest canvi de falla tradicional,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	4	216.000	219.000	216.000-219.000	Perquè així d'aquesta manera podia veure	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	5	466.000	470.000	466.000-470.000	Us dic la lletra perquè jo canto molt malament,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	6	531.000	536.000	531.000-536.000	perquè volen evitar qualsevol festivitat	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	7	598.000	600.000	598.000-600.000	doncs perquè era el sant d'algú de la casa,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-008	8	744.000	748.000	744.000-748.000	perquè és la etapa moderna de la Cremada de Falles,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-008	1	1111.000	1114.000	1111.000-1114.000	o fer planter, no?, és a dir,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	és a dir	pa-008	2	1226.000	1232.000	1226.000-1232.000	És a dir, que es coneix la tradició més enllà de les nostres fronteres,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-008	1	1008.000	1011.000	1008.000-1011.000	I el 2000, s'incorpora a Escaldes en Gordon.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-008	2	1011.000	1014.000	1011.000-1014.000	La gent d'Escaldes cremava dins del col·lectiu d'Andorra Vella,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-008	3	1310.000	1313.000	1310.000-1313.000	I en d'Orra la vella no s'havia de fer escaldes,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Escaldes	pa-008	4	1313.000	1316.000	1313.000-1316.000	ni escaldes s'havia de fer Sant Julià ni Sant Julià s'havia de fer en camp.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-008	1	1026.000	1031.000	1026.000-1031.000	en què sorgeix el col·lectiu Fallaire d'ordino,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-008	2	1031.000	1033.000	1031.000-1033.000	doncs eren quatre, i fins que s'incorpora ordino,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-008	3	1334.000	1339.000	1334.000-1339.000	també va propiciar que surgís aquest nou col·lectiu que us deia abans d'Ordino.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-008	1	994.000	996.000	994.000-996.000	El 97, Sant Julià de l'Òrea,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-008	2	1313.000	1316.000	1313.000-1316.000	ni escaldes s'havia de fer Sant Julià ni Sant Julià s'havia de fer en camp.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-008	3	1313.000	1316.000	1313.000-1316.000	ni escaldes s'havia de fer Sant Julià ni Sant Julià s'havia de fer en camp.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-008	1	635.000	640.000	635.000-640.000	En Pere Cantorri Montany era conseller de Cultura del Comú d'Andorra la Vella,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-008	2	644.000	647.000	644.000-647.000	que portava el col·lectiu d'activitats del Comú d'Andorra la Vella,	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
territorial	parròquia	pa-008	1	1017.000	1020.000	1017.000-1020.000	per fer la seva pròpia cremada a la seva parròquia.	transcripcions/pa-008.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-009	1	558.000	561.000	558.000-561.000	i són campanes que sonen molt bé.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	bé	pa-009	2	636.000	640.000	636.000-640.000	i el mossèn, des de peu de la torre, anava bé neint i anava pregant,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	clar	pa-009	1	100.000	105.000	100.000-105.000	i de pobles veïns, està clar, que hi havia el mestre campanè, el poble.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	diguem	pa-009	1	61.000	66.000	61.000-66.000	Que seria l'aliació perfecta, diguem-ne, per tenir una bona sonoritat.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	1	140.000	145.000	140.000-145.000	Doncs com podeu veure amb aquest esquema que tenim aquí al costat, tenim les parts de la campana.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	2	159.000	164.000	159.000-164.000	Doncs, pensant, hi ha la campana, a la part de dalt de tot, del cap de la campana,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	3	253.000	257.000	253.000-257.000	Doncs aquí en Dorre, les campanes religioses compleixen amb aquests dos usos,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	4	356.000	361.000	356.000-361.000	Doncs, com ara us comentava el campana de Sant Climent de Pal, també voldria fer un petit incís,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	5	629.000	633.000	629.000-633.000	Doncs quan es tenia constància que hi havia una tempesta,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	6	649.000	653.000	649.000-653.000	Doncs moltes vegades, la campana bárbara, que és la campana de les tempestes,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	7	682.000	687.000	682.000-687.000	Doncs són campanes barroques, són campanes profusament decorades, també.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	doncs	pa-009	8	717.000	722.000	717.000-722.000	Doncs les campanes de 1860 cap aquí serien ja campanes de funeria.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	evidentment	pa-009	1	948.000	951.000	948.000-951.000	l'hora depenia, evidentment, si era l'estiu o era l'hivern,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	llavors	pa-009	1	202.000	207.000	202.000-207.000	Llavors, la campana de la seu del consell General és de 1856	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-009	1	235.000	238.000	235.000-238.000	però dintre la mateixa campana també, o sigui, a la vora,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	o sigui	pa-009	2	413.000	421.000	413.000-421.000	Quan el mossèn consagra i converteix el cos i la sang de Crist, o sigui el pa i el vi, el cos i la sang de Crist,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-009	1	421.000	424.000	421.000-424.000	feien sonar aquella campana per tant anuncia tot el poble	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-009	2	427.000	431.000	427.000-431.000	Per tant, tots els habitants que estiguéssim a casa o estiguéssim al camp,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	per tant	pa-009	3	714.000	717.000	714.000-717.000	Per tant, si era per 10, havia de ser bo.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	1	350.000	356.000	350.000-356.000	perquè no hi ha exemplars com aquest i més, també ens conservats, com el que us parlo ara.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	2	495.000	502.000	495.000-502.000	Malauradament no hem pogut descriure, perquè pel desgast no hem pogut descriure qui la va fondre.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	3	643.000	645.000	643.000-645.000	Per què? Perquè vivien de la collita.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	4	689.000	691.000	689.000-691.000	perquè la tècnica ja ha avançat,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	5	812.000	815.000	812.000-815.000	perquè les campanes es matejaven amb una cerimònia molt bonica,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	6	920.000	923.000	920.000-923.000	Doncs avui en dia estem a punt d'extingir-nos perquè no fem falta,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
discurs	perquè	pa-009	7	983.000	985.000	983.000-985.000	Per què? Perquè el campanè volia lluir-se,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-009	1	207.000	211.000	207.000-211.000	i és per acudida, avui en dia encara, el conseller de més edat de la parròquia de Canillo,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Canillo	pa-009	2	508.000	513.000	508.000-513.000	És a la parròquia del de Sant Cerni de Canillo i data de 1486.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-009	1	575.000	579.000	575.000-579.000	i aquesta que us presento ara és la campana d'Ordino, una d'elles,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Ordino	pa-009	2	621.000	623.000	621.000-623.000	tal com podem veure, aquesta d'ordino,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-009	1	771.000	774.000	771.000-774.000	de Sant Julià de l'Òrea, de la parroquial de Sant Julià i Sant Germà,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-009	2	771.000	774.000	771.000-774.000	de Sant Julià de l'Òrea, de la parroquial de Sant Julià i Sant Germà,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	Sant Julià	pa-009	3	1054.000	1057.000	1054.000-1057.000	a Sant Julià de l'Orià, a Arimsal, tenim el toc a la Valenciana.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-009	1	13.000	20.000	13.000-20.000	Bon dia! Em dic Robert Lizarte i soc el coordinador de museus i tradicions del Comú d'Encamp.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-009	2	193.000	198.000	193.000-198.000	De tipus civils a casa nostra, només en tenim alguna amb una sala de consell de comú	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	comú	pa-009	3	211.000	215.000	211.000-215.000	cada vegada que es vol iniciar una sessió de consell de comú.	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
territorial	padrí	pa-009	1	810.000	812.000	810.000-812.000	qui era el desvegat d'esquena, el seu padrí,	transcripcions/pa-009.vtt	ASR temporal; pendent d'audicio
