origen	desti	relacio	pes	evidencia
pa-007	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-008	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-011	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-016	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-018	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-021	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-022	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-023	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-025	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-026	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-030	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-031	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-036	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-041	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-045	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-048	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-049	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-055	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-056	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-058	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-060	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-061	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-063	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-064	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-065	trait-a-veure	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-014	trait-aviam	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-020	trait-aviam	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-049	trait-aviam	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-004	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-005	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-006	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-007	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-008	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-009	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-010	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-011	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-012	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-013	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-014	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-015	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-016	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-017	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-018	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-019	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-021	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-025	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-026	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-027	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-028	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-029	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-032	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-033	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-035	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-036	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-037	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-038	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-039	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-040	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-041	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-043	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-045	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-046	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-055	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-056	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-057	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-058	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-059	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-060	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-061	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-062	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-063	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-064	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-065	trait-doncs	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-004	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-006	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-007	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-008	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-009	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-010	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-011	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-012	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-013	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-014	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-015	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-016	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-017	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-018	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-019	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-020	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-021	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-022	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-023	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-025	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-026	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-027	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-028	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-029	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-030	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-031	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-032	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-033	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-035	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-036	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-037	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-038	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-039	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-040	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-041	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-042	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-045	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-046	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-048	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-049	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-053	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-054	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-055	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-056	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-057	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-058	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-059	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-060	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-061	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-062	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-063	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-064	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-065	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-066	trait-perque	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-016	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-017	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-018	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-019	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-020	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-023	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-026	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-029	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-036	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-038	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-048	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-049	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-055	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-057	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-058	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-059	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-060	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-061	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-063	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-066	trait-a-nivell	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-017	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-020	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-029	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-056	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-059	trait-tirar-endavant	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-022	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-025	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-026	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-034	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-038	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
pa-055	trait-reformeta	usa	1	consens textual entre dos ASR; revisió auditiva pendent
