id_a	id_b	n_formes_compartides	formes	estat
spk-008	spk-026	12	Canillo,Sant Julià,a nivell,a veure,bueno,bé,de fet,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-027	8	Canillo,bueno,bé,diguem,doncs,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-028	10	Canillo,Sant Julià,a nivell,a veure,bueno,bé,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-029	5	bé,de fet,doncs,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-030	9	Canillo,aleshores,bueno,bé,diguem,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-031	10	Canillo,a veure,aleshores,bueno,bé,doncs,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-032	4	bueno,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-033	9	Canillo,a veure,aleshores,bueno,bé,de fet,doncs,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-034	7	a veure,bueno,bé,doncs,parròquia,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-035	11	Sant Julià,a nivell,a veure,bueno,bé,de fet,doncs,llavors,parròquia,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-036	6	Canillo,Sant Julià,bé,doncs,llavors,parròquia	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-037	11	Canillo,a nivell,a veure,bueno,bé,diguem,doncs,llavors,parròquia,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-038	8	a veure,bueno,bé,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-039	13	Canillo,Sant Julià,a nivell,a veure,bueno,bé,diguem,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-040	10	a veure,bueno,bé,de fet,diguem,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-041	9	Canillo,bueno,bé,diguem,doncs,llavors,parròquia,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-042	12	Canillo,a nivell,a veure,aleshores,bueno,bé,de fet,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-043	9	Sant Julià,a nivell,bueno,bé,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-044	12	Canillo,a nivell,a veure,bueno,bé,de fet,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-045	8	a nivell,a veure,bueno,bé,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-046	8	a nivell,bueno,bé,diguem,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-047	3	bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-048	11	Canillo,Sant Julià,a nivell,a veure,bueno,bé,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-049	7	bueno,bé,de fet,diguem,doncs,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-050	8	Canillo,Sant Julià,bé,diguem,doncs,llavors,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-051	12	Canillo,a nivell,a veure,bueno,bé,diguem,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-052	3	bueno,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-053	8	a nivell,aleshores,bueno,bé,de fet,diguem,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-054	9	a nivell,a veure,aleshores,bueno,bé,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-055	4	bé,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-056	5	bé,doncs,llavors,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-057	9	Sant Julià,a veure,aleshores,bé,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-058	6	Sant Julià,a veure,bueno,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-059	6	bé,de fet,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-008	spk-060	6	a veure,aleshores,bé,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-010	8	a nivell,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-011	6	Escaldes,a nivell,bé,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-012	8	a nivell,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-014	6	bé,clar,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-015	10	bé,clar,de fet,diguem,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-016	9	Escaldes,bé,clar,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-017	5	bé,de fet,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-018	8	Escaldes,a nivell,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-019	7	Escaldes,bé,de fet,doncs,parròquia,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-020	9	a nivell,bé,clar,de fet,diguem,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-021	7	a nivell,bé,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-022	7	a nivell,bé,clar,diguem,doncs,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-024	10	Escaldes,bé,clar,de fet,diguem,doncs,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-025	6	bé,clar,diguem,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-026	10	Escaldes,a nivell,bé,clar,de fet,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-027	7	bé,clar,diguem,doncs,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-028	8	Escaldes,a nivell,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-029	5	bé,de fet,doncs,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-030	7	bé,clar,diguem,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-031	7	bé,clar,doncs,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-032	4	clar,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-033	6	bé,clar,de fet,doncs,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-034	7	Escaldes,bé,clar,doncs,parròquia,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-035	10	Escaldes,a nivell,bé,clar,de fet,doncs,llavors,parròquia,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-036	6	Escaldes,bé,clar,doncs,llavors,parròquia	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-037	10	Escaldes,a nivell,bé,clar,diguem,doncs,llavors,parròquia,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-038	7	bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-039	11	Escaldes,a nivell,bé,clar,diguem,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-040	9	bé,clar,de fet,diguem,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-041	8	bé,clar,diguem,doncs,llavors,parròquia,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-042	9	a nivell,bé,clar,de fet,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-043	9	Escaldes,a nivell,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-044	10	a nivell,bé,clar,de fet,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-045	7	a nivell,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-046	8	a nivell,bé,clar,diguem,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-047	4	Escaldes,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-048	9	Escaldes,a nivell,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-049	7	bé,clar,de fet,diguem,doncs,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-050	7	bé,clar,diguem,doncs,llavors,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-051	10	a nivell,bé,clar,diguem,doncs,llavors,parròquia,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-052	3	clar,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-053	7	a nivell,bé,clar,de fet,diguem,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-054	7	a nivell,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-055	5	Escaldes,bé,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-056	5	bé,doncs,llavors,parròquia,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-057	8	Escaldes,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-058	4	Escaldes,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-059	8	Escaldes,bé,clar,de fet,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-009	spk-060	5	bé,clar,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-011	6	a nivell,bueno,bé,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-012	12	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-013	3	clar,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-014	9	a veure,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-015	10	bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-016	12	a veure,aleshores,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-017	7	a veure,aleshores,bé,doncs,no?,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-018	13	a nivell,a veure,aleshores,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,santuari,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-019	5	bé,doncs,no?,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-020	12	a nivell,a veure,andorrana,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-021	12	a nivell,a veure,aleshores,bueno,bé,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-022	8	a nivell,bueno,bé,clar,doncs,no?,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-023	3	bueno,doncs,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-024	11	a veure,aleshores,bueno,bé,clar,doncs,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-025	7	bueno,bé,clar,doncs,no?,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-026	10	a nivell,a veure,bueno,bé,clar,llavors,no?,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-027	9	bueno,bé,clar,doncs,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-028	9	a nivell,a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-029	4	bé,doncs,o sigui,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-030	10	aleshores,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-031	10	a veure,aleshores,bueno,bé,clar,doncs,no?,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-032	4	bueno,clar,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-033	8	a veure,aleshores,bueno,bé,clar,doncs,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-034	7	a veure,bueno,bé,clar,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-035	11	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-036	5	bé,clar,doncs,llavors,o sigui	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-037	11	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-038	9	a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-039	12	a nivell,a veure,andorrana,bueno,bé,clar,doncs,llavors,no?,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-040	11	a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-041	7	bueno,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-042	13	a nivell,a veure,aleshores,bueno,bé,clar,doncs,llavors,o sigui,perquè,santuari,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-043	10	a nivell,bueno,bé,clar,doncs,llavors,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-044	12	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-045	11	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-046	9	a nivell,bueno,bé,clar,doncs,llavors,no?,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-047	3	bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-048	12	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-049	7	bueno,bé,clar,doncs,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-050	7	bé,clar,doncs,llavors,o sigui,perquè,santuari	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-051	12	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-052	4	bueno,clar,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-053	8	a nivell,aleshores,andorrana,bueno,bé,clar,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-054	12	a nivell,a veure,aleshores,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-055	4	bé,doncs,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-056	5	bé,doncs,llavors,o sigui,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-057	10	a veure,aleshores,bé,clar,doncs,llavors,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-058	5	a veure,bueno,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-059	6	bé,clar,doncs,llavors,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-010	spk-060	8	a veure,aleshores,bé,clar,llavors,no?,o sigui,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-012	6	a nivell,bueno,bé,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-013	3	Sant Julià,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-014	6	bé,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-015	8	bueno,bé,de fet,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-016	9	Escaldes,Sant Julià,bueno,bé,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-017	6	bé,de fet,evidentment,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-018	8	Escaldes,a nivell,bueno,bé,evidentment,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-019	9	Escaldes,Sant Julià,aiguats,bé,de fet,evidentment,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-020	7	a nivell,bueno,bé,de fet,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-021	7	a nivell,bueno,bé,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-022	7	Sant Julià,a nivell,bueno,bé,evidentment,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-024	9	Escaldes,Sant Julià,bueno,bé,de fet,evidentment,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-025	7	Sant Julià,bueno,bé,evidentment,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-026	11	Escaldes,Sant Julià,a nivell,bueno,bé,de fet,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-027	6	bueno,bé,evidentment,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-028	9	Escaldes,Sant Julià,a nivell,bueno,bé,evidentment,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-029	4	bé,de fet,evidentment,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-030	6	bueno,bé,evidentment,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-031	5	bueno,bé,evidentment,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-032	4	bueno,de fet,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-033	4	bueno,bé,de fet,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-034	5	Escaldes,bueno,bé,evidentment,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-035	11	Escaldes,Sant Julià,a nivell,bueno,bé,de fet,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-036	5	Escaldes,Sant Julià,bé,llavors,per tant	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-037	7	Escaldes,a nivell,bueno,bé,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-038	6	bueno,bé,evidentment,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-039	8	Escaldes,Sant Julià,a nivell,bueno,bé,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-040	7	bueno,bé,de fet,evidentment,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-041	4	bueno,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-042	7	a nivell,bueno,bé,de fet,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-043	9	Escaldes,Sant Julià,a nivell,bueno,bé,evidentment,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-044	9	a nivell,bueno,bé,de fet,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-045	7	a nivell,bueno,bé,evidentment,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-046	8	a nivell,bueno,bé,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-047	4	Escaldes,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-048	10	Escaldes,Sant Julià,a nivell,bueno,bé,evidentment,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-049	6	bueno,bé,de fet,llavors,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-050	6	Sant Julià,bé,evidentment,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-051	7	a nivell,bueno,bé,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-052	3	bueno,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-053	6	a nivell,bueno,bé,de fet,evidentment,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-054	7	a nivell,bueno,bé,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-055	5	Escaldes,bé,evidentment,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-056	3	bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-057	6	Escaldes,Sant Julià,bé,evidentment,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-058	6	Escaldes,Sant Julià,bueno,bé,llavors,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-059	6	Escaldes,bé,de fet,llavors,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-011	spk-060	6	bé,de fet,llavors,no?,per tant,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-013	3	clar,no?,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-014	10	a veure,bé,clar,doncs,llavors,no?,o sigui,perquè,veguer,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-015	11	bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,veguer,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-016	11	a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-017	6	a veure,bé,doncs,no?,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-018	11	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-019	5	bé,doncs,no?,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-020	11	a nivell,a veure,bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-021	11	a nivell,a veure,bueno,bé,doncs,llavors,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-022	8	a nivell,bueno,bé,clar,doncs,no?,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-023	3	bueno,doncs,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-024	11	a veure,bueno,bé,clar,doncs,no?,o sigui,perquè,veguer,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-025	7	bueno,bé,clar,doncs,no?,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-026	11	a nivell,a veure,bueno,bé,clar,llavors,no?,perquè,veguer,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-027	9	bueno,bé,clar,doncs,no?,o sigui,perquè,vull dir,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-028	9	a nivell,a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-029	4	bé,doncs,o sigui,perquè	matriu ASR completa; semblança textual provisional; pendent d'audició
spk-012	spk-030	9	bueno,bé,clar,doncs,llavors,no?,o sigui,perquè,és a dir	matriu ASR completa; semblança textual provisional; pendent d'audició
