id_persona	forma	recompte_token_small	estat
pa-028	de fet	1	tokenització small; pendent d'audició
pa-028	diguem	0	tokenització small; pendent d'audició
pa-028	doncs	1	tokenització small; pendent d'audició
pa-028	ensenyança	0	tokenització small; pendent d'audició
pa-028	evidentment	0	tokenització small; pendent d'audició
pa-028	llavors	1	tokenització small; pendent d'audició
pa-028	o sigui	0	tokenització small; pendent d'audició
pa-028	perquè	0	tokenització small; pendent d'audició
pa-028	reformeta	0	tokenització small; pendent d'audició
pa-028	tirar endavant	0	tokenització small; pendent d'audició
pa-028	vull dir	0	tokenització small; pendent d'audició
pa-028	és a dir	0	tokenització small; pendent d'audició
pa-029	a nivell	1	tokenització small; pendent d'audició
pa-029	a veure	0	tokenització small; pendent d'audició
pa-029	aleshores	0	tokenització small; pendent d'audició
pa-029	aviam	0	tokenització small; pendent d'audició
pa-029	bueno	0	tokenització small; pendent d'audició
pa-029	bé	0	tokenització small; pendent d'audició
pa-029	clar	0	tokenització small; pendent d'audició
pa-029	crec	0	tokenització small; pendent d'audició
pa-029	de fet	0	tokenització small; pendent d'audició
pa-029	diguem	0	tokenització small; pendent d'audició
pa-029	doncs	0	tokenització small; pendent d'audició
pa-029	ensenyança	0	tokenització small; pendent d'audició
pa-029	evidentment	0	tokenització small; pendent d'audició
pa-029	llavors	0	tokenització small; pendent d'audició
pa-029	o sigui	1	tokenització small; pendent d'audició
pa-029	perquè	0	tokenització small; pendent d'audició
pa-029	reformeta	0	tokenització small; pendent d'audició
pa-029	tirar endavant	1	tokenització small; pendent d'audició
pa-029	vull dir	0	tokenització small; pendent d'audició
pa-029	és a dir	0	tokenització small; pendent d'audició
pa-030	a nivell	0	tokenització small; pendent d'audició
pa-030	a veure	1	tokenització small; pendent d'audició
pa-030	aleshores	1	tokenització small; pendent d'audició
pa-030	aviam	0	tokenització small; pendent d'audició
pa-030	bueno	1	tokenització small; pendent d'audició
pa-030	bé	0	tokenització small; pendent d'audició
pa-030	clar	0	tokenització small; pendent d'audició
pa-030	crec	1	tokenització small; pendent d'audició
pa-030	de fet	0	tokenització small; pendent d'audició
pa-030	diguem	0	tokenització small; pendent d'audició
pa-030	doncs	1	tokenització small; pendent d'audició
pa-030	ensenyança	0	tokenització small; pendent d'audició
pa-030	evidentment	1	tokenització small; pendent d'audició
pa-030	llavors	1	tokenització small; pendent d'audició
pa-030	o sigui	1	tokenització small; pendent d'audició
pa-030	perquè	0	tokenització small; pendent d'audició
pa-030	reformeta	0	tokenització small; pendent d'audició
pa-030	tirar endavant	1	tokenització small; pendent d'audició
pa-030	vull dir	1	tokenització small; pendent d'audició
pa-030	és a dir	1	tokenització small; pendent d'audició
pa-031	a nivell	0	tokenització small; pendent d'audició
pa-031	a veure	1	tokenització small; pendent d'audició
pa-031	aleshores	1	tokenització small; pendent d'audició
pa-031	aviam	0	tokenització small; pendent d'audició
pa-031	bueno	0	tokenització small; pendent d'audició
pa-031	bé	0	tokenització small; pendent d'audició
pa-031	clar	1	tokenització small; pendent d'audició
pa-031	crec	1	tokenització small; pendent d'audició
pa-031	de fet	1	tokenització small; pendent d'audició
pa-031	diguem	0	tokenització small; pendent d'audició
pa-031	doncs	1	tokenització small; pendent d'audició
pa-031	ensenyança	0	tokenització small; pendent d'audició
pa-031	evidentment	0	tokenització small; pendent d'audició
pa-031	llavors	0	tokenització small; pendent d'audició
pa-031	o sigui	0	tokenització small; pendent d'audició
pa-031	perquè	1	tokenització small; pendent d'audició
pa-031	reformeta	0	tokenització small; pendent d'audició
pa-031	tirar endavant	1	tokenització small; pendent d'audició
pa-031	vull dir	0	tokenització small; pendent d'audició
pa-031	és a dir	0	tokenització small; pendent d'audició
pa-032	a nivell	0	tokenització small; pendent d'audició
pa-032	a veure	0	tokenització small; pendent d'audició
pa-032	aleshores	1	tokenització small; pendent d'audició
pa-032	aviam	0	tokenització small; pendent d'audició
pa-032	bueno	1	tokenització small; pendent d'audició
pa-032	bé	1	tokenització small; pendent d'audició
pa-032	clar	1	tokenització small; pendent d'audició
pa-032	crec	0	tokenització small; pendent d'audició
pa-032	de fet	0	tokenització small; pendent d'audició
pa-032	diguem	0	tokenització small; pendent d'audició
pa-032	doncs	1	tokenització small; pendent d'audició
pa-032	ensenyança	0	tokenització small; pendent d'audició
pa-032	evidentment	0	tokenització small; pendent d'audició
pa-032	llavors	0	tokenització small; pendent d'audició
pa-032	o sigui	0	tokenització small; pendent d'audició
pa-032	perquè	1	tokenització small; pendent d'audició
pa-032	reformeta	0	tokenització small; pendent d'audició
pa-032	tirar endavant	0	tokenització small; pendent d'audició
pa-032	vull dir	1	tokenització small; pendent d'audició
pa-032	és a dir	0	tokenització small; pendent d'audició
pa-033	a nivell	0	tokenització small; pendent d'audició
pa-033	a veure	0	tokenització small; pendent d'audició
pa-033	aleshores	0	tokenització small; pendent d'audició
pa-033	aviam	0	tokenització small; pendent d'audició
pa-033	bueno	0	tokenització small; pendent d'audició
pa-033	bé	2	tokenització small; pendent d'audició
pa-033	clar	1	tokenització small; pendent d'audició
pa-033	crec	0	tokenització small; pendent d'audició
pa-033	de fet	1	tokenització small; pendent d'audició
pa-033	diguem	1	tokenització small; pendent d'audició
pa-033	doncs	0	tokenització small; pendent d'audició
pa-033	ensenyança	0	tokenització small; pendent d'audició
pa-033	evidentment	0	tokenització small; pendent d'audició
pa-033	llavors	1	tokenització small; pendent d'audició
pa-033	o sigui	0	tokenització small; pendent d'audició
pa-033	perquè	1	tokenització small; pendent d'audició
pa-033	reformeta	0	tokenització small; pendent d'audició
pa-033	tirar endavant	1	tokenització small; pendent d'audició
pa-033	vull dir	1	tokenització small; pendent d'audició
pa-033	és a dir	2	tokenització small; pendent d'audició
pa-034	a nivell	1	tokenització small; pendent d'audició
pa-034	a veure	1	tokenització small; pendent d'audició
pa-034	aleshores	0	tokenització small; pendent d'audició
pa-034	aviam	0	tokenització small; pendent d'audició
pa-034	bueno	0	tokenització small; pendent d'audició
pa-034	bé	1	tokenització small; pendent d'audició
pa-034	clar	0	tokenització small; pendent d'audició
pa-034	crec	1	tokenització small; pendent d'audició
pa-034	de fet	0	tokenització small; pendent d'audició
pa-034	diguem	1	tokenització small; pendent d'audició
pa-034	doncs	0	tokenització small; pendent d'audició
pa-034	ensenyança	0	tokenització small; pendent d'audició
pa-034	evidentment	0	tokenització small; pendent d'audició
pa-034	llavors	0	tokenització small; pendent d'audició
pa-034	o sigui	0	tokenització small; pendent d'audició
pa-034	perquè	0	tokenització small; pendent d'audició
pa-034	reformeta	1	tokenització small; pendent d'audició
pa-034	tirar endavant	1	tokenització small; pendent d'audició
pa-034	vull dir	0	tokenització small; pendent d'audició
pa-034	és a dir	1	tokenització small; pendent d'audició
pa-035	a nivell	0	tokenització small; pendent d'audició
pa-035	a veure	0	tokenització small; pendent d'audició
pa-035	aleshores	0	tokenització small; pendent d'audició
pa-035	aviam	0	tokenització small; pendent d'audició
pa-035	bueno	0	tokenització small; pendent d'audició
pa-035	bé	0	tokenització small; pendent d'audició
pa-035	clar	0	tokenització small; pendent d'audició
pa-035	crec	1	tokenització small; pendent d'audició
pa-035	de fet	0	tokenització small; pendent d'audició
pa-035	diguem	0	tokenització small; pendent d'audició
pa-035	doncs	1	tokenització small; pendent d'audició
pa-035	ensenyança	0	tokenització small; pendent d'audició
pa-035	evidentment	0	tokenització small; pendent d'audició
pa-035	llavors	0	tokenització small; pendent d'audició
pa-035	o sigui	0	tokenització small; pendent d'audició
pa-035	perquè	1	tokenització small; pendent d'audició
pa-035	reformeta	0	tokenització small; pendent d'audició
pa-035	tirar endavant	0	tokenització small; pendent d'audició
pa-035	vull dir	0	tokenització small; pendent d'audició
pa-035	és a dir	1	tokenització small; pendent d'audició
pa-036	a nivell	1	tokenització small; pendent d'audició
pa-036	a veure	1	tokenització small; pendent d'audició
pa-036	aleshores	0	tokenització small; pendent d'audició
pa-036	aviam	0	tokenització small; pendent d'audició
pa-036	bueno	0	tokenització small; pendent d'audició
pa-036	bé	1	tokenització small; pendent d'audició
pa-036	clar	1	tokenització small; pendent d'audició
pa-036	crec	0	tokenització small; pendent d'audició
pa-036	de fet	0	tokenització small; pendent d'audició
pa-036	diguem	0	tokenització small; pendent d'audició
pa-036	doncs	1	tokenització small; pendent d'audició
pa-036	ensenyança	0	tokenització small; pendent d'audició
pa-036	evidentment	1	tokenització small; pendent d'audició
pa-036	llavors	0	tokenització small; pendent d'audició
pa-036	o sigui	0	tokenització small; pendent d'audició
pa-036	perquè	1	tokenització small; pendent d'audició
pa-036	reformeta	0	tokenització small; pendent d'audició
pa-036	tirar endavant	0	tokenització small; pendent d'audició
pa-036	vull dir	1	tokenització small; pendent d'audició
pa-036	és a dir	0	tokenització small; pendent d'audició
pa-037	a nivell	0	tokenització small; pendent d'audició
pa-037	a veure	0	tokenització small; pendent d'audició
pa-037	aleshores	0	tokenització small; pendent d'audició
pa-037	aviam	0	tokenització small; pendent d'audició
pa-037	bueno	1	tokenització small; pendent d'audició
pa-037	bé	5	tokenització small; pendent d'audició
pa-037	clar	1	tokenització small; pendent d'audició
pa-037	crec	1	tokenització small; pendent d'audició
pa-037	de fet	0	tokenització small; pendent d'audició
pa-037	diguem	0	tokenització small; pendent d'audició
pa-037	doncs	1	tokenització small; pendent d'audició
pa-037	ensenyança	0	tokenització small; pendent d'audició
pa-037	evidentment	0	tokenització small; pendent d'audició
pa-037	llavors	1	tokenització small; pendent d'audició
pa-037	o sigui	0	tokenització small; pendent d'audició
pa-037	perquè	1	tokenització small; pendent d'audició
pa-037	reformeta	0	tokenització small; pendent d'audició
pa-037	tirar endavant	0	tokenització small; pendent d'audició
pa-037	vull dir	1	tokenització small; pendent d'audició
pa-037	és a dir	0	tokenització small; pendent d'audició
pa-038	a nivell	1	tokenització small; pendent d'audició
pa-038	a veure	0	tokenització small; pendent d'audició
pa-038	aleshores	0	tokenització small; pendent d'audició
pa-038	aviam	0	tokenització small; pendent d'audició
pa-038	bueno	1	tokenització small; pendent d'audició
pa-038	bé	1	tokenització small; pendent d'audició
pa-038	clar	1	tokenització small; pendent d'audició
pa-038	crec	1	tokenització small; pendent d'audició
pa-038	de fet	0	tokenització small; pendent d'audició
pa-038	diguem	0	tokenització small; pendent d'audició
pa-038	doncs	1	tokenització small; pendent d'audició
pa-038	ensenyança	0	tokenització small; pendent d'audició
pa-038	evidentment	0	tokenització small; pendent d'audició
pa-038	llavors	1	tokenització small; pendent d'audició
pa-038	o sigui	1	tokenització small; pendent d'audició
pa-038	perquè	1	tokenització small; pendent d'audició
pa-038	reformeta	1	tokenització small; pendent d'audició
pa-038	tirar endavant	0	tokenització small; pendent d'audició
pa-038	vull dir	1	tokenització small; pendent d'audició
pa-038	és a dir	0	tokenització small; pendent d'audició
pa-039	a nivell	0	tokenització small; pendent d'audició
pa-039	a veure	0	tokenització small; pendent d'audició
pa-039	aleshores	0	tokenització small; pendent d'audició
pa-039	aviam	0	tokenització small; pendent d'audició
pa-039	bueno	0	tokenització small; pendent d'audició
pa-039	bé	1	tokenització small; pendent d'audició
pa-039	clar	0	tokenització small; pendent d'audició
pa-039	crec	1	tokenització small; pendent d'audició
pa-039	de fet	0	tokenització small; pendent d'audició
pa-039	diguem	0	tokenització small; pendent d'audició
pa-039	doncs	0	tokenització small; pendent d'audició
pa-039	ensenyança	0	tokenització small; pendent d'audició
pa-039	evidentment	1	tokenització small; pendent d'audició
pa-039	llavors	0	tokenització small; pendent d'audició
pa-039	o sigui	0	tokenització small; pendent d'audició
pa-039	perquè	1	tokenització small; pendent d'audició
pa-039	reformeta	0	tokenització small; pendent d'audició
pa-039	tirar endavant	0	tokenització small; pendent d'audició
pa-039	vull dir	0	tokenització small; pendent d'audició
pa-039	és a dir	0	tokenització small; pendent d'audició
pa-040	a nivell	0	tokenització small; pendent d'audició
pa-040	a veure	0	tokenització small; pendent d'audició
pa-040	aleshores	0	tokenització small; pendent d'audició
pa-040	aviam	0	tokenització small; pendent d'audició
pa-040	bueno	0	tokenització small; pendent d'audició
pa-040	bé	0	tokenització small; pendent d'audició
pa-040	clar	0	tokenització small; pendent d'audició
pa-040	crec	1	tokenització small; pendent d'audició
pa-040	de fet	1	tokenització small; pendent d'audició
pa-040	diguem	0	tokenització small; pendent d'audició
pa-040	doncs	0	tokenització small; pendent d'audició
pa-040	ensenyança	0	tokenització small; pendent d'audició
pa-040	evidentment	1	tokenització small; pendent d'audició
pa-040	llavors	0	tokenització small; pendent d'audició
pa-040	o sigui	0	tokenització small; pendent d'audició
pa-040	perquè	1	tokenització small; pendent d'audició
pa-040	reformeta	0	tokenització small; pendent d'audició
pa-040	tirar endavant	0	tokenització small; pendent d'audició
pa-040	vull dir	0	tokenització small; pendent d'audició
pa-040	és a dir	0	tokenització small; pendent d'audició
pa-041	a nivell	0	tokenització small; pendent d'audició
pa-041	a veure	1	tokenització small; pendent d'audició
pa-041	aleshores	0	tokenització small; pendent d'audició
pa-041	aviam	0	tokenització small; pendent d'audició
pa-041	bueno	1	tokenització small; pendent d'audició
pa-041	bé	1	tokenització small; pendent d'audició
pa-041	clar	1	tokenització small; pendent d'audició
pa-041	crec	1	tokenització small; pendent d'audició
pa-041	de fet	0	tokenització small; pendent d'audició
pa-041	diguem	0	tokenització small; pendent d'audició
pa-041	doncs	0	tokenització small; pendent d'audició
pa-041	ensenyança	1	tokenització small; pendent d'audició
pa-041	evidentment	1	tokenització small; pendent d'audició
pa-041	llavors	0	tokenització small; pendent d'audició
pa-041	o sigui	0	tokenització small; pendent d'audició
pa-041	perquè	1	tokenització small; pendent d'audició
pa-041	reformeta	0	tokenització small; pendent d'audició
pa-041	tirar endavant	1	tokenització small; pendent d'audició
pa-041	vull dir	1	tokenització small; pendent d'audició
pa-041	és a dir	0	tokenització small; pendent d'audició
pa-042	a nivell	0	tokenització small; pendent d'audició
pa-042	a veure	0	tokenització small; pendent d'audició
pa-042	aleshores	0	tokenització small; pendent d'audició
pa-042	aviam	0	tokenització small; pendent d'audició
pa-042	bueno	0	tokenització small; pendent d'audició
pa-042	bé	0	tokenització small; pendent d'audició
pa-042	clar	0	tokenització small; pendent d'audició
pa-042	crec	0	tokenització small; pendent d'audició
pa-042	de fet	0	tokenització small; pendent d'audició
pa-042	diguem	0	tokenització small; pendent d'audició
pa-042	doncs	0	tokenització small; pendent d'audició
pa-042	ensenyança	0	tokenització small; pendent d'audició
pa-042	evidentment	0	tokenització small; pendent d'audició
pa-042	llavors	0	tokenització small; pendent d'audició
pa-042	o sigui	0	tokenització small; pendent d'audició
pa-042	perquè	1	tokenització small; pendent d'audició
pa-042	reformeta	0	tokenització small; pendent d'audició
pa-042	tirar endavant	0	tokenització small; pendent d'audició
pa-042	vull dir	0	tokenització small; pendent d'audició
pa-042	és a dir	0	tokenització small; pendent d'audició
pa-043	a nivell	0	tokenització small; pendent d'audició
pa-043	a veure	0	tokenització small; pendent d'audició
pa-043	aleshores	0	tokenització small; pendent d'audició
pa-043	aviam	0	tokenització small; pendent d'audició
pa-043	bueno	1	tokenització small; pendent d'audició
pa-043	bé	0	tokenització small; pendent d'audició
pa-043	clar	0	tokenització small; pendent d'audició
pa-043	crec	1	tokenització small; pendent d'audició
pa-043	de fet	0	tokenització small; pendent d'audició
pa-043	diguem	0	tokenització small; pendent d'audició
pa-043	doncs	0	tokenització small; pendent d'audició
pa-043	ensenyança	0	tokenització small; pendent d'audició
pa-043	evidentment	0	tokenització small; pendent d'audició
pa-043	llavors	0	tokenització small; pendent d'audició
pa-043	o sigui	0	tokenització small; pendent d'audició
pa-043	perquè	0	tokenització small; pendent d'audició
pa-043	reformeta	0	tokenització small; pendent d'audició
pa-043	tirar endavant	0	tokenització small; pendent d'audició
pa-043	vull dir	0	tokenització small; pendent d'audició
pa-043	és a dir	1	tokenització small; pendent d'audició
pa-044	a nivell	0	tokenització small; pendent d'audició
pa-044	a veure	0	tokenització small; pendent d'audició
pa-044	aleshores	0	tokenització small; pendent d'audició
pa-044	aviam	0	tokenització small; pendent d'audició
pa-044	bueno	0	tokenització small; pendent d'audició
pa-044	bé	0	tokenització small; pendent d'audició
pa-044	clar	0	tokenització small; pendent d'audició
pa-044	crec	0	tokenització small; pendent d'audició
pa-044	de fet	0	tokenització small; pendent d'audició
pa-044	diguem	0	tokenització small; pendent d'audició
pa-044	doncs	0	tokenització small; pendent d'audició
pa-044	ensenyança	0	tokenització small; pendent d'audició
pa-044	evidentment	0	tokenització small; pendent d'audició
pa-044	llavors	0	tokenització small; pendent d'audició
pa-044	o sigui	0	tokenització small; pendent d'audició
pa-044	perquè	0	tokenització small; pendent d'audició
pa-044	reformeta	0	tokenització small; pendent d'audició
pa-044	tirar endavant	0	tokenització small; pendent d'audició
pa-044	vull dir	0	tokenització small; pendent d'audició
pa-044	és a dir	0	tokenització small; pendent d'audició
pa-045	a nivell	1	tokenització small; pendent d'audició
pa-045	a veure	1	tokenització small; pendent d'audició
pa-045	aleshores	0	tokenització small; pendent d'audició
pa-045	aviam	0	tokenització small; pendent d'audició
pa-045	bueno	0	tokenització small; pendent d'audició
pa-045	bé	1	tokenització small; pendent d'audició
pa-045	clar	2	tokenització small; pendent d'audició
pa-045	crec	0	tokenització small; pendent d'audició
pa-045	de fet	0	tokenització small; pendent d'audició
pa-045	diguem	0	tokenització small; pendent d'audició
pa-045	doncs	1	tokenització small; pendent d'audició
pa-045	ensenyança	0	tokenització small; pendent d'audició
pa-045	evidentment	1	tokenització small; pendent d'audició
pa-045	llavors	1	tokenització small; pendent d'audició
pa-045	o sigui	1	tokenització small; pendent d'audició
pa-045	perquè	1	tokenització small; pendent d'audició
pa-045	reformeta	0	tokenització small; pendent d'audició
pa-045	tirar endavant	0	tokenització small; pendent d'audició
pa-045	vull dir	0	tokenització small; pendent d'audició
pa-045	és a dir	0	tokenització small; pendent d'audició
pa-046	a nivell	0	tokenització small; pendent d'audició
pa-046	a veure	0	tokenització small; pendent d'audició
pa-046	aleshores	1	tokenització small; pendent d'audició
pa-046	aviam	0	tokenització small; pendent d'audició
pa-046	bueno	0	tokenització small; pendent d'audició
pa-046	bé	1	tokenització small; pendent d'audició
pa-046	clar	0	tokenització small; pendent d'audició
pa-046	crec	0	tokenització small; pendent d'audició
pa-046	de fet	0	tokenització small; pendent d'audició
pa-046	diguem	1	tokenització small; pendent d'audició
pa-046	doncs	1	tokenització small; pendent d'audició
pa-046	ensenyança	0	tokenització small; pendent d'audició
pa-046	evidentment	0	tokenització small; pendent d'audició
pa-046	llavors	1	tokenització small; pendent d'audició
pa-046	o sigui	0	tokenització small; pendent d'audició
pa-046	perquè	0	tokenització small; pendent d'audició
pa-046	reformeta	0	tokenització small; pendent d'audició
pa-046	tirar endavant	0	tokenització small; pendent d'audició
pa-046	vull dir	0	tokenització small; pendent d'audició
pa-046	és a dir	1	tokenització small; pendent d'audició
pa-047	a nivell	0	tokenització small; pendent d'audició
pa-047	a veure	0	tokenització small; pendent d'audició
pa-047	aleshores	0	tokenització small; pendent d'audició
pa-047	aviam	0	tokenització small; pendent d'audició
pa-047	bueno	0	tokenització small; pendent d'audició
pa-047	bé	0	tokenització small; pendent d'audició
pa-047	clar	0	tokenització small; pendent d'audició
pa-047	crec	0	tokenització small; pendent d'audició
pa-047	de fet	0	tokenització small; pendent d'audició
pa-047	diguem	0	tokenització small; pendent d'audició
pa-047	doncs	0	tokenització small; pendent d'audició
pa-047	ensenyança	0	tokenització small; pendent d'audició
pa-047	evidentment	0	tokenització small; pendent d'audició
pa-047	llavors	0	tokenització small; pendent d'audició
pa-047	o sigui	0	tokenització small; pendent d'audició
pa-047	perquè	0	tokenització small; pendent d'audició
pa-047	reformeta	0	tokenització small; pendent d'audició
pa-047	tirar endavant	0	tokenització small; pendent d'audició
pa-047	vull dir	0	tokenització small; pendent d'audició
pa-047	és a dir	0	tokenització small; pendent d'audició
pa-048	a nivell	1	tokenització small; pendent d'audició
pa-048	a veure	1	tokenització small; pendent d'audició
pa-048	aleshores	0	tokenització small; pendent d'audició
pa-048	aviam	0	tokenització small; pendent d'audició
pa-048	bueno	0	tokenització small; pendent d'audició
pa-048	bé	1	tokenització small; pendent d'audició
pa-048	clar	0	tokenització small; pendent d'audició
pa-048	crec	1	tokenització small; pendent d'audició
pa-048	de fet	0	tokenització small; pendent d'audició
pa-048	diguem	0	tokenització small; pendent d'audició
pa-048	doncs	1	tokenització small; pendent d'audició
pa-048	ensenyança	0	tokenització small; pendent d'audició
pa-048	evidentment	0	tokenització small; pendent d'audició
pa-048	llavors	1	tokenització small; pendent d'audició
pa-048	o sigui	1	tokenització small; pendent d'audició
pa-048	perquè	0	tokenització small; pendent d'audició
pa-048	reformeta	0	tokenització small; pendent d'audició
pa-048	tirar endavant	0	tokenització small; pendent d'audició
pa-048	vull dir	2	tokenització small; pendent d'audició
pa-048	és a dir	1	tokenització small; pendent d'audició
pa-049	a nivell	0	tokenització small; pendent d'audició
pa-049	a veure	2	tokenització small; pendent d'audició
pa-049	aleshores	1	tokenització small; pendent d'audició
pa-049	aviam	0	tokenització small; pendent d'audició
pa-049	bueno	1	tokenització small; pendent d'audició
pa-049	bé	1	tokenització small; pendent d'audició
pa-049	clar	1	tokenització small; pendent d'audició
pa-049	crec	1	tokenització small; pendent d'audició
pa-049	de fet	0	tokenització small; pendent d'audició
pa-049	diguem	1	tokenització small; pendent d'audició
pa-049	doncs	0	tokenització small; pendent d'audició
pa-049	ensenyança	0	tokenització small; pendent d'audició
pa-049	evidentment	1	tokenització small; pendent d'audició
pa-049	llavors	1	tokenització small; pendent d'audició
pa-049	o sigui	1	tokenització small; pendent d'audició
pa-049	perquè	1	tokenització small; pendent d'audició
pa-049	reformeta	0	tokenització small; pendent d'audició
pa-049	tirar endavant	0	tokenització small; pendent d'audició
pa-049	vull dir	1	tokenització small; pendent d'audició
pa-049	és a dir	0	tokenització small; pendent d'audició
pa-050	a nivell	0	tokenització small; pendent d'audició
pa-050	a veure	0	tokenització small; pendent d'audició
pa-050	aleshores	0	tokenització small; pendent d'audició
pa-050	aviam	0	tokenització small; pendent d'audició
pa-050	bueno	0	tokenització small; pendent d'audició
pa-050	bé	0	tokenització small; pendent d'audició
pa-050	clar	0	tokenització small; pendent d'audició
pa-050	crec	0	tokenització small; pendent d'audició
pa-050	de fet	0	tokenització small; pendent d'audició
pa-050	diguem	0	tokenització small; pendent d'audició
pa-050	doncs	0	tokenització small; pendent d'audició
pa-050	ensenyança	0	tokenització small; pendent d'audició
pa-050	evidentment	0	tokenització small; pendent d'audició
pa-050	llavors	0	tokenització small; pendent d'audició
pa-050	o sigui	0	tokenització small; pendent d'audició
pa-050	perquè	0	tokenització small; pendent d'audició
pa-050	reformeta	0	tokenització small; pendent d'audició
pa-050	tirar endavant	0	tokenització small; pendent d'audició
pa-050	vull dir	0	tokenització small; pendent d'audició
pa-050	és a dir	0	tokenització small; pendent d'audició
pa-051	a nivell	0	tokenització small; pendent d'audició
pa-051	a veure	0	tokenització small; pendent d'audició
pa-051	aleshores	0	tokenització small; pendent d'audició
pa-051	aviam	0	tokenització small; pendent d'audició
pa-051	bueno	0	tokenització small; pendent d'audició
pa-051	bé	0	tokenització small; pendent d'audició
pa-051	clar	0	tokenització small; pendent d'audició
pa-051	crec	1	tokenització small; pendent d'audició
pa-051	de fet	0	tokenització small; pendent d'audició
pa-051	diguem	0	tokenització small; pendent d'audició
pa-051	doncs	0	tokenització small; pendent d'audició
pa-051	ensenyança	0	tokenització small; pendent d'audició
pa-051	evidentment	0	tokenització small; pendent d'audició
pa-051	llavors	0	tokenització small; pendent d'audició
pa-051	o sigui	0	tokenització small; pendent d'audició
pa-051	perquè	1	tokenització small; pendent d'audició
pa-051	reformeta	0	tokenització small; pendent d'audició
pa-051	tirar endavant	0	tokenització small; pendent d'audició
pa-051	vull dir	0	tokenització small; pendent d'audició
pa-051	és a dir	0	tokenització small; pendent d'audició
pa-052	a nivell	0	tokenització small; pendent d'audició
pa-052	a veure	0	tokenització small; pendent d'audició
pa-052	aleshores	0	tokenització small; pendent d'audició
pa-052	aviam	0	tokenització small; pendent d'audició
pa-052	bueno	1	tokenització small; pendent d'audició
pa-052	bé	0	tokenització small; pendent d'audició
pa-052	clar	1	tokenització small; pendent d'audició
pa-052	crec	0	tokenització small; pendent d'audició
pa-052	de fet	0	tokenització small; pendent d'audició
pa-052	diguem	0	tokenització small; pendent d'audició
pa-052	doncs	0	tokenització small; pendent d'audició
pa-052	ensenyança	0	tokenització small; pendent d'audició
pa-052	evidentment	0	tokenització small; pendent d'audició
pa-052	llavors	0	tokenització small; pendent d'audició
pa-052	o sigui	0	tokenització small; pendent d'audició
pa-052	perquè	1	tokenització small; pendent d'audició
pa-052	reformeta	0	tokenització small; pendent d'audició
pa-052	tirar endavant	0	tokenització small; pendent d'audició
pa-052	vull dir	0	tokenització small; pendent d'audició
pa-052	és a dir	0	tokenització small; pendent d'audició
pa-053	a nivell	0	tokenització small; pendent d'audició
pa-053	a veure	0	tokenització small; pendent d'audició
pa-053	aleshores	0	tokenització small; pendent d'audició
pa-053	aviam	0	tokenització small; pendent d'audició
pa-053	bueno	0	tokenització small; pendent d'audició
pa-053	bé	0	tokenització small; pendent d'audició
pa-053	clar	0	tokenització small; pendent d'audició
pa-053	crec	0	tokenització small; pendent d'audició
pa-053	de fet	0	tokenització small; pendent d'audició
pa-053	diguem	0	tokenització small; pendent d'audició
pa-053	doncs	0	tokenització small; pendent d'audició
pa-053	ensenyança	0	tokenització small; pendent d'audició
pa-053	evidentment	0	tokenització small; pendent d'audició
pa-053	llavors	1	tokenització small; pendent d'audició
pa-053	o sigui	0	tokenització small; pendent d'audició
pa-053	perquè	1	tokenització small; pendent d'audició
pa-053	reformeta	0	tokenització small; pendent d'audició
pa-053	tirar endavant	0	tokenització small; pendent d'audició
pa-053	vull dir	0	tokenització small; pendent d'audició
pa-053	és a dir	0	tokenització small; pendent d'audició
pa-054	a nivell	0	tokenització small; pendent d'audició
pa-054	a veure	0	tokenització small; pendent d'audició
pa-054	aleshores	0	tokenització small; pendent d'audició
pa-054	aviam	0	tokenització small; pendent d'audició
pa-054	bueno	1	tokenització small; pendent d'audició
pa-054	bé	0	tokenització small; pendent d'audició
pa-054	clar	0	tokenització small; pendent d'audició
pa-054	crec	0	tokenització small; pendent d'audició
pa-054	de fet	0	tokenització small; pendent d'audició
pa-054	diguem	0	tokenització small; pendent d'audició
pa-054	doncs	0	tokenització small; pendent d'audició
pa-054	ensenyança	0	tokenització small; pendent d'audició
pa-054	evidentment	0	tokenització small; pendent d'audició
pa-054	llavors	1	tokenització small; pendent d'audició
pa-054	o sigui	0	tokenització small; pendent d'audició
pa-054	perquè	1	tokenització small; pendent d'audició
pa-054	reformeta	0	tokenització small; pendent d'audició
pa-054	tirar endavant	0	tokenització small; pendent d'audició
pa-054	vull dir	0	tokenització small; pendent d'audició
pa-054	és a dir	0	tokenització small; pendent d'audició
pa-055	a nivell	1	tokenització small; pendent d'audició
pa-055	a veure	1	tokenització small; pendent d'audició
pa-055	aleshores	0	tokenització small; pendent d'audició
pa-055	aviam	0	tokenització small; pendent d'audició
pa-055	bueno	0	tokenització small; pendent d'audició
pa-055	bé	0	tokenització small; pendent d'audició
pa-055	clar	0	tokenització small; pendent d'audició
pa-055	crec	0	tokenització small; pendent d'audició
pa-055	de fet	0	tokenització small; pendent d'audició
pa-055	diguem	0	tokenització small; pendent d'audició
pa-055	doncs	0	tokenització small; pendent d'audició
pa-055	ensenyança	0	tokenització small; pendent d'audició
pa-055	evidentment	1	tokenització small; pendent d'audició
pa-055	llavors	0	tokenització small; pendent d'audició
pa-055	o sigui	1	tokenització small; pendent d'audició
pa-055	perquè	1	tokenització small; pendent d'audició
pa-055	reformeta	1	tokenització small; pendent d'audició
