id_parlant	forma	n_ocurrencies	present	estat
spk-030	clar	0	no	small; pendent d’audició
spk-030	crec	0	no	small; pendent d’audició
spk-030	de fet	0	no	small; pendent d’audició
spk-030	diguem	1	sí	small; pendent d’audició
spk-030	doncs	1	sí	small; pendent d’audició
spk-030	ensenyança	0	no	small; pendent d’audició
spk-030	evidentment	0	no	small; pendent d’audició
spk-030	llavors	1	sí	small; pendent d’audició
spk-030	o sigui	0	no	small; pendent d’audició
spk-030	perquè	0	no	small; pendent d’audició
spk-030	reformeta	0	no	small; pendent d’audició
spk-030	tirar endavant	0	no	small; pendent d’audició
spk-030	vull dir	0	no	small; pendent d’audició
spk-030	és a dir	1	sí	small; pendent d’audició
spk-031	a nivell	0	no	small; pendent d’audició
spk-031	a veure	1	sí	small; pendent d’audició
spk-031	aleshores	0	no	small; pendent d’audició
spk-031	aviam	0	no	small; pendent d’audició
spk-031	bueno	1	sí	small; pendent d’audició
spk-031	bé	0	no	small; pendent d’audició
spk-031	clar	0	no	small; pendent d’audició
spk-031	crec	1	sí	small; pendent d’audició
spk-031	de fet	0	no	small; pendent d’audició
spk-031	diguem	0	no	small; pendent d’audició
spk-031	doncs	1	sí	small; pendent d’audició
spk-031	ensenyança	0	no	small; pendent d’audició
spk-031	evidentment	1	sí	small; pendent d’audició
spk-031	llavors	0	no	small; pendent d’audició
spk-031	o sigui	0	no	small; pendent d’audició
spk-031	perquè	1	sí	small; pendent d’audició
spk-031	reformeta	0	no	small; pendent d’audició
spk-031	tirar endavant	0	no	small; pendent d’audició
spk-031	vull dir	1	sí	small; pendent d’audició
spk-031	és a dir	1	sí	small; pendent d’audició
spk-032	a nivell	0	no	small; pendent d’audició
spk-032	a veure	0	no	small; pendent d’audició
spk-032	aleshores	0	no	small; pendent d’audició
spk-032	aviam	0	no	small; pendent d’audició
spk-032	bueno	0	no	small; pendent d’audició
spk-032	bé	0	no	small; pendent d’audició
spk-032	clar	0	no	small; pendent d’audició
spk-032	crec	1	sí	small; pendent d’audició
spk-032	de fet	0	no	small; pendent d’audició
spk-032	diguem	0	no	small; pendent d’audició
spk-032	doncs	0	no	small; pendent d’audició
spk-032	ensenyança	0	no	small; pendent d’audició
spk-032	evidentment	0	no	small; pendent d’audició
spk-032	llavors	0	no	small; pendent d’audició
spk-032	o sigui	0	no	small; pendent d’audició
spk-032	perquè	1	sí	small; pendent d’audició
spk-032	reformeta	0	no	small; pendent d’audició
spk-032	tirar endavant	0	no	small; pendent d’audició
spk-032	vull dir	0	no	small; pendent d’audició
spk-032	és a dir	0	no	small; pendent d’audició
spk-033	a nivell	0	no	small; pendent d’audició
spk-033	a veure	1	sí	small; pendent d’audició
spk-033	aleshores	1	sí	small; pendent d’audició
spk-033	aviam	0	no	small; pendent d’audició
spk-033	bueno	0	no	small; pendent d’audició
spk-033	bé	0	no	small; pendent d’audició
spk-033	clar	1	sí	small; pendent d’audició
spk-033	crec	1	sí	small; pendent d’audició
spk-033	de fet	1	sí	small; pendent d’audició
spk-033	diguem	0	no	small; pendent d’audició
spk-033	doncs	1	sí	small; pendent d’audició
spk-033	ensenyança	0	no	small; pendent d’audició
spk-033	evidentment	0	no	small; pendent d’audició
spk-033	llavors	0	no	small; pendent d’audició
spk-033	o sigui	0	no	small; pendent d’audició
spk-033	perquè	1	sí	small; pendent d’audició
spk-033	reformeta	0	no	small; pendent d’audició
spk-033	tirar endavant	1	sí	small; pendent d’audició
spk-033	vull dir	0	no	small; pendent d’audició
spk-033	és a dir	0	no	small; pendent d’audició
spk-034	a nivell	0	no	small; pendent d’audició
spk-034	a veure	0	no	small; pendent d’audició
spk-034	aleshores	0	no	small; pendent d’audició
spk-034	aviam	0	no	small; pendent d’audició
spk-034	bueno	0	no	small; pendent d’audició
spk-034	bé	0	no	small; pendent d’audició
spk-034	clar	0	no	small; pendent d’audició
spk-034	crec	1	sí	small; pendent d’audició
spk-034	de fet	0	no	small; pendent d’audició
spk-034	diguem	0	no	small; pendent d’audició
spk-034	doncs	1	sí	small; pendent d’audició
spk-034	ensenyança	0	no	small; pendent d’audició
spk-034	evidentment	0	no	small; pendent d’audició
spk-034	llavors	0	no	small; pendent d’audició
spk-034	o sigui	0	no	small; pendent d’audició
spk-034	perquè	1	sí	small; pendent d’audició
spk-034	reformeta	0	no	small; pendent d’audició
spk-034	tirar endavant	0	no	small; pendent d’audició
spk-034	vull dir	0	no	small; pendent d’audició
spk-034	és a dir	1	sí	small; pendent d’audició
spk-035	a nivell	1	sí	small; pendent d’audició
spk-035	a veure	0	no	small; pendent d’audició
spk-035	aleshores	0	no	small; pendent d’audició
spk-035	aviam	0	no	small; pendent d’audició
spk-035	bueno	0	no	small; pendent d’audició
spk-035	bé	0	no	small; pendent d’audició
spk-035	clar	1	sí	small; pendent d’audició
spk-035	crec	1	sí	small; pendent d’audició
spk-035	de fet	1	sí	small; pendent d’audició
spk-035	diguem	0	no	small; pendent d’audició
spk-035	doncs	0	no	small; pendent d’audició
spk-035	ensenyança	0	no	small; pendent d’audició
spk-035	evidentment	1	sí	small; pendent d’audició
spk-035	llavors	0	no	small; pendent d’audició
spk-035	o sigui	0	no	small; pendent d’audició
spk-035	perquè	1	sí	small; pendent d’audició
spk-035	reformeta	0	no	small; pendent d’audició
spk-035	tirar endavant	0	no	small; pendent d’audició
spk-035	vull dir	0	no	small; pendent d’audició
spk-035	és a dir	0	no	small; pendent d’audició
spk-036	a nivell	0	no	small; pendent d’audició
spk-036	a veure	0	no	small; pendent d’audició
spk-036	aleshores	0	no	small; pendent d’audició
spk-036	aviam	0	no	small; pendent d’audició
spk-036	bueno	0	no	small; pendent d’audició
spk-036	bé	1	sí	small; pendent d’audició
spk-036	clar	0	no	small; pendent d’audició
spk-036	crec	0	no	small; pendent d’audició
spk-036	de fet	0	no	small; pendent d’audició
spk-036	diguem	0	no	small; pendent d’audició
spk-036	doncs	2	sí	small; pendent d’audició
spk-036	ensenyança	0	no	small; pendent d’audició
spk-036	evidentment	0	no	small; pendent d’audició
spk-036	llavors	1	sí	small; pendent d’audició
spk-036	o sigui	1	sí	small; pendent d’audició
spk-036	perquè	0	no	small; pendent d’audició
spk-036	reformeta	0	no	small; pendent d’audició
spk-036	tirar endavant	0	no	small; pendent d’audició
spk-036	vull dir	0	no	small; pendent d’audició
spk-036	és a dir	0	no	small; pendent d’audició
spk-037	a nivell	1	sí	small; pendent d’audició
spk-037	a veure	0	no	small; pendent d’audició
spk-037	aleshores	0	no	small; pendent d’audició
spk-037	aviam	0	no	small; pendent d’audició
spk-037	bueno	1	sí	small; pendent d’audició
spk-037	bé	1	sí	small; pendent d’audició
spk-037	clar	1	sí	small; pendent d’audició
spk-037	crec	1	sí	small; pendent d’audició
spk-037	de fet	0	no	small; pendent d’audició
spk-037	diguem	0	no	small; pendent d’audició
spk-037	doncs	1	sí	small; pendent d’audició
spk-037	ensenyança	0	no	small; pendent d’audició
spk-037	evidentment	0	no	small; pendent d’audició
spk-037	llavors	1	sí	small; pendent d’audició
spk-037	o sigui	1	sí	small; pendent d’audició
spk-037	perquè	1	sí	small; pendent d’audició
spk-037	reformeta	1	sí	small; pendent d’audició
spk-037	tirar endavant	0	no	small; pendent d’audició
spk-037	vull dir	1	sí	small; pendent d’audició
spk-037	és a dir	0	no	small; pendent d’audició
spk-038	a nivell	0	no	small; pendent d’audició
spk-038	a veure	1	sí	small; pendent d’audició
spk-038	aleshores	0	no	small; pendent d’audició
spk-038	aviam	0	no	small; pendent d’audició
spk-038	bueno	1	sí	small; pendent d’audició
spk-038	bé	1	sí	small; pendent d’audició
spk-038	clar	1	sí	small; pendent d’audició
spk-038	crec	1	sí	small; pendent d’audició
spk-038	de fet	0	no	small; pendent d’audició
spk-038	diguem	0	no	small; pendent d’audició
spk-038	doncs	0	no	small; pendent d’audició
spk-038	ensenyança	1	sí	small; pendent d’audició
spk-038	evidentment	1	sí	small; pendent d’audició
spk-038	llavors	0	no	small; pendent d’audició
spk-038	o sigui	0	no	small; pendent d’audició
spk-038	perquè	1	sí	small; pendent d’audició
spk-038	reformeta	0	no	small; pendent d’audició
spk-038	tirar endavant	1	sí	small; pendent d’audició
spk-038	vull dir	1	sí	small; pendent d’audició
spk-038	és a dir	0	no	small; pendent d’audició
spk-039	a nivell	0	no	small; pendent d’audició
spk-039	a veure	0	no	small; pendent d’audició
spk-039	aleshores	0	no	small; pendent d’audició
spk-039	aviam	0	no	small; pendent d’audició
spk-039	bueno	0	no	small; pendent d’audició
spk-039	bé	0	no	small; pendent d’audició
spk-039	clar	0	no	small; pendent d’audició
spk-039	crec	1	sí	small; pendent d’audició
spk-039	de fet	0	no	small; pendent d’audició
spk-039	diguem	2	sí	small; pendent d’audició
spk-039	doncs	0	no	small; pendent d’audició
spk-039	ensenyança	0	no	small; pendent d’audició
spk-039	evidentment	0	no	small; pendent d’audició
spk-039	llavors	1	sí	small; pendent d’audició
spk-039	o sigui	0	no	small; pendent d’audició
spk-039	perquè	2	sí	small; pendent d’audició
spk-039	reformeta	0	no	small; pendent d’audició
spk-039	tirar endavant	0	no	small; pendent d’audició
spk-039	vull dir	1	sí	small; pendent d’audició
spk-039	és a dir	1	sí	small; pendent d’audició
spk-040	a nivell	0	no	small; pendent d’audició
spk-040	a veure	1	sí	small; pendent d’audició
spk-040	aleshores	0	no	small; pendent d’audició
spk-040	aviam	0	no	small; pendent d’audició
spk-040	bueno	0	no	small; pendent d’audició
spk-040	bé	0	no	small; pendent d’audició
spk-040	clar	1	sí	small; pendent d’audició
spk-040	crec	1	sí	small; pendent d’audició
spk-040	de fet	0	no	small; pendent d’audició
spk-040	diguem	0	no	small; pendent d’audició
spk-040	doncs	0	no	small; pendent d’audició
spk-040	ensenyança	0	no	small; pendent d’audició
spk-040	evidentment	1	sí	small; pendent d’audició
spk-040	llavors	0	no	small; pendent d’audició
spk-040	o sigui	1	sí	small; pendent d’audició
spk-040	perquè	1	sí	small; pendent d’audició
spk-040	reformeta	1	sí	small; pendent d’audició
spk-040	tirar endavant	0	no	small; pendent d’audició
spk-040	vull dir	1	sí	small; pendent d’audició
spk-040	és a dir	1	sí	small; pendent d’audició
spk-041	a nivell	0	no	small; pendent d’audició
spk-041	a veure	0	no	small; pendent d’audició
spk-041	aleshores	0	no	small; pendent d’audició
spk-041	aviam	0	no	small; pendent d’audició
spk-041	bueno	1	sí	small; pendent d’audició
spk-041	bé	5	sí	small; pendent d’audició
spk-041	clar	1	sí	small; pendent d’audició
spk-041	crec	1	sí	small; pendent d’audició
spk-041	de fet	0	no	small; pendent d’audició
spk-041	diguem	0	no	small; pendent d’audició
spk-041	doncs	1	sí	small; pendent d’audició
spk-041	ensenyança	0	no	small; pendent d’audició
spk-041	evidentment	0	no	small; pendent d’audició
spk-041	llavors	1	sí	small; pendent d’audició
spk-041	o sigui	0	no	small; pendent d’audició
spk-041	perquè	1	sí	small; pendent d’audició
spk-041	reformeta	0	no	small; pendent d’audició
spk-041	tirar endavant	0	no	small; pendent d’audició
spk-041	vull dir	1	sí	small; pendent d’audició
spk-041	és a dir	0	no	small; pendent d’audició
spk-042	a nivell	2	sí	small; pendent d’audició
spk-042	a veure	0	no	small; pendent d’audició
spk-042	aleshores	1	sí	small; pendent d’audició
spk-042	aviam	0	no	small; pendent d’audició
spk-042	bueno	1	sí	small; pendent d’audició
spk-042	bé	1	sí	small; pendent d’audició
spk-042	clar	1	sí	small; pendent d’audició
spk-042	crec	1	sí	small; pendent d’audició
spk-042	de fet	0	no	small; pendent d’audició
spk-042	diguem	0	no	small; pendent d’audició
spk-042	doncs	1	sí	small; pendent d’audició
spk-042	ensenyança	0	no	small; pendent d’audició
spk-042	evidentment	0	no	small; pendent d’audició
spk-042	llavors	0	no	small; pendent d’audició
spk-042	o sigui	1	sí	small; pendent d’audició
spk-042	perquè	1	sí	small; pendent d’audició
spk-042	reformeta	0	no	small; pendent d’audició
spk-042	tirar endavant	0	no	small; pendent d’audició
spk-042	vull dir	0	no	small; pendent d’audició
spk-042	és a dir	1	sí	small; pendent d’audició
spk-043	a nivell	2	sí	small; pendent d’audició
spk-043	a veure	0	no	small; pendent d’audició
spk-043	aleshores	0	no	small; pendent d’audició
spk-043	aviam	0	no	small; pendent d’audició
spk-043	bueno	1	sí	small; pendent d’audició
spk-043	bé	0	no	small; pendent d’audició
spk-043	clar	2	sí	small; pendent d’audició
spk-043	crec	0	no	small; pendent d’audició
spk-043	de fet	0	no	small; pendent d’audició
spk-043	diguem	0	no	small; pendent d’audició
spk-043	doncs	1	sí	small; pendent d’audició
spk-043	ensenyança	0	no	small; pendent d’audició
spk-043	evidentment	2	sí	small; pendent d’audició
spk-043	llavors	1	sí	small; pendent d’audició
spk-043	o sigui	0	no	small; pendent d’audició
spk-043	perquè	2	sí	small; pendent d’audició
spk-043	reformeta	0	no	small; pendent d’audició
spk-043	tirar endavant	2	sí	small; pendent d’audició
spk-043	vull dir	2	sí	small; pendent d’audició
spk-043	és a dir	2	sí	small; pendent d’audició
spk-044	a nivell	1	sí	small; pendent d’audició
spk-044	a veure	1	sí	small; pendent d’audició
spk-044	aleshores	0	no	small; pendent d’audició
spk-044	aviam	0	no	small; pendent d’audició
spk-044	bueno	0	no	small; pendent d’audició
spk-044	bé	1	sí	small; pendent d’audició
spk-044	clar	1	sí	small; pendent d’audició
spk-044	crec	1	sí	small; pendent d’audició
spk-044	de fet	1	sí	small; pendent d’audició
spk-044	diguem	0	no	small; pendent d’audició
spk-044	doncs	1	sí	small; pendent d’audició
spk-044	ensenyança	0	no	small; pendent d’audició
spk-044	evidentment	1	sí	small; pendent d’audició
spk-044	llavors	1	sí	small; pendent d’audició
spk-044	o sigui	1	sí	small; pendent d’audició
spk-044	perquè	1	sí	small; pendent d’audició
spk-044	reformeta	0	no	small; pendent d’audició
spk-044	tirar endavant	0	no	small; pendent d’audició
spk-044	vull dir	1	sí	small; pendent d’audició
spk-044	és a dir	1	sí	small; pendent d’audició
spk-045	a nivell	1	sí	small; pendent d’audició
spk-045	a veure	1	sí	small; pendent d’audició
spk-045	aleshores	0	no	small; pendent d’audició
spk-045	aviam	0	no	small; pendent d’audició
spk-045	bueno	2	sí	small; pendent d’audició
spk-045	bé	1	sí	small; pendent d’audició
spk-045	clar	0	no	small; pendent d’audició
spk-045	crec	1	sí	small; pendent d’audició
spk-045	de fet	0	no	small; pendent d’audició
spk-045	diguem	0	no	small; pendent d’audició
spk-045	doncs	0	no	small; pendent d’audició
spk-045	ensenyança	0	no	small; pendent d’audició
spk-045	evidentment	1	sí	small; pendent d’audició
spk-045	llavors	1	sí	small; pendent d’audició
spk-045	o sigui	1	sí	small; pendent d’audició
spk-045	perquè	0	no	small; pendent d’audició
spk-045	reformeta	0	no	small; pendent d’audició
spk-045	tirar endavant	0	no	small; pendent d’audició
spk-045	vull dir	1	sí	small; pendent d’audició
spk-045	és a dir	0	no	small; pendent d’audició
spk-046	a nivell	1	sí	small; pendent d’audició
spk-046	a veure	0	no	small; pendent d’audició
spk-046	aleshores	0	no	small; pendent d’audició
spk-046	aviam	0	no	small; pendent d’audició
spk-046	bueno	1	sí	small; pendent d’audició
spk-046	bé	1	sí	small; pendent d’audició
spk-046	clar	1	sí	small; pendent d’audició
spk-046	crec	1	sí	small; pendent d’audició
spk-046	de fet	0	no	small; pendent d’audició
spk-046	diguem	0	no	small; pendent d’audició
spk-046	doncs	0	no	small; pendent d’audició
spk-046	ensenyança	0	no	small; pendent d’audició
spk-046	evidentment	1	sí	small; pendent d’audició
spk-046	llavors	1	sí	small; pendent d’audició
spk-046	o sigui	0	no	small; pendent d’audició
spk-046	perquè	1	sí	small; pendent d’audició
spk-046	reformeta	0	no	small; pendent d’audició
spk-046	tirar endavant	0	no	small; pendent d’audició
spk-046	vull dir	0	no	small; pendent d’audició
spk-046	és a dir	0	no	small; pendent d’audició
spk-047	a nivell	0	no	small; pendent d’audició
spk-047	a veure	0	no	small; pendent d’audició
spk-047	aleshores	0	no	small; pendent d’audició
spk-047	aviam	0	no	small; pendent d’audició
spk-047	bueno	0	no	small; pendent d’audició
spk-047	bé	0	no	small; pendent d’audició
spk-047	clar	0	no	small; pendent d’audició
spk-047	crec	0	no	small; pendent d’audició
spk-047	de fet	0	no	small; pendent d’audició
spk-047	diguem	0	no	small; pendent d’audició
spk-047	doncs	0	no	small; pendent d’audició
spk-047	ensenyança	0	no	small; pendent d’audició
spk-047	evidentment	0	no	small; pendent d’audició
spk-047	llavors	1	sí	small; pendent d’audició
spk-047	o sigui	0	no	small; pendent d’audició
spk-047	perquè	1	sí	small; pendent d’audició
spk-047	reformeta	0	no	small; pendent d’audició
spk-047	tirar endavant	0	no	small; pendent d’audició
spk-047	vull dir	0	no	small; pendent d’audició
spk-047	és a dir	0	no	small; pendent d’audició
spk-048	a nivell	2	sí	small; pendent d’audició
spk-048	a veure	2	sí	small; pendent d’audició
spk-048	aleshores	0	no	small; pendent d’audició
spk-048	aviam	0	no	small; pendent d’audició
spk-048	bueno	0	no	small; pendent d’audició
spk-048	bé	1	sí	small; pendent d’audició
spk-048	clar	0	no	small; pendent d’audició
spk-048	crec	0	no	small; pendent d’audició
spk-048	de fet	0	no	small; pendent d’audició
spk-048	diguem	0	no	small; pendent d’audició
spk-048	doncs	0	no	small; pendent d’audició
spk-048	ensenyança	0	no	small; pendent d’audició
spk-048	evidentment	1	sí	small; pendent d’audició
spk-048	llavors	0	no	small; pendent d’audició
spk-048	o sigui	2	sí	small; pendent d’audició
spk-048	perquè	2	sí	small; pendent d’audició
spk-048	reformeta	2	sí	small; pendent d’audició
spk-048	tirar endavant	0	no	small; pendent d’audició
spk-048	vull dir	2	sí	small; pendent d’audició
spk-048	és a dir	0	no	small; pendent d’audició
spk-049	a nivell	0	no	small; pendent d’audició
spk-049	a veure	0	no	small; pendent d’audició
spk-049	aleshores	0	no	small; pendent d’audició
spk-049	aviam	0	no	small; pendent d’audició
spk-049	bueno	0	no	small; pendent d’audició
spk-049	bé	1	sí	small; pendent d’audició
spk-049	clar	1	sí	small; pendent d’audició
spk-049	crec	0	no	small; pendent d’audició
spk-049	de fet	1	sí	small; pendent d’audició
spk-049	diguem	0	no	small; pendent d’audició
spk-049	doncs	1	sí	small; pendent d’audició
spk-049	ensenyança	0	no	small; pendent d’audició
spk-049	evidentment	0	no	small; pendent d’audició
spk-049	llavors	1	sí	small; pendent d’audició
spk-049	o sigui	0	no	small; pendent d’audició
spk-049	perquè	0	no	small; pendent d’audició
spk-049	reformeta	0	no	small; pendent d’audició
spk-049	tirar endavant	0	no	small; pendent d’audició
spk-049	vull dir	0	no	small; pendent d’audició
spk-049	és a dir	0	no	small; pendent d’audició
spk-050	a nivell	0	no	small; pendent d’audició
spk-050	a veure	0	no	small; pendent d’audició
spk-050	aleshores	0	no	small; pendent d’audició
spk-050	aviam	0	no	small; pendent d’audició
spk-050	bueno	0	no	small; pendent d’audició
spk-050	bé	1	sí	small; pendent d’audició
spk-050	clar	1	sí	small; pendent d’audició
spk-050	crec	0	no	small; pendent d’audició
spk-050	de fet	0	no	small; pendent d’audició
spk-050	diguem	0	no	small; pendent d’audició
spk-050	doncs	1	sí	small; pendent d’audició
spk-050	ensenyança	0	no	small; pendent d’audició
spk-050	evidentment	1	sí	small; pendent d’audició
spk-050	llavors	0	no	small; pendent d’audició
spk-050	o sigui	1	sí	small; pendent d’audició
spk-050	perquè	1	sí	small; pendent d’audició
spk-050	reformeta	0	no	small; pendent d’audició
spk-050	tirar endavant	0	no	small; pendent d’audició
spk-050	vull dir	0	no	small; pendent d’audició
spk-050	és a dir	0	no	small; pendent d’audició
spk-051	a nivell	1	sí	small; pendent d’audició
spk-051	a veure	1	sí	small; pendent d’audició
spk-051	aleshores	0	no	small; pendent d’audició
spk-051	aviam	0	no	small; pendent d’audició
spk-051	bueno	0	no	small; pendent d’audició
spk-051	bé	1	sí	small; pendent d’audició
spk-051	clar	0	no	small; pendent d’audició
spk-051	crec	1	sí	small; pendent d’audició
spk-051	de fet	0	no	small; pendent d’audició
spk-051	diguem	1	sí	small; pendent d’audició
spk-051	doncs	0	no	small; pendent d’audició
spk-051	ensenyança	0	no	small; pendent d’audició
spk-051	evidentment	0	no	small; pendent d’audició
spk-051	llavors	0	no	small; pendent d’audició
spk-051	o sigui	0	no	small; pendent d’audició
spk-051	perquè	0	no	small; pendent d’audició
spk-051	reformeta	1	sí	small; pendent d’audició
spk-051	tirar endavant	1	sí	small; pendent d’audició
spk-051	vull dir	0	no	small; pendent d’audició
spk-051	és a dir	1	sí	small; pendent d’audició
spk-052	a nivell	0	no	small; pendent d’audició
spk-052	a veure	0	no	small; pendent d’audició
spk-052	aleshores	0	no	small; pendent d’audició
spk-052	aviam	0	no	small; pendent d’audició
spk-052	bueno	1	sí	small; pendent d’audició
spk-052	bé	0	no	small; pendent d’audició
spk-052	clar	1	sí	small; pendent d’audició
spk-052	crec	0	no	small; pendent d’audició
spk-052	de fet	0	no	small; pendent d’audició
spk-052	diguem	0	no	small; pendent d’audició
spk-052	doncs	0	no	small; pendent d’audició
spk-052	ensenyança	0	no	small; pendent d’audició
spk-052	evidentment	0	no	small; pendent d’audició
spk-052	llavors	0	no	small; pendent d’audició
spk-052	o sigui	0	no	small; pendent d’audició
spk-052	perquè	1	sí	small; pendent d’audició
spk-052	reformeta	0	no	small; pendent d’audició
spk-052	tirar endavant	0	no	small; pendent d’audició
spk-052	vull dir	0	no	small; pendent d’audició
spk-052	és a dir	0	no	small; pendent d’audició
spk-053	a nivell	1	sí	small; pendent d’audició
spk-053	a veure	0	no	small; pendent d’audició
spk-053	aleshores	0	no	small; pendent d’audició
spk-053	aviam	0	no	small; pendent d’audició
spk-053	bueno	1	sí	small; pendent d’audició
spk-053	bé	1	sí	small; pendent d’audició
spk-053	clar	1	sí	small; pendent d’audició
spk-053	crec	1	sí	small; pendent d’audició
spk-053	de fet	1	sí	small; pendent d’audició
spk-053	diguem	0	no	small; pendent d’audició
spk-053	doncs	0	no	small; pendent d’audició
spk-053	ensenyança	1	sí	small; pendent d’audició
spk-053	evidentment	1	sí	small; pendent d’audició
spk-053	llavors	0	no	small; pendent d’audició
spk-053	o sigui	0	no	small; pendent d’audició
spk-053	perquè	1	sí	small; pendent d’audició
spk-053	reformeta	0	no	small; pendent d’audició
spk-053	tirar endavant	1	sí	small; pendent d’audició
spk-053	vull dir	0	no	small; pendent d’audició
spk-053	és a dir	1	sí	small; pendent d’audició
spk-054	a nivell	1	sí	small; pendent d’audició
spk-054	a veure	1	sí	small; pendent d’audició
spk-054	aleshores	0	no	small; pendent d’audició
spk-054	aviam	0	no	small; pendent d’audició
spk-054	bueno	0	no	small; pendent d’audició
spk-054	bé	1	sí	small; pendent d’audició
spk-054	clar	1	sí	small; pendent d’audició
spk-054	crec	1	sí	small; pendent d’audició
spk-054	de fet	0	no	small; pendent d’audició
spk-054	diguem	0	no	small; pendent d’audició
spk-054	doncs	1	sí	small; pendent d’audició
spk-054	ensenyança	0	no	small; pendent d’audició
spk-054	evidentment	0	no	small; pendent d’audició
spk-054	llavors	1	sí	small; pendent d’audició
spk-054	o sigui	1	sí	small; pendent d’audició
spk-054	perquè	1	sí	small; pendent d’audició
spk-054	reformeta	0	no	small; pendent d’audició
spk-054	tirar endavant	0	no	small; pendent d’audició
spk-054	vull dir	1	sí	small; pendent d’audició
spk-054	és a dir	0	no	small; pendent d’audició
spk-055	a nivell	0	no	small; pendent d’audició
spk-055	a veure	0	no	small; pendent d’audició
spk-055	aleshores	0	no	small; pendent d’audició
spk-055	aviam	0	no	small; pendent d’audició
spk-055	bueno	0	no	small; pendent d’audició
spk-055	bé	1	sí	small; pendent d’audició
spk-055	clar	0	no	small; pendent d’audició
spk-055	crec	0	no	small; pendent d’audició
spk-055	de fet	0	no	small; pendent d’audició
spk-055	diguem	0	no	small; pendent d’audició
spk-055	doncs	1	sí	small; pendent d’audició
spk-055	ensenyança	0	no	small; pendent d’audició
spk-055	evidentment	0	no	small; pendent d’audició
spk-055	llavors	0	no	small; pendent d’audició
spk-055	o sigui	0	no	small; pendent d’audició
spk-055	perquè	1	sí	small; pendent d’audició
spk-055	reformeta	0	no	small; pendent d’audició
spk-055	tirar endavant	0	no	small; pendent d’audició
spk-055	vull dir	0	no	small; pendent d’audició
spk-055	és a dir	1	sí	small; pendent d’audició
spk-056	a nivell	0	no	small; pendent d’audició
spk-056	a veure	0	no	small; pendent d’audició
spk-056	aleshores	0	no	small; pendent d’audició
spk-056	aviam	0	no	small; pendent d’audició
spk-056	bueno	0	no	small; pendent d’audició
spk-056	bé	1	sí	small; pendent d’audició
spk-056	clar	0	no	small; pendent d’audició
spk-056	crec	0	no	small; pendent d’audició
spk-056	de fet	0	no	small; pendent d’audició
spk-056	diguem	0	no	small; pendent d’audició
spk-056	doncs	1	sí	small; pendent d’audició
spk-056	ensenyança	0	no	small; pendent d’audició
spk-056	evidentment	0	no	small; pendent d’audició
spk-056	llavors	1	sí	small; pendent d’audició
spk-056	o sigui	0	no	small; pendent d’audició
spk-056	perquè	1	sí	small; pendent d’audició
spk-056	reformeta	0	no	small; pendent d’audició
spk-056	tirar endavant	0	no	small; pendent d’audició
spk-056	vull dir	0	no	small; pendent d’audició
spk-056	és a dir	0	no	small; pendent d’audició
spk-057	a nivell	0	no	small; pendent d’audició
spk-057	a veure	1	sí	small; pendent d’audició
spk-057	aleshores	0	no	small; pendent d’audició
spk-057	aviam	1	sí	small; pendent d’audició
spk-057	bueno	0	no	small; pendent d’audició
spk-057	bé	1	sí	small; pendent d’audició
spk-057	clar	1	sí	small; pendent d’audició
spk-057	crec	1	sí	small; pendent d’audició
spk-057	de fet	0	no	small; pendent d’audició
spk-057	diguem	0	no	small; pendent d’audició
spk-057	doncs	0	no	small; pendent d’audició
spk-057	ensenyança	0	no	small; pendent d’audició
spk-057	evidentment	1	sí	small; pendent d’audició
spk-057	llavors	0	no	small; pendent d’audició
spk-057	o sigui	1	sí	small; pendent d’audició
spk-057	perquè	1	sí	small; pendent d’audició
spk-057	reformeta	0	no	small; pendent d’audició
spk-057	tirar endavant	0	no	small; pendent d’audició
spk-057	vull dir	1	sí	small; pendent d’audició
spk-057	és a dir	0	no	small; pendent d’audició
spk-058	a nivell	0	no	small; pendent d’audició
spk-058	a veure	0	no	small; pendent d’audició
spk-058	aleshores	0	no	small; pendent d’audició
spk-058	aviam	0	no	small; pendent d’audició
spk-058	bueno	1	sí	small; pendent d’audició
spk-058	bé	0	no	small; pendent d’audició
spk-058	clar	0	no	small; pendent d’audició
spk-058	crec	0	no	small; pendent d’audició
spk-058	de fet	0	no	small; pendent d’audició
spk-058	diguem	0	no	small; pendent d’audició
spk-058	doncs	0	no	small; pendent d’audició
spk-058	ensenyança	0	no	small; pendent d’audició
spk-058	evidentment	0	no	small; pendent d’audició
spk-058	llavors	1	sí	small; pendent d’audició
spk-058	o sigui	0	no	small; pendent d’audició
spk-058	perquè	1	sí	small; pendent d’audició
spk-058	reformeta	0	no	small; pendent d’audició
spk-058	tirar endavant	0	no	small; pendent d’audició
spk-058	vull dir	0	no	small; pendent d’audició
spk-058	és a dir	0	no	small; pendent d’audició
spk-059	a nivell	0	no	small; pendent d’audició
spk-059	a veure	0	no	small; pendent d’audició
spk-059	aleshores	0	no	small; pendent d’audició
spk-059	aviam	0	no	small; pendent d’audició
spk-059	bueno	0	no	small; pendent d’audició
spk-059	bé	0	no	small; pendent d’audició
spk-059	clar	1	sí	small; pendent d’audició
spk-059	crec	1	sí	small; pendent d’audició
spk-059	de fet	1	sí	small; pendent d’audició
spk-059	diguem	0	no	small; pendent d’audició
spk-059	doncs	1	sí	small; pendent d’audició
spk-059	ensenyança	0	no	small; pendent d’audició
spk-059	evidentment	0	no	small; pendent d’audició
