origen	desti	relacio	pes	evidencia
pa-055	trait-o-sigui	usa	5	recompte ASR; revisió auditiva pendent
pa-056	trait-o-sigui	usa	1	recompte ASR; revisió auditiva pendent
pa-057	trait-o-sigui	usa	1	recompte ASR; revisió auditiva pendent
pa-059	trait-o-sigui	usa	1	recompte ASR; revisió auditiva pendent
pa-061	trait-o-sigui	usa	7	recompte ASR; revisió auditiva pendent
pa-062	trait-o-sigui	usa	4	recompte ASR; revisió auditiva pendent
pa-063	trait-o-sigui	usa	6	recompte ASR; revisió auditiva pendent
pa-064	trait-o-sigui	usa	7	recompte ASR; revisió auditiva pendent
pa-065	trait-o-sigui	usa	4	recompte ASR; revisió auditiva pendent
pa-001	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-002	trait-llavors	usa	13	recompte ASR; revisió auditiva pendent
pa-005	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-006	trait-llavors	usa	3	recompte ASR; revisió auditiva pendent
pa-007	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-009	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-010	trait-llavors	usa	5	recompte ASR; revisió auditiva pendent
pa-014	trait-llavors	usa	4	recompte ASR; revisió auditiva pendent
pa-015	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-016	trait-llavors	usa	10	recompte ASR; revisió auditiva pendent
pa-017	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-018	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-019	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-022	trait-llavors	usa	6	recompte ASR; revisió auditiva pendent
pa-023	trait-llavors	usa	4	recompte ASR; revisió auditiva pendent
pa-024	trait-llavors	usa	12	recompte ASR; revisió auditiva pendent
pa-026	trait-llavors	usa	15	recompte ASR; revisió auditiva pendent
pa-027	trait-llavors	usa	8	recompte ASR; revisió auditiva pendent
pa-028	trait-llavors	usa	3	recompte ASR; revisió auditiva pendent
pa-029	trait-llavors	usa	8	recompte ASR; revisió auditiva pendent
pa-030	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-032	trait-llavors	usa	11	recompte ASR; revisió auditiva pendent
pa-033	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-034	trait-llavors	usa	25	recompte ASR; revisió auditiva pendent
pa-036	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-037	trait-llavors	usa	3	recompte ASR; revisió auditiva pendent
pa-038	trait-llavors	usa	9	recompte ASR; revisió auditiva pendent
pa-041	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-045	trait-llavors	usa	10	recompte ASR; revisió auditiva pendent
pa-046	trait-llavors	usa	3	recompte ASR; revisió auditiva pendent
pa-048	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-049	trait-llavors	usa	12	recompte ASR; revisió auditiva pendent
pa-051	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-052	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-053	trait-llavors	usa	7	recompte ASR; revisió auditiva pendent
pa-054	trait-llavors	usa	4	recompte ASR; revisió auditiva pendent
pa-055	trait-llavors	usa	14	recompte ASR; revisió auditiva pendent
pa-056	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-057	trait-llavors	usa	7	recompte ASR; revisió auditiva pendent
pa-058	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-059	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-060	trait-llavors	usa	1	recompte ASR; revisió auditiva pendent
pa-061	trait-llavors	usa	3	recompte ASR; revisió auditiva pendent
pa-063	trait-llavors	usa	5	recompte ASR; revisió auditiva pendent
pa-064	trait-llavors	usa	5	recompte ASR; revisió auditiva pendent
pa-065	trait-llavors	usa	8	recompte ASR; revisió auditiva pendent
pa-066	trait-llavors	usa	2	recompte ASR; revisió auditiva pendent
pa-001	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-002	trait-a-veure	usa	5	recompte ASR; revisió auditiva pendent
pa-007	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-008	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-011	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-014	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-016	trait-a-veure	usa	4	recompte ASR; revisió auditiva pendent
pa-018	trait-a-veure	usa	4	recompte ASR; revisió auditiva pendent
pa-021	trait-a-veure	usa	4	recompte ASR; revisió auditiva pendent
pa-022	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-023	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-024	trait-a-veure	usa	4	recompte ASR; revisió auditiva pendent
pa-025	trait-a-veure	usa	4	recompte ASR; revisió auditiva pendent
pa-026	trait-a-veure	usa	8	recompte ASR; revisió auditiva pendent
pa-029	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-030	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-031	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-032	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-034	trait-a-veure	usa	7	recompte ASR; revisió auditiva pendent
pa-035	trait-a-veure	usa	2	recompte ASR; revisió auditiva pendent
pa-036	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-038	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-041	trait-a-veure	usa	6	recompte ASR; revisió auditiva pendent
pa-045	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-048	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-049	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-054	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-055	trait-a-veure	usa	8	recompte ASR; revisió auditiva pendent
pa-056	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-057	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-058	trait-a-veure	usa	5	recompte ASR; revisió auditiva pendent
pa-060	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-061	trait-a-veure	usa	1	recompte ASR; revisió auditiva pendent
pa-063	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-064	trait-a-veure	usa	3	recompte ASR; revisió auditiva pendent
pa-065	trait-a-veure	usa	6	recompte ASR; revisió auditiva pendent
pa-003	trait-aviam	usa	1	recompte ASR; revisió auditiva pendent
pa-014	trait-aviam	usa	1	recompte ASR; revisió auditiva pendent
pa-016	trait-aviam	usa	1	recompte ASR; revisió auditiva pendent
pa-020	trait-aviam	usa	2	recompte ASR; revisió auditiva pendent
pa-049	trait-aviam	usa	4	recompte ASR; revisió auditiva pendent
pa-004	trait-doncs	usa	9	recompte ASR; revisió auditiva pendent
pa-005	trait-doncs	usa	4	recompte ASR; revisió auditiva pendent
pa-006	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-007	trait-doncs	usa	6	recompte ASR; revisió auditiva pendent
pa-008	trait-doncs	usa	16	recompte ASR; revisió auditiva pendent
pa-009	trait-doncs	usa	14	recompte ASR; revisió auditiva pendent
pa-010	trait-doncs	usa	7	recompte ASR; revisió auditiva pendent
pa-011	trait-doncs	usa	10	recompte ASR; revisió auditiva pendent
pa-012	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-013	trait-doncs	usa	6	recompte ASR; revisió auditiva pendent
pa-014	trait-doncs	usa	10	recompte ASR; revisió auditiva pendent
pa-015	trait-doncs	usa	7	recompte ASR; revisió auditiva pendent
pa-016	trait-doncs	usa	10	recompte ASR; revisió auditiva pendent
pa-017	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-018	trait-doncs	usa	34	recompte ASR; revisió auditiva pendent
pa-019	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-020	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-021	trait-doncs	usa	26	recompte ASR; revisió auditiva pendent
pa-022	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-024	trait-doncs	usa	6	recompte ASR; revisió auditiva pendent
pa-025	trait-doncs	usa	13	recompte ASR; revisió auditiva pendent
pa-026	trait-doncs	usa	11	recompte ASR; revisió auditiva pendent
pa-027	trait-doncs	usa	10	recompte ASR; revisió auditiva pendent
pa-028	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-029	trait-doncs	usa	17	recompte ASR; revisió auditiva pendent
pa-030	trait-doncs	usa	7	recompte ASR; revisió auditiva pendent
pa-031	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-032	trait-doncs	usa	4	recompte ASR; revisió auditiva pendent
pa-033	trait-doncs	usa	5	recompte ASR; revisió auditiva pendent
pa-034	trait-doncs	usa	28	recompte ASR; revisió auditiva pendent
pa-035	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-036	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-037	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-038	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-039	trait-doncs	usa	5	recompte ASR; revisió auditiva pendent
pa-040	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-041	trait-doncs	usa	4	recompte ASR; revisió auditiva pendent
pa-043	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-045	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-046	trait-doncs	usa	16	recompte ASR; revisió auditiva pendent
pa-048	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-049	trait-doncs	usa	1	recompte ASR; revisió auditiva pendent
pa-055	trait-doncs	usa	16	recompte ASR; revisió auditiva pendent
pa-056	trait-doncs	usa	9	recompte ASR; revisió auditiva pendent
pa-057	trait-doncs	usa	10	recompte ASR; revisió auditiva pendent
pa-058	trait-doncs	usa	29	recompte ASR; revisió auditiva pendent
pa-059	trait-doncs	usa	6	recompte ASR; revisió auditiva pendent
pa-060	trait-doncs	usa	2	recompte ASR; revisió auditiva pendent
pa-061	trait-doncs	usa	5	recompte ASR; revisió auditiva pendent
pa-062	trait-doncs	usa	3	recompte ASR; revisió auditiva pendent
pa-063	trait-doncs	usa	7	recompte ASR; revisió auditiva pendent
pa-064	trait-doncs	usa	7	recompte ASR; revisió auditiva pendent
pa-065	trait-doncs	usa	23	recompte ASR; revisió auditiva pendent
pa-001	trait-perque	usa	20	recompte ASR; revisió auditiva pendent
pa-002	trait-perque	usa	55	recompte ASR; revisió auditiva pendent
pa-003	trait-perque	usa	9	recompte ASR; revisió auditiva pendent
pa-004	trait-perque	usa	6	recompte ASR; revisió auditiva pendent
pa-006	trait-perque	usa	6	recompte ASR; revisió auditiva pendent
pa-007	trait-perque	usa	6	recompte ASR; revisió auditiva pendent
pa-008	trait-perque	usa	21	recompte ASR; revisió auditiva pendent
pa-009	trait-perque	usa	7	recompte ASR; revisió auditiva pendent
pa-010	trait-perque	usa	16	recompte ASR; revisió auditiva pendent
pa-011	trait-perque	usa	8	recompte ASR; revisió auditiva pendent
pa-012	trait-perque	usa	2	recompte ASR; revisió auditiva pendent
pa-013	trait-perque	usa	3	recompte ASR; revisió auditiva pendent
pa-014	trait-perque	usa	11	recompte ASR; revisió auditiva pendent
pa-015	trait-perque	usa	2	recompte ASR; revisió auditiva pendent
pa-016	trait-perque	usa	18	recompte ASR; revisió auditiva pendent
pa-017	trait-perque	usa	23	recompte ASR; revisió auditiva pendent
pa-018	trait-perque	usa	49	recompte ASR; revisió auditiva pendent
pa-019	trait-perque	usa	15	recompte ASR; revisió auditiva pendent
pa-020	trait-perque	usa	22	recompte ASR; revisió auditiva pendent
pa-021	trait-perque	usa	20	recompte ASR; revisió auditiva pendent
pa-022	trait-perque	usa	17	recompte ASR; revisió auditiva pendent
pa-023	trait-perque	usa	11	recompte ASR; revisió auditiva pendent
pa-024	trait-perque	usa	24	recompte ASR; revisió auditiva pendent
pa-025	trait-perque	usa	39	recompte ASR; revisió auditiva pendent
pa-026	trait-perque	usa	33	recompte ASR; revisió auditiva pendent
pa-027	trait-perque	usa	17	recompte ASR; revisió auditiva pendent
pa-028	trait-perque	usa	7	recompte ASR; revisió auditiva pendent
pa-029	trait-perque	usa	21	recompte ASR; revisió auditiva pendent
pa-030	trait-perque	usa	25	recompte ASR; revisió auditiva pendent
pa-031	trait-perque	usa	16	recompte ASR; revisió auditiva pendent
pa-032	trait-perque	usa	4	recompte ASR; revisió auditiva pendent
pa-033	trait-perque	usa	4	recompte ASR; revisió auditiva pendent
pa-034	trait-perque	usa	32	recompte ASR; revisió auditiva pendent
pa-035	trait-perque	usa	7	recompte ASR; revisió auditiva pendent
pa-036	trait-perque	usa	22	recompte ASR; revisió auditiva pendent
pa-037	trait-perque	usa	8	recompte ASR; revisió auditiva pendent
pa-038	trait-perque	usa	16	recompte ASR; revisió auditiva pendent
pa-039	trait-perque	usa	13	recompte ASR; revisió auditiva pendent
pa-040	trait-perque	usa	5	recompte ASR; revisió auditiva pendent
pa-041	trait-perque	usa	18	recompte ASR; revisió auditiva pendent
pa-042	trait-perque	usa	4	recompte ASR; revisió auditiva pendent
pa-045	trait-perque	usa	16	recompte ASR; revisió auditiva pendent
pa-046	trait-perque	usa	18	recompte ASR; revisió auditiva pendent
pa-048	trait-perque	usa	24	recompte ASR; revisió auditiva pendent
pa-049	trait-perque	usa	36	recompte ASR; revisió auditiva pendent
pa-051	trait-perque	usa	5	recompte ASR; revisió auditiva pendent
pa-052	trait-perque	usa	2	recompte ASR; revisió auditiva pendent
pa-053	trait-perque	usa	2	recompte ASR; revisió auditiva pendent
pa-054	trait-perque	usa	3	recompte ASR; revisió auditiva pendent
pa-055	trait-perque	usa	32	recompte ASR; revisió auditiva pendent
pa-056	trait-perque	usa	27	recompte ASR; revisió auditiva pendent
pa-057	trait-perque	usa	20	recompte ASR; revisió auditiva pendent
pa-058	trait-perque	usa	50	recompte ASR; revisió auditiva pendent
pa-059	trait-perque	usa	23	recompte ASR; revisió auditiva pendent
pa-060	trait-perque	usa	10	recompte ASR; revisió auditiva pendent
pa-061	trait-perque	usa	25	recompte ASR; revisió auditiva pendent
pa-062	trait-perque	usa	31	recompte ASR; revisió auditiva pendent
pa-063	trait-perque	usa	51	recompte ASR; revisió auditiva pendent
pa-064	trait-perque	usa	20	recompte ASR; revisió auditiva pendent
pa-065	trait-perque	usa	34	recompte ASR; revisió auditiva pendent
pa-066	trait-perque	usa	5	recompte ASR; revisió auditiva pendent
pa-001	trait-a-nivell	usa	3	recompte ASR; revisió auditiva pendent
pa-002	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-003	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-016	trait-a-nivell	usa	4	recompte ASR; revisió auditiva pendent
pa-017	trait-a-nivell	usa	9	recompte ASR; revisió auditiva pendent
pa-018	trait-a-nivell	usa	15	recompte ASR; revisió auditiva pendent
pa-019	trait-a-nivell	usa	3	recompte ASR; revisió auditiva pendent
pa-020	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-023	trait-a-nivell	usa	3	recompte ASR; revisió auditiva pendent
pa-024	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-026	trait-a-nivell	usa	3	recompte ASR; revisió auditiva pendent
pa-029	trait-a-nivell	usa	4	recompte ASR; revisió auditiva pendent
pa-033	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-034	trait-a-nivell	usa	9	recompte ASR; revisió auditiva pendent
pa-036	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-038	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-045	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-048	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-049	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-055	trait-a-nivell	usa	3	recompte ASR; revisió auditiva pendent
pa-057	trait-a-nivell	usa	4	recompte ASR; revisió auditiva pendent
pa-058	trait-a-nivell	usa	15	recompte ASR; revisió auditiva pendent
pa-059	trait-a-nivell	usa	9	recompte ASR; revisió auditiva pendent
pa-060	trait-a-nivell	usa	4	recompte ASR; revisió auditiva pendent
pa-061	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-063	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-065	trait-a-nivell	usa	2	recompte ASR; revisió auditiva pendent
pa-066	trait-a-nivell	usa	1	recompte ASR; revisió auditiva pendent
pa-003	trait-tirar-endavant	usa	2	recompte ASR; revisió auditiva pendent
pa-017	trait-tirar-endavant	usa	2	recompte ASR; revisió auditiva pendent
pa-020	trait-tirar-endavant	usa	5	recompte ASR; revisió auditiva pendent
pa-029	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-030	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-031	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-033	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-034	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-041	trait-tirar-endavant	usa	2	recompte ASR; revisió auditiva pendent
pa-056	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-057	trait-tirar-endavant	usa	1	recompte ASR; revisió auditiva pendent
pa-059	trait-tirar-endavant	usa	2	recompte ASR; revisió auditiva pendent
pa-002	trait-reformeta	usa	4	recompte ASR; revisió auditiva pendent
pa-022	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
pa-025	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
pa-026	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
pa-034	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
pa-038	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
pa-055	trait-reformeta	usa	1	recompte ASR; revisió auditiva pendent
