segment	inici_s	final_s	rol_provisional	confiança	motiu	text_asr	estat
184	847.240	853.240	indeterminat	baixa	no hi ha senyal textual suficient	Sí, com continuem arrastrant. Ha canviat molt, però continuem arrastrant.	heurística textual; pendent d'audició
185	853.240	858.240	indeterminat	baixa	no hi ha senyal textual suficient	Però no es viu de manera tan dramàtica, de fet.	heurística textual; pendent d'audició
186	858.240	867.560	joan-mico-probable	baixa	segment llarg compatible amb resposta	Mira, això és una enquesta que van fer l'Adolescent i que fa pocs dies a Espanya va sortir un resultat similar	heurística textual; pendent d'audició
187	867.560	873.200	indeterminat	baixa	no hi ha senyal textual suficient	i veus que no sé si hi havia entre els Adolescents i més les noies.	heurística textual; pendent d'audició
188	873.200	881.840	joan-mico-probable	baixa	primera persona i resposta desenvolupada	Crec que les noies, quasi un vin tipico, tenia la mateixa atracció tant de noies com de noies,	heurística textual; pendent d'audició
189	881.840	887.040	indeterminat	baixa	no hi ha senyal textual suficient	És noi no tant, però, ostres, són coses que fa 20 anys,	heurística textual; pendent d'audició
190	887.240	891.240	joan-mico-probable	baixa	primera persona i resposta desenvolupada	independentment que la gent ho sentís, jo crec que no és d'ella,	heurística textual; pendent d'audició
191	891.440	894.240	indeterminat	baixa	no hi ha senyal textual suficient	ni ara és com que s'assumeix com la cosa normalitat.	heurística textual; pendent d'audició
192	894.440	896.640	indeterminat	baixa	no hi ha senyal textual suficient	Això en aquest sentit és un pas.	heurística textual; pendent d'audició
193	898.040	900.440	indeterminat	baixa	no hi ha senyal textual suficient	Un altre factor d'aquests de desigualtat,	heurística textual; pendent d'audició
194	900.640	903.440	indeterminat	baixa	no hi ha senyal textual suficient	de fet ens ho deies tot al principi, Joan,	heurística textual; pendent d'audició
195	903.640	909.840	indeterminat	baixa	no hi ha senyal textual suficient	és l'Ètnia, no ens enganyem, vull dir, no podem ser falsos.	heurística textual; pendent d'audició
196	911.240	916.080	mixt-indeterminat	baixa	pregunta i resposta possible dins el mateix segment	Jo crec que hi ha gent que t'ofereix el sou, depenent de qui ets, d'on vens?	heurística textual; pendent d'audició
197	916.080	918.720	indeterminat	baixa	no hi ha senyal textual suficient	Sí, sí, bueno, a...	heurística textual; pendent d'audició
198	918.720	923.040	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Esperant-se, hi ha molts estudis sobre aquest tema, o sigui que ja depèn del barri, no?	heurística textual; pendent d'audició
199	923.040	928.000	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Tu envies un currículum d'un barri o d'un altre i a millor tens més voluntat de trobar feina, no?	heurística textual; pendent d'audició
200	928.000	932.800	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Sí, i això està associat amb els estirotips i amb els prejudicis, no?	heurística textual; pendent d'audició
201	932.800	938.280	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir que, al final, sí que és molt important dissoldre aquests prejudicis,	heurística textual; pendent d'audició
202	938.280	942.880	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	perquè, a final, les persones són molt més similars de la que ens pensem, no?	heurística textual; pendent d'audició
203	942.880	947.560	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir que, llavors, quan posa això, jutges,	heurística textual; pendent d'audició
204	947.560	951.200	indeterminat	baixa	no hi ha senyal textual suficient	o valores una persona en funció d'aquests estirotifs,	heurística textual; pendent d'audició
205	951.200	956.040	indeterminat	baixa	no hi ha senyal textual suficient	és una cosa molt perillosa i ja perquè no és irracional.	heurística textual; pendent d'audició
206	956.040	958.440	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir, ho fem tots, però és irracional.	heurística textual; pendent d'audició
207	958.440	959.040	indeterminat	baixa	no hi ha senyal textual suficient	Sí, sí, sí.	heurística textual; pendent d'audició
208	959.040	962.080	indeterminat	baixa	no hi ha senyal textual suficient	Tots els andorrans, que no, 50.000...	heurística textual; pendent d'audició
209	962.080	965.000	indeterminat	baixa	no hi ha senyal textual suficient	Bé, tota la població, 80.000, no som iguals,	heurística textual; pendent d'audició
210	965.000	971.320	joan-mico-probable	baixa	segment llarg compatible amb resposta	però si això ho tenim clar, és impensable pensar que totes d'un país, que són milions, siguin iguals.	heurística textual; pendent d'audició
211	971.320	979.280	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	És que no té cap sentit. O sigui, ho fem tot, però estem fent una cosa que no és racional, correcte?	heurística textual; pendent d'audició
212	979.280	981.160	indeterminat	baixa	no hi ha senyal textual suficient	Sí, sí. Tinc d'acord, estic d'acord.	heurística textual; pendent d'audició
213	981.160	987.200	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Un altre desigualtat que aniria llegada amb això que ens estàs explicant és el territori, no?	heurística textual; pendent d'audició
214	987.200	989.200	indeterminat	baixa	no hi ha senyal textual suficient	El territori també crea desigualtats.	heurística textual; pendent d'audició
215	989.200	995.920	indeterminat	baixa	no hi ha senyal textual suficient	El territori crea desigualtat, sí, perquè crea diferents oportunitats d'accés a això,	heurística textual; pendent d'audició
216	995.920	1001.080	indeterminat	baixa	no hi ha senyal textual suficient	als vents comuns o les diferències que pot crear moltes desigualtats.	heurística textual; pendent d'audició
217	1001.080	1006.160	joan-mico-probable	baixa	segment llarg compatible amb resposta	Clar, no és un país petit, llavors això és no tan menys, però sí que és veritat que depèn dels vius,	heurística textual; pendent d'audició
218	1006.160	1012.000	indeterminat	baixa	no hi ha senyal textual suficient	doncs les combinacions pot complicar una mica la vida i som un país molt petit.	heurística textual; pendent d'audició
219	1012.000	1018.360	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Com parlen de països grans, clar, això també països com Espanya o França s'ha anat diluint,	heurística textual; pendent d'audició
220	1018.360	1023.840	indeterminat	baixa	no hi ha senyal textual suficient	La diferència entre càmig i ciutat, però abans era imbèstia, molt bèstia.	heurística textual; pendent d'audició
221	1023.840	1025.840	indeterminat	baixa	no hi ha senyal textual suficient	La vida rural, la vida humanita.	heurística textual; pendent d'audició
222	1025.840	1030.800	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	També hi havia uns estirotips que a vegades es fan bromes, però sí que continuen nabent, no?	heurística textual; pendent d'audició
223	1030.800	1036.840	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	I tot i que ara ja els serveis dels pobles són, estan molt bé, no?	heurística textual; pendent d'audició
224	1038.840	1042.680	indeterminat	baixa	no hi ha senyal textual suficient	Condició de discapacitat. També crea aquesta desigualtat.	heurística textual; pendent d'audició
225	1042.680	1044.680	indeterminat	baixa	no hi ha senyal textual suficient	També crea aquesta desigualtat.	heurística textual; pendent d'audició
226	1044.680	1055.960	joan-mico-probable	baixa	segment llarg compatible amb resposta	I aquí sí que és, i això també és un gran canvi que està passant i que encara cada cop més ha d'evolucionar.	heurística textual; pendent d'audició
227	1055.960	1066.960	joan-mico-probable	baixa	segment llarg compatible amb resposta	I això sí, perquè s'ha de valorar i s'ha de donar les possibilitats perquè tot el món o totes les persones puguin tenir les mateixes oportunitats.	heurística textual; pendent d'audició
228	1066.960	1071.520	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Això és veritat, sí. S'han fet molts grans passos, no?	heurística textual; pendent d'audició
229	1071.600	1075.640	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Però, bueno, cada cop s'han de fer més, no? Sí, sí.	heurística textual; pendent d'audició
230	1075.720	1078.920	indeterminat	baixa	no hi ha senyal textual suficient	També al final, perquè hi ha aquests estereotips, també condicionen.	heurística textual; pendent d'audició
231	1079.000	1082.400	indeterminat	baixa	no hi ha senyal textual suficient	I ara també sí que hi ha moltes coses que han canviat,	heurística textual; pendent d'audició
232	1082.480	1086.080	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	però aquests estereotips també hem de continuar canviant-los, no?	heurística textual; pendent d'audició
233	1086.840	1090.400	indeterminat	baixa	no hi ha senyal textual suficient	A vegades també sí que és cert que probablement	heurística textual; pendent d'audició
234	1090.480	1092.000	indeterminat	baixa	no hi ha senyal textual suficient	hi ha sigui una persona d'avançar d'edat,	heurística textual; pendent d'audició
235	1092.080	1094.480	indeterminat	baixa	no hi ha senyal textual suficient	i amb això no vull dir que sigui ni tots ni totes	heurística textual; pendent d'audició
236	1094.560	1096.560	indeterminat	baixa	no hi ha senyal textual suficient	Els que tenen una data avançada.	heurística textual; pendent d'audició
237	1097.560	1100.560	indeterminat	baixa	no hi ha senyal textual suficient	Però sí que depèn de quina discapacitat és com...	heurística textual; pendent d'audició
238	1101.560	1104.560	indeterminat	baixa	no hi ha senyal textual suficient	Saps, sense voler, sense voler, estic convençut.	heurística textual; pendent d'audició
239	1104.560	1107.560	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Crees aquesta distància, no? Ostres, tu...	heurística textual; pendent d'audició
240	1107.560	1111.560	indeterminat	baixa	no hi ha senyal textual suficient	Clar, sí, sí. No, no. Es crea aquesta distància.	heurística textual; pendent d'audició
241	1111.560	1113.560	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	I després per què ha anat canviant els paradigmes, no?	heurística textual; pendent d'audició
242	1114.560	1117.560	joan-mico-probable	baixa	primera persona i resposta desenvolupada	Jo me'n recordo que en una època que era com que...	heurística textual; pendent d'audició
243	1118.560	1122.560	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Per bé d'ells, no?, s'havien d'estar en institucions diferents.	heurística textual; pendent d'audició
244	1122.560	1125.480	indeterminat	baixa	no hi ha senyal textual suficient	Clar, ara la mentalitat és totalment diferent.	heurística textual; pendent d'audició
245	1125.480	1130.840	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir, no, al contrari, les persones que tenen algun més cavament el que sigui	heurística textual; pendent d'audició
246	1130.840	1136.520	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	han de tenir l'aportunitat de viure amb igualtat de condicions amb tothom i barrejar-se, no?	heurística textual; pendent d'audició
247	1136.520	1140.520	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir, però això són canvis de paradigma que tu estàs a millor, no sigui que vol...	heurística textual; pendent d'audició
248	1140.520	1143.480	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	És que es vol parlar a la societat i per la discapacitat?	heurística textual; pendent d'audició
249	1143.480	1146.480	indeterminat	baixa	no hi ha senyal textual suficient	Per la discapacitat, sí, ja fa, tot s'ha d'assumir.	heurística textual; pendent d'audició
250	1146.480	1150.040	indeterminat	baixa	no hi ha senyal textual suficient	Hi ha parts que en qualsevol moment a tothom es pot passar qualsevol cosa.	heurística textual; pendent d'audició
251	1150.040	1150.680	indeterminat	baixa	no hi ha senyal textual suficient	Correcte.	heurística textual; pendent d'audició
252	1150.680	1158.720	indeterminat	baixa	no hi ha senyal textual suficient	Ara que sigui temporalment, que trenquis una cama o que tinguis un problema de salut mental,	heurística textual; pendent d'audició
253	1158.720	1165.920	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	perquè, a final, la diferència tampoc és que estem tots una mica dependents del que et pot passar.	heurística textual; pendent d'audició
254	1165.920	1170.720	indeterminat	baixa	no hi ha senyal textual suficient	Pots passar que en algun moment donat de la nostra vida, que estem en una situació,	heurística textual; pendent d'audició
255	1170.720	1179.840	joan-mico-probable	baixa	segment llarg compatible amb resposta	i llavors això, és clar, hem d'assumir que això és una normalitat i que la llenem de buscar que tinguin total...	heurística textual; pendent d'audició
256	1179.840	1186.840	joan-mico-probable	baixa	primera persona i resposta desenvolupada	Ho he dit moltes vegades per antena, jo de jove estibo ja va per a Mola, davant d'Oleana.	heurística textual; pendent d'audició
257	1186.840	1196.840	joan-mico-probable	baixa	segment llarg compatible amb resposta	Pobla no ha arribat sense habitants, en certs moments, sent ni pocs, recordo una noia que la magaven a casa.	heurística textual; pendent d'audició
258	1196.840	1204.840	indeterminat	baixa	no hi ha senyal textual suficient	"No sortia pobret, ni... ja podia fer sol, navar, ploure, i dius ""hòstia, què dur""."	heurística textual; pendent d'audició
259	1204.840	1213.800	indeterminat	baixa	no hi ha senyal textual suficient	Això és una pena, però que passa més el que sembla o que ha passat.	heurística textual; pendent d'audició
260	1213.800	1217.000	indeterminat	baixa	no hi ha senyal textual suficient	-Això és el que ha passat més. -Doncs ara et deixes més tocat.	heurística textual; pendent d'audició
261	1217.000	1221.480	joan-mico-probable	baixa	primera persona i resposta desenvolupada	-Sí, ara et deixes més tocat perquè jo parlo de fa 40 anys. -No, però sí.	heurística textual; pendent d'audició
262	1221.480	1226.840	joan-mico-probable	baixa	segment llarg compatible amb resposta	Algún treball que hem fet sí que algun cas passa, és com que hi ha com una vergonya.	heurística textual; pendent d'audició
263	1226.840	1234.000	joan-mico-probable	baixa	segment llarg compatible amb resposta	Bueno, canvi de tema, però una cosa interessant és que algun treball que hem fet sobre pobreza també passa igual.	heurística textual; pendent d'audició
264	1234.000	1237.080	indeterminat	baixa	no hi ha senyal textual suficient	Sí, moltes persones que millor no demanen ajuda i tal,	heurística textual; pendent d'audició
265	1237.160	1240.040	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	perquè al final és com la idea aquesta	heurística textual; pendent d'audició
266	1240.120	1242.880	indeterminat	baixa	no hi ha senyal textual suficient	de que ets pobre perquè has fet alguna cosa malament.	heurística textual; pendent d'audició
267	1242.960	1247.680	indeterminat	baixa	no hi ha senyal textual suficient	O tens un problema econòmic, un problema d'això.	heurística textual; pendent d'audició
268	1247.760	1249.800	indeterminat	baixa	no hi ha senyal textual suficient	D'exclusió, perquè és culpa teva.	heurística textual; pendent d'audició
269	1249.880	1252.520	indeterminat	baixa	no hi ha senyal textual suficient	Això també fa que la gent es retregui	heurística textual; pendent d'audició
270	1252.600	1257.440	indeterminat	baixa	no hi ha senyal textual suficient	i aquest sentit són societats que són dures.	heurística textual; pendent d'audició
271	1257.520	1263.520	indeterminat	baixa	no hi ha senyal textual suficient	Són dures, perquè és una mica que al final la culpa és teva.	heurística textual; pendent d'audició
272	1263.600	1266.000	indeterminat	baixa	no hi ha senyal textual suficient	i això també és bastant bé.	heurística textual; pendent d'audició
273	1266.400	1268.800	joan-mico-probable	baixa	primera persona i resposta desenvolupada	Joan, això em ve perfecte el que acabes de dir	heurística textual; pendent d'audició
274	1268.880	1271.920	indeterminat	baixa	no hi ha senyal textual suficient	per posar-te sobre la taula nens i nenes,	heurística textual; pendent d'audició
275	1272.000	1275.720	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	perquè a vegades, doncs això, si el nucli familiar	heurística textual; pendent d'audició
276	1277.000	1280.920	indeterminat	baixa	no hi ha senyal textual suficient	doncs té un sou per anar fent, per anar vivint,	heurística textual; pendent d'audició
277	1281.320	1283.600	indeterminat	baixa	no hi ha senyal textual suficient	clar, aquests nens i nenes estan exposats	heurística textual; pendent d'audició
278	1283.680	1287.840	indeterminat	baixa	no hi ha senyal textual suficient	a aquesta exclusió social, a aquesta pobreza,	heurística textual; pendent d'audició
279	1288.600	1291.480	indeterminat	baixa	no hi ha senyal textual suficient	i el que deies a l'escola pot ser molt dur.	heurística textual; pendent d'audició
280	1292.160	1295.160	indeterminat	baixa	no hi ha senyal textual suficient	La escola pot ser molt dur, sí, la escola pot ser molt dur.	heurística textual; pendent d'audició
281	1296.160	1301.160	indeterminat	baixa	no hi ha senyal textual suficient	Finalment, els nostres sistemes, independentment que un sigui d'una ideologia o d'una altra,	heurística textual; pendent d'audició
282	1301.160	1305.160	joan-mico-probable	baixa	primera persona i resposta desenvolupada	crec que el que busquen és que hi hagi igualtat d'oportunitats	heurística textual; pendent d'audició
283	1305.160	1308.160	indeterminat	baixa	no hi ha senyal textual suficient	o que s'intentin aquesta igualtat d'oportunitats.	heurística textual; pendent d'audició
284	1308.160	1314.160	indeterminat	baixa	no hi ha senyal textual suficient	Això és la teoria, la pràctica és que s'arriba o s'intenta arribar,	heurística textual; pendent d'audició
285	1314.160	1318.160	indeterminat	baixa	no hi ha senyal textual suficient	però la realitat és que no tothom tenia les mateixes oportunitats.	heurística textual; pendent d'audició
286	1318.160	1321.160	indeterminat	baixa	no hi ha senyal textual suficient	I dins de les escoles, les escoles de les classes,	heurística textual; pendent d'audició
287	1321.160	1324.800	indeterminat	baixa	no hi ha senyal textual suficient	Al final també és que hi ha aquesta piràmide prestigi,	heurística textual; pendent d'audició
288	1324.880	1328.800	indeterminat	baixa	no hi ha senyal textual suficient	al qual sempre hi ha alguns que estan a sobre i que estan a sota.	heurística textual; pendent d'audició
289	1328.880	1334.000	joan-mico-probable	baixa	segment llarg compatible amb resposta	Vull dir que, al final, els nens tampoc fan una altra cosa que imita el que fem fora.	heurística textual; pendent d'audició
290	1334.080	1336.320	indeterminat	baixa	no hi ha senyal textual suficient	Vull dir que, al final, els nens fan...	heurística textual; pendent d'audició
291	1336.400	1341.040	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	No, és que som una societat on fem, no?	heurística textual; pendent d'audició
292	1341.120	1343.000	indeterminat	baixa	no hi ha senyal textual suficient	Tenim aquests estilotifs...	heurística textual; pendent d'audició
293	1343.080	1346.800	indeterminat	baixa	no hi ha senyal textual suficient	I a vegades, també per reafirmar-nos,	heurística textual; pendent d'audició
294	1346.880	1350.600	indeterminat	baixa	no hi ha senyal textual suficient	necessitem que algú estigui sentint-nos superiors a uns altres.	heurística textual; pendent d'audició
295	1350.680	1355.680	indeterminat	baixa	no hi ha senyal textual suficient	Això és una cosa que, en general, hauríem de canviar.	heurística textual; pendent d'audició
296	1356.760	1362.080	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Totes resumeixen, Joan, perquè acabem ja, en educació i respecte?	heurística textual; pendent d'audició
297	1362.160	1367.400	indeterminat	baixa	no hi ha senyal textual suficient	Educació i respecte, sí, sí, entendre la diversitat, valorar-la, valorar-la.	heurística textual; pendent d'audició
298	1367.480	1373.560	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	I no entrar amb els estirotips, no? Això ho veiem.	heurística textual; pendent d'audició
299	1373.640	1379.960	indeterminat	baixa	no hi ha senyal textual suficient	És superdifícil, perquè ho fem tots, però això és la base.	heurística textual; pendent d'audició
300	1380.040	1383.960	indeterminat	baixa	no hi ha senyal textual suficient	i, a final, que tothom tingui igualtat de oportunitats.	heurística textual; pendent d'audició
301	1384.040	1386.520	indeterminat	baixa	no hi ha senyal textual suficient	Després, la vida portarà per un costat o l'altre,	heurística textual; pendent d'audició
302	1386.600	1391.480	indeterminat	baixa	no hi ha senyal textual suficient	però que, al final, que tinguem el màxim de igualtat d'oportunitats per tots.	heurística textual; pendent d'audició
303	1391.560	1393.720	indeterminat	baixa	no hi ha senyal textual suficient	Jo afegiria fins i tot empatia,	heurística textual; pendent d'audició
304	1393.800	1396.280	indeterminat	baixa	no hi ha senyal textual suficient	però aniria dins l'educació i el respecte, també.	heurística textual; pendent d'audició
305	1396.360	1397.640	indeterminat	baixa	no hi ha senyal textual suficient	Sí, no, empat, sí.	heurística textual; pendent d'audició
306	1397.720	1399.640	indeterminat	baixa	no hi ha senyal textual suficient	Però em refereixo, a que vegades,	heurística textual; pendent d'audició
307	1399.720	1403.000	joan-mico-probable	baixa	primera persona i resposta desenvolupada	jo crec que si no hem fet tots el 99,9%,	heurística textual; pendent d'audició
308	1403.080	1407.480	indeterminat	baixa	no hi ha senyal textual suficient	veus algú vestit de certa manera o amb uns pantalons una mica estripats,	heurística textual; pendent d'audició
309	1407.560	1411.160	joan-mico-probable	baixa	primera persona i resposta desenvolupada	Tens aquests de moda que, escolta'm, saps que ja no em portin de tan estripat.	heurística textual; pendent d'audició
310	1411.160	1414.160	indeterminat	baixa	no hi ha senyal textual suficient	Clar, quan està de moda, llavors és el màxim.	heurística textual; pendent d'audició
311	1414.160	1417.160	indeterminat	baixa	no hi ha senyal textual suficient	Exacte. I tens aquell comentari fixat com va aquest.	heurística textual; pendent d'audició
312	1417.160	1420.160	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	I dius, saps la seva situació?	heurística textual; pendent d'audició
313	1420.160	1422.160	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Vull dir, empatia, no?	heurística textual; pendent d'audició
314	1422.160	1424.160	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Perquè el millor està passant fatal	heurística textual; pendent d'audició
315	1424.160	1427.160	indeterminat	baixa	no hi ha senyal textual suficient	i necessita malauradament anar amb aquells pantalons estripats.	heurística textual; pendent d'audició
316	1427.160	1429.160	indeterminat	baixa	no hi ha senyal textual suficient	Sí, sí, sí.	heurística textual; pendent d'audició
317	1429.160	1433.160	indeterminat	baixa	no hi ha senyal textual suficient	Sí, segurament el que dius tu és el més important, la empatia.	heurística textual; pendent d'audició
318	1433.160	1437.160	indeterminat	baixa	no hi ha senyal textual suficient	Intentar entendre i no jutjar i després això.	heurística textual; pendent d'audició
319	1437.160	1441.000	indeterminat	baixa	no hi ha senyal textual suficient	no valorar els demés en funció del que tenen o el que no tenen.	heurística textual; pendent d'audició
320	1441.080	1442.400	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Això ens costarà, eh?	heurística textual; pendent d'audició
321	1442.480	1443.480	indeterminat	baixa	no hi ha senyal textual suficient	Això és costar molt.	heurística textual; pendent d'audició
322	1443.560	1445.760	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Perquè aquest segle XX ha vingut molt fort en aquest tema.	heurística textual; pendent d'audició
323	1445.840	1448.880	indeterminat	baixa	no hi ha senyal textual suficient	Que és de tota la vida, suposo, però ara Joan és...	heurística textual; pendent d'audició
324	1448.960	1452.880	indeterminat	baixa	no hi ha senyal textual suficient	Sí, bueno, perquè final és tema amb la mateixa dinàmica de sempre.	heurística textual; pendent d'audició
325	1452.960	1454.920	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Per què compren coses?	heurística textual; pendent d'audició
326	1455.000	1458.200	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	Perquè final és bé que, si tens això, seràs més feliç.	heurística textual; pendent d'audició
327	1458.280	1459.840	indeterminat	baixa	no hi ha senyal textual suficient	Amb el qual ho compres,	heurística textual; pendent d'audició
328	1459.920	1463.240	indeterminat	baixa	no hi ha senyal textual suficient	i el fet que algú utilitzi l'altre i hi ha gent que no té,	heurística textual; pendent d'audició
329	1463.320	1466.760	indeterminat	baixa	no hi ha senyal textual suficient	tu et sents que ja això és una cosa psicològica...	heurística textual; pendent d'audició
330	1466.840	1473.840	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	De manera subconscient. Aquests pantalons estripats que avançarà ara és caríssim, no?	heurística textual; pendent d'audició
331	1473.840	1477.840	indeterminat	baixa	no hi ha senyal textual suficient	Sí, sí, sí. Més car que sense estar estripats.	heurística textual; pendent d'audició
332	1477.840	1484.840	entrevistador-probable	mitjana	marcador interrogatiu o inici de pregunta	És irracional, però entrem sense cap... completament de manera crítica, no?	heurística textual; pendent d'audició
333	1484.840	1491.840	joan-mico-probable	baixa	segment llarg compatible amb resposta	36 n'hi ha d'Andorra de la 55, n'ha a Universitat Catalana d'Estiu, la temàtica, Andorra i la desigualtat.	heurística textual; pendent d'audició
334	1491.840	1495.520	indeterminat	baixa	no hi ha senyal textual suficient	i en Joan Mico, coordinador de sociologia d'Andorra a recerca i innovació,	heurística textual; pendent d'audició
335	1495.600	1498.000	indeterminat	baixa	no hi ha senyal textual suficient	durarà a terme una ponència que, d'un partítol,	heurística textual; pendent d'audició
336	1498.080	1501.040	indeterminat	baixa	no hi ha senyal textual suficient	factor estructurals de les desigualtats en d'Orra	heurística textual; pendent d'audició
337	1501.120	1504.200	indeterminat	baixa	no hi ha senyal textual suficient	serà el proper dissabte, dia 19.	heurística textual; pendent d'audició
338	1504.280	1506.480	indeterminat	baixa	no hi ha senyal textual suficient	Joan, moltíssimes gràcies. A vosaltres.	heurística textual; pendent d'audició
