model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
small	discurs	bé	611	1780.760	1782.760	0.0000	Molt bé, tinc una pregunta.	candidat ASR; pendent d'audició
small	discurs	bueno	615	1790.520	1793.640	0.0000	Bueno, fer soroll mai he buscat fer soroll.	candidat ASR; pendent d'audició
small	discurs	per tant	623	1811.720	1813.720	0.0000	I, per tant, jo ho cridava fer soroll.	candidat ASR; pendent d'audició
small	discurs	perquè	627	1823.640	1825.640	0.0000	perquè els indicadors són els que són.	candidat ASR; pendent d'audició
small	discurs	bé	633	1839.960	1841.960	0.0000	Jo potser no parlo tan bé...	candidat ASR; pendent d'audició
small	discurs	bé	634	1842.040	1844.920	0.0000	I parlo amb un accent francès, no parlo tan bé com algú.	candidat ASR; pendent d'audició
small	discurs	és a dir	640	1859.720	1863.560	0.0000	És a dir, que veuen com propostes constructives.	candidat ASR; pendent d'audició
small	discurs	perquè	643	1868.280	1871.480	0.0000	Perquè estem en un moment en què es parla de la gent que ha de parlar català.	candidat ASR; pendent d'audició
small	discurs	doncs	646	1876.520	1879.240	0.0000	Doncs una altra tindrà del Maria i una altra de Suec.	candidat ASR; pendent d'audició
small	discurs	bé	648	1881.400	1883.400	0.0000	Però si el parla, parla molt bé. De fet, està professora.	candidat ASR; pendent d'audició
small	discurs	de fet	648	1881.400	1883.400	0.0000	Però si el parla, parla molt bé. De fet, està professora.	candidat ASR; pendent d'audició
small	discurs	no?	650	1885.560	1888.360	0.0000	Que avui comencen el curs, per cert. No s'enyorarà d'això, no?	candidat ASR; pendent d'audició
small	discurs	bueno	653	1892.920	1894.920	0.0000	Bueno, senyora, sí, sí, sí.	candidat ASR; pendent d'audició
small	discurs	és a dir	660	1911.240	1914.520	0.0000	És a dir, jo tinc la gran sort de ser apassionat amb tot el que faig.	candidat ASR; pendent d'audició
small	discurs	no?	663	1918.760	1920.760	0.0000	Vostè està perdent càl·lic, fent política o no?	candidat ASR; pendent d'audició
small	discurs	perquè	665	1922.920	1924.920	0.0000	perquè quan em vaig separar del senyor Pintat,	candidat ASR; pendent d'audició
small	discurs	és a dir	667	1927.080	1930.280	0.0000	És a dir, que no podia estar a la universitat	candidat ASR; pendent d'audició
small	discurs	per tant	669	1932.440	1935.400	0.0000	I, per tant, quan vaig marxar del meu grup parlamentari,	candidat ASR; pendent d'audició
small	discurs	doncs	672	1943.240	1945.240	0.0000	Cada mes, doncs, són uns 30.000 euros.	candidat ASR; pendent d'audició
small	discurs	perquè	675	1953.320	1957.560	0.0000	perquè volia, realment, canviar el reglament del consellera general,	candidat ASR; pendent d'audició
small	discurs	doncs	676	1957.640	1961.240	0.0000	per no permetre, doncs, el pagament de ceraris suplementaris,	candidat ASR; pendent d'audició
small	discurs	clar	679	1965.800	1969.400	0.0000	He perdut com 10.000 euros més, perquè, clar,	candidat ASR; pendent d'audició
small	discurs	perquè	679	1965.800	1969.400	0.0000	He perdut com 10.000 euros més, perquè, clar,	candidat ASR; pendent d'audició
small	discurs	bé	681	1972.440	1974.760	0.0000	Però anirà bé de calés, vostè, anirà tranquil·la,	candidat ASR; pendent d'audició
small	discurs	perquè	682	1974.840	1976.840	0.0000	perquè, si...	candidat ASR; pendent d'audició
small	discurs	clar	683	1976.920	1979.240	0.0000	Què passa? Que jo vaig vendre coses, clar, perquè has d'aguantar.	candidat ASR; pendent d'audició
small	discurs	perquè	683	1976.920	1979.240	0.0000	Què passa? Que jo vaig vendre coses, clar, perquè has d'aguantar.	candidat ASR; pendent d'audició
small	discurs	clar	684	1979.320	1981.320	0.0000	Has d'aguantar, clar, vaig fer sacrificis, clar.	candidat ASR; pendent d'audició
small	discurs	perquè	687	1985.560	1987.560	0.0000	perquè jo, quan vaig començar a treballar,	candidat ASR; pendent d'audició
small	discurs	clar	688	1987.640	1990.440	0.0000	vaig començar a invertir en el mercat de lloguer, clar, justament.	candidat ASR; pendent d'audició
small	discurs	doncs	690	1994.120	1997.720	0.0000	I vaig estar molts anys, doncs, compren pisos,	candidat ASR; pendent d'audició
small	discurs	bé	693	2001.960	2005.240	0.0000	I, clar, sempre m'ha anat bé, però, clar,	candidat ASR; pendent d'audició
small	discurs	clar	693	2001.960	2005.240	0.0000	I, clar, sempre m'ha anat bé, però, clar,	candidat ASR; pendent d'audició
small	discurs	clar	696	2009.480	2012.280	0.0000	i després s'ha de tornar a invertir en el meu país, clar.	candidat ASR; pendent d'audició
small	discurs	doncs	697	2012.360	2014.360	0.0000	És això, doncs, sacrificis.	candidat ASR; pendent d'audició
small	discurs	perquè	699	2018.360	2021.960	0.0000	perquè, inclús, no em vaig reincorporar mai a la universitat,	candidat ASR; pendent d'audició
small	discurs	perquè	701	2024.120	2026.120	0.0000	perquè tenien 3 persones per substituir-me.	candidat ASR; pendent d'audició
small	discurs	llavors	702	2026.200	2028.600	0.0000	Llavors, el que vaig decidir, eh,	candidat ASR; pendent d'audició
small	discurs	a veure	706	2037.480	2039.480	0.0000	a veure, ajudar i m'entendre-ho,	candidat ASR; pendent d'audició
small	discurs	doncs	707	2039.560	2043.000	0.0000	perquè una persona de la seva edat, doncs, el que està és amb més vostès mare, eh.	candidat ASR; pendent d'audició
small	discurs	perquè	707	2039.560	2043.000	0.0000	perquè una persona de la seva edat, doncs, el que està és amb més vostès mare, eh.	candidat ASR; pendent d'audició
small	discurs	clar	711	2052.840	2056.040	0.0000	Vull que els meus fills tinguin oportunitats aquí en d'hora, clar.	candidat ASR; pendent d'audició
small	discurs	a nivell	717	2067.000	2069.560	0.0000	És que t'estan matxacant a nivell dels mitjans.	candidat ASR; pendent d'audició
small	discurs	perquè	718	2069.640	2071.640	0.0000	Perquè a mi em deien de tot que podia...	candidat ASR; pendent d'audició
small	discurs	a nivell	723	2081.800	2085.720	0.0000	És a dir, a nivell dels comentaris, dels comentaris anònims, eh,	candidat ASR; pendent d'audició
small	discurs	és a dir	723	2081.800	2085.720	0.0000	És a dir, a nivell dels comentaris, dels comentaris anònims, eh,	candidat ASR; pendent d'audició
small	discurs	vull dir	732	2105.400	2107.400	0.0000	Vull dir que ja dic el que penso.	candidat ASR; pendent d'audició
small	discurs	llavors	735	2112.680	2115.960	0.0000	I després, d'aquí un temps, llavors, al mar s'aplana	candidat ASR; pendent d'audició
small	discurs	clar	739	2124.040	2127.960	0.0000	i després deixaré la primera línia política, perquè, clar, també...	candidat ASR; pendent d'audició
small	discurs	perquè	739	2124.040	2127.960	0.0000	i després deixaré la primera línia política, perquè, clar, també...	candidat ASR; pendent d'audició
small	discurs	és a dir	745	2143.720	2145.720	0.0000	És a dir, el nou líder, o lideresa,	candidat ASR; pendent d'audició
small	discurs	bueno	747	2147.880	2149.880	0.0000	Bueno, suposo que ja...	candidat ASR; pendent d'audició
small	discurs	perquè	750	2156.120	2159.560	0.0000	perquè la política és un entorn hostil.	candidat ASR; pendent d'audició
small	discurs	doncs	756	2173.320	2176.920	0.0000	Doncs mira, hi ha coses bones a tot arreu.	candidat ASR; pendent d'audició
small	discurs	clar	761	2187.320	2191.720	0.0000	L'economia, l'economia, clar, és que són les empreses.	candidat ASR; pendent d'audició
small	discurs	o sigui	764	2195.960	2197.960	0.0000	O sigui, que és de dretes.	candidat ASR; pendent d'audició
small	discurs	per tant	765	2198.040	2200.040	0.0000	Per tant, això és fonamental.	candidat ASR; pendent d'audició
small	discurs	és a dir	767	2202.680	2206.760	0.0000	És a dir, els treballadors han de poder viure del seu treball.	candidat ASR; pendent d'audició
small	discurs	llavors	768	2206.840	2210.040	0.0000	Llavors, hem d'ajudar a la gent necessitada que treballa.	candidat ASR; pendent d'audició
small	discurs	clar	771	2217.080	2219.080	0.0000	Digui'm un partit. Però clar, s'ha de...	candidat ASR; pendent d'audició
small	discurs	perquè	773	2222.360	2224.360	0.0000	Perquè nosaltres, què fem?	candidat ASR; pendent d'audició
small	discurs	a veure	774	2224.440	2227.640	0.0000	Vam fer un programa per dir, a veure, problemes i solucions.	candidat ASR; pendent d'audició
small	discurs	perquè	775	2227.720	2229.720	0.0000	Perquè hi ha coses bones a tot arreu.	candidat ASR; pendent d'audició
small	discurs	clar	776	2229.800	2233.240	0.0000	Clar. Però no és de centres, de centres, llavors.	candidat ASR; pendent d'audició
small	discurs	llavors	776	2229.800	2233.240	0.0000	Clar. Però no és de centres, de centres, llavors.	candidat ASR; pendent d'audició
small	discurs	bueno	778	2235.400	2239.240	0.0000	El color polític és una mica obsolet, però bueno...	candidat ASR; pendent d'audició
small	discurs	bé	786	2257.880	2260.200	0.0000	Ja són menys sexis, pel que diu vostè molt bé,	candidat ASR; pendent d'audició
small	discurs	perquè	787	2260.280	2262.280	0.0000	perquè l'eix se'ns està desplaçant	candidat ASR; pendent d'audició
small	discurs	de fet	797	2281.960	2284.760	0.0000	Una cosa és a dir, un programa d'accions, de fet.	candidat ASR; pendent d'audició
small	discurs	és a dir	797	2281.960	2284.760	0.0000	Una cosa és a dir, un programa d'accions, de fet.	candidat ASR; pendent d'audició
small	discurs	per tant	799	2288.920	2290.920	0.0000	i per tant s'ha de trobar solucions.	candidat ASR; pendent d'audició
small	discurs	clar	802	2296.120	2298.120	0.0000	Doncs jo estic en contra, clar.	candidat ASR; pendent d'audició
small	discurs	doncs	802	2296.120	2298.120	0.0000	Doncs jo estic en contra, clar.	candidat ASR; pendent d'audició
small	discurs	no?	803	2298.200	2301.000	0.0000	Ja m'entenc, ja sap per on vaig, no?	candidat ASR; pendent d'audició
small	discurs	perquè	804	2301.080	2304.120	0.0000	Perquè els que més tenen paguin més, per exemple,	candidat ASR; pendent d'audició
small	discurs	és a dir	810	2315.480	2318.200	0.0000	És a dir, que una persona, un empresari, té la inseguritat.	candidat ASR; pendent d'audició
small	discurs	clar	811	2318.280	2321.880	0.0000	Perquè clar, aquest més facturaré, no facturaré.	candidat ASR; pendent d'audició
small	discurs	perquè	811	2318.280	2321.880	0.0000	Perquè clar, aquest més facturaré, no facturaré.	candidat ASR; pendent d'audició
small	discurs	perquè	827	2363.240	2365.640	0.0000	perquè és la imatge que vostè transmet,	candidat ASR; pendent d'audició
small	discurs	bé	829	2367.800	2371.320	0.0000	Bé, no es devia casar en algun moment, però no m'he casat mai.	candidat ASR; pendent d'audició
small	discurs	doncs	830	2371.400	2373.400	0.0000	No m'he casat mai, doncs miri.	candidat ASR; pendent d'audició
small	discurs	doncs	833	2378.600	2383.800	0.0000	Doncs el que estic dient és que no l'he sentit pegar canya al capital cap dia.	candidat ASR; pendent d'audició
small	discurs	a nivell	836	2389.160	2392.680	0.0000	A nivell de l'ajutjament,	candidat ASR; pendent d'audició
small	discurs	doncs	840	2400.200	2402.200	0.0000	Hi ha alguns que sí. Doncs què passa?	candidat ASR; pendent d'audició
small	discurs	a nivell	847	2421.480	2425.880	0.0000	nombre d'habitacions, a nivell de l'estat del pis, perquè no és el mateix.	candidat ASR; pendent d'audició
small	discurs	perquè	847	2421.480	2425.880	0.0000	nombre d'habitacions, a nivell de l'estat del pis, perquè no és el mateix.	candidat ASR; pendent d'audició
small	discurs	doncs	848	2425.960	2429.800	0.0000	Doncs un pis nou, un pis antic, que no està reformat de res,	candidat ASR; pendent d'audició
small	discurs	doncs	850	2433.400	2435.400	0.0000	doncs amb molts criteris.	candidat ASR; pendent d'audició
small	discurs	doncs	852	2437.880	2440.760	0.0000	doncs si els propietaris s'acuïnen a aquesta greia,	candidat ASR; pendent d'audició
small	discurs	clar	856	2451.640	2455.160	0.0000	No són la majoria, clar, ara hi ha pocs pis en el mercat.	candidat ASR; pendent d'audició
small	discurs	bueno	858	2457.720	2462.120	0.0000	Bueno, no són la majoria, perquè què passa, que fa...	candidat ASR; pendent d'audició
small	discurs	perquè	858	2457.720	2462.120	0.0000	Bueno, no són la majoria, perquè què passa, que fa...	candidat ASR; pendent d'audició
small	discurs	a nivell	864	2479.000	2482.920	0.0000	que no abusen, doncs, a nivell de preus, és això.	candidat ASR; pendent d'audició
small	discurs	doncs	864	2479.000	2482.920	0.0000	que no abusen, doncs, a nivell de preus, és això.	candidat ASR; pendent d'audició
small	discurs	clar	868	2494.520	2496.920	0.0000	Clar, però no es pot descongelar d'un dia per l'altre,	candidat ASR; pendent d'audició
small	discurs	perquè	869	2497.000	2500.760	0.0000	perquè serà un caos, serà una destreza social.	candidat ASR; pendent d'audició
small	discurs	bé	870	2501.720	2505.640	0.0000	Bé, vostè ja m'entens abans, el que em refereixo és que...	candidat ASR; pendent d'audició
small	discurs	clar	873	2511.080	2514.360	0.0000	Clar, que deu haver persones que estan llogant justament,	candidat ASR; pendent d'audició
small	discurs	per tant	876	2518.760	2521.320	0.0000	Però els justos no han de pagar pels pecadors, per tant, aquí...	candidat ASR; pendent d'audició
small	discurs	perquè	880	2528.600	2530.920	0.0000	És que hi ha gent que l'estan traient de casa perquè t'ho expliquen.	candidat ASR; pendent d'audició
small	discurs	no?	881	2531.000	2532.840	0.0000	A vostè li deuen explicar, no?	candidat ASR; pendent d'audició
small	discurs	bé	884	2537.800	2540.680	0.0000	-Exacte. -Bé, crec que està bé que ho diem, també.	candidat ASR; pendent d'audició
small	discurs	clar	885	2540.760	2544.040	0.0000	-No, clar que sí. -Sí, hi ha un efecte rebot en tot això,	candidat ASR; pendent d'audició
small	discurs	bueno	890	2553.000	2555.000	0.0000	Bueno, perquè potser podries portar diferent.	candidat ASR; pendent d'audició
small	discurs	perquè	890	2553.000	2555.000	0.0000	Bueno, perquè potser podries portar diferent.	candidat ASR; pendent d'audició
small	discurs	clar	893	2563.880	2569.400	0.0000	que cobra les ajudes, que, clar, no responen a uns criteris.	candidat ASR; pendent d'audició
small	discurs	és a dir	896	2576.280	2579.880	0.0000	Una persona, per exemple, és a dir, una parella,	candidat ASR; pendent d'audició
small	discurs	clar	900	2588.040	2591.080	0.0000	És a dir, que, clar, s'ha de premiar més l'esforç, el treball,	candidat ASR; pendent d'audició
small	discurs	és a dir	900	2588.040	2591.080	0.0000	És a dir, que, clar, s'ha de premiar més l'esforç, el treball,	candidat ASR; pendent d'audició
small	discurs	a nivell	903	2596.200	2600.360	0.0000	I, efectivament, pica més a nivell fiscal,	candidat ASR; pendent d'audició
small	discurs	doncs	904	2600.440	2603.320	0.0000	doncs els propietaris que abusen per evitar l'espiculació.	candidat ASR; pendent d'audició
small	discurs	bueno	906	2607.560	2611.320	0.0000	i, bueno, ja esperem que totes les forces polítiques	candidat ASR; pendent d'audició
small	territorial	Sant Julià	913	2628.520	2631.400	0.0000	Diu, a les comunals es presentaran a Sant Julià de l'Ària?	candidat ASR; pendent d'audició
small	territorial	comunals	913	2628.520	2631.400	0.0000	Diu, a les comunals es presentaran a Sant Julià de l'Ària?	candidat ASR; pendent d'audició
small	territorial	comunals	916	2639.880	2644.760	0.0000	Per a les comunals, són més... No hi ha tanta filoso...	candidat ASR; pendent d'audició
small	discurs	clar	917	2644.840	2647.640	0.0000	No hi ha Europa, no hi ha certes coses, però, clar,	candidat ASR; pendent d'audició
small	discurs	evidentment	918	2647.720	2650.440	0.0000	s'ha d'anar en sentonia amb la política nacional, evidentment.	candidat ASR; pendent d'audició
small	discurs	bueno	919	2650.520	2653.000	0.0000	Però, bueno, no sabem si anirem sols.	candidat ASR; pendent d'audició
small	discurs	perquè	923	2662.840	2668.200	0.0000	Perquè això ha de ser un projecte de persones, d'accions.	candidat ASR; pendent d'audició
small	discurs	és a dir	924	2668.280	2670.280	0.0000	És a dir, un programa d'accions.	candidat ASR; pendent d'audició
small	discurs	perquè	925	2670.360	2672.360	0.0000	Em fa pensar, perquè em diuen això...	candidat ASR; pendent d'audició
small	territorial	Massana	928	2676.840	2678.840	0.0000	Sí, sí, exacte. Partit local de la Massana.	candidat ASR; pendent d'audició
small	discurs	doncs	932	2686.760	2688.760	0.0000	Doncs què passa, que jo crec que...	candidat ASR; pendent d'audició
small	discurs	evidentment	1085	3033.240	3035.240	0.0000	Evidentment que sí.	candidat ASR; pendent d'audició
small	discurs	clar	1087	3037.400	3039.880	0.0000	Perquè, clar, França es gasta amb molts milions d'euros.	candidat ASR; pendent d'audició
small	discurs	perquè	1087	3037.400	3039.880	0.0000	Perquè, clar, França es gasta amb molts milions d'euros.	candidat ASR; pendent d'audició
small	discurs	per tant	1088	3039.960	3041.960	0.0000	Per tant, són preguntes.	candidat ASR; pendent d'audició
small	discurs	perquè	1090	3048.600	3050.600	0.0000	Perquè ens pots costar molt car.	candidat ASR; pendent d'audició
small	discurs	bé	1096	3061.080	3063.080	0.0000	Gràcies per venir, que vagi molt bé.	candidat ASR; pendent d'audició
base	discurs	bé	24	82.000	86.000	0.0000	i crec que vostè no l'han considerat molt bé.	candidat ASR; pendent d'audició
base	discurs	doncs	31	105.320	107.360	0.0000	doncs que vostè té interactua amb govern.	candidat ASR; pendent d'audició
base	discurs	a nivell	35	113.680	117.760	0.0000	La prova és que, a nivell de la moratòria de la inversió extranjera,	candidat ASR; pendent d'audició
base	discurs	perquè	37	120.480	125.720	0.0000	perquè hi havia una insiguritat jurídica en el text inicial,	candidat ASR; pendent d'audició
base	discurs	perquè	38	125.800	129.360	0.0000	perquè no havien previst de protegir les promeses de vendes i afirmades	candidat ASR; pendent d'audició
base	discurs	perquè	44	142.760	145.520	0.0000	perquè qualsevol medicament afecta a segonaris,	candidat ASR; pendent d'audició
base	discurs	per tant	45	145.600	151.040	0.0000	i per tant, quan comprem un, per exemple, un efer al gany o un imuprofeno,	candidat ASR; pendent d'audició
base	discurs	per tant	47	153.480	157.480	0.0000	i per tant, el que reclamava és transparentia,	candidat ASR; pendent d'audició
base	discurs	perquè	52	167.160	171.720	0.0000	No, no, de cap, de cap, perquè ara mateix,	candidat ASR; pendent d'audició
base	discurs	és a dir	56	181.760	185.360	0.0000	És a dir, que si trombocis em volia pulmonar, marcar passos,	candidat ASR; pendent d'audició
base	discurs	és a dir	58	186.720	189.880	0.0000	És a dir, qualsevol medicament afecta a segonaris.	candidat ASR; pendent d'audició
base	discurs	per tant	59	189.960	195.360	0.0000	I per tant, el meu pare no es podia obligar a la gent a vacunar-se,	candidat ASR; pendent d'audició
base	discurs	perquè	60	195.440	198.880	0.0000	perquè després, quan tenim efectes segonaris, aquí n'aporta a piquem.	candidat ASR; pendent d'audició
base	discurs	perquè	63	205.120	208.480	0.0000	perquè la vacuna no impedia la transmissió de virus,	candidat ASR; pendent d'audició
base	discurs	per tant	64	208.560	210.880	0.0000	i per tant, penso que cadascú...	candidat ASR; pendent d'audició
base	discurs	clar	67	217.760	221.280	0.0000	Perquè, clar, el fet de vacunar-me hagués pogut estar malalta	candidat ASR; pendent d'audició
base	discurs	perquè	67	217.760	221.280	0.0000	Perquè, clar, el fet de vacunar-me hagués pogut estar malalta	candidat ASR; pendent d'audició
base	discurs	per tant	68	221.360	223.280	0.0000	i contagials de més, per tant.	candidat ASR; pendent d'audició
base	discurs	perquè	72	234.440	237.360	0.0000	perquè pensem que és la val, en el que descansa una migueta	candidat ASR; pendent d'audició
base	discurs	no?	75	245.080	248.200	0.0000	I ens consideràvem tots molts fràgils, no?	candidat ASR; pendent d'audició
base	discurs	bé	76	248.280	251.120	0.0000	I bé, si les autoritats hi ha un vacuna posat vacunes.	candidat ASR; pendent d'audició
base	discurs	no?	77	251.200	252.880	0.0000	I vostè, que no, que no?	candidat ASR; pendent d'audició
base	discurs	és a dir	78	252.960	257.440	0.0000	Sí, és a dir, teniu un precedent en la història, és a dir, amb l'agripeviar.	candidat ASR; pendent d'audició
base	discurs	és a dir	83	274.160	277.160	0.0000	És a dir, no tenen responsabilitat les firmes farmàseutiques, en aquest cas.	candidat ASR; pendent d'audició
base	discurs	és a dir	84	277.240	280.120	0.0000	És a dir que si hi ha efectes segondaris, normalment són les estats que paguen.	candidat ASR; pendent d'audició
base	discurs	a nivell	85	280.200	283.680	0.0000	I a nivell de l'agripeviar va haver molts problemes de narcolepsia.	candidat ASR; pendent d'audició
base	discurs	per tant	86	283.760	285.520	0.0000	I per tant, els estats...	candidat ASR; pendent d'audició
base	discurs	no?	87	285.600	287.040	0.0000	És que la gent s'ha d'or, no?	candidat ASR; pendent d'audició
base	discurs	perquè	89	288.600	291.880	0.0000	-Costadament. -Sí, sí, sí, perquè també era experimental.	candidat ASR; pendent d'audició
base	discurs	per tant	90	291.960	294.840	0.0000	I per tant, vam maconar gent, però no tanta gent com ara.	candidat ASR; pendent d'audició
base	discurs	per tant	91	294.920	298.200	0.0000	I per tant, jo vaig dir, ojo, tenim precedents.	candidat ASR; pendent d'audició
base	discurs	perquè	95	309.040	311.640	0.0000	que no tenen conflicte d'interès, perquè el gran problema,	candidat ASR; pendent d'audició
base	discurs	doncs	99	321.920	326.080	0.0000	doncs centres o entitats estatals.	candidat ASR; pendent d'audició
base	discurs	clar	104	342.240	344.960	0.0000	Clar, aquesta persona és neutral...	candidat ASR; pendent d'audició
base	discurs	clar	105	345.040	347.560	0.0000	-Altres diuen d'orra. -Clar, en d'orra, eh?	candidat ASR; pendent d'audició
base	discurs	clar	106	347.640	349.920	0.0000	-En d'orra, clar. -I quan jo vaig demanar...	candidat ASR; pendent d'audició
base	discurs	bé	107	350.000	352.520	0.0000	-I aquella gent no s'anava bé. -Sí, a Martínon, eh?	candidat ASR; pendent d'audició
base	discurs	doncs	108	352.600	356.400	0.0000	Jo havia demanat aquest senyor que va m'agafar, doncs,	candidat ASR; pendent d'audició
base	discurs	doncs	116	375.520	379.000	0.0000	doncs si sí, aquest senyor havia arribat al big farmà 2,8 milions d'oros.	candidat ASR; pendent d'audició
base	discurs	perquè	123	396.200	399.360	0.0000	perquè tothom feia una cosa i vostè recomanava una altra.	candidat ASR; pendent d'audició
base	discurs	doncs	125	403.840	408.320	0.0000	El temps doncs va posar la situació com com més calmada,	candidat ASR; pendent d'audició
base	discurs	no?	126	408.400	411.840	0.0000	quan recuperen una normalitat, crec que tot es va reabsorbit, no?	candidat ASR; pendent d'audició
base	discurs	no?	129	417.360	420.040	0.0000	i després ens van adquirir una certa normalitat, no?	candidat ASR; pendent d'audició
base	discurs	no?	135	434.640	437.640	0.0000	És populista, quan hem aconsegut. És populista, vostè, no?	candidat ASR; pendent d'audició
base	discurs	perquè	139	447.200	450.600	0.0000	Sí, la connotació pejorativa, perquè clàssat és format molt,	candidat ASR; pendent d'audició
base	discurs	és a dir	140	450.680	453.360	0.0000	és a dir, la paraula, és la transformat moltíssim.	candidat ASR; pendent d'audició
base	discurs	clar	141	453.440	456.960	0.0000	Clar, per mi, populista, quan tu vas a contracorrent	candidat ASR; pendent d'audició
base	discurs	perquè	147	473.840	476.240	0.0000	sinc han seguits, perquè és així.	candidat ASR; pendent d'audició
base	discurs	doncs	149	480.720	483.520	0.0000	Doncs jo vaig aprendre molt del senyor Pincar.	candidat ASR; pendent d'audició
base	discurs	perquè	153	493.040	496.040	0.0000	perquè jo defensa a la llibertat de vacunar-nos o no,	candidat ASR; pendent d'audició
base	discurs	perquè	154	496.120	498.200	0.0000	perquè havia treballat amb científics,	candidat ASR; pendent d'audició
base	discurs	perquè	155	498.280	502.640	0.0000	inclús que havien plegat de l'HOMS perquè, per justament, eh,	candidat ASR; pendent d'audició
base	discurs	diguem	156	502.720	507.600	0.0000	l'incorporació de la inversió privada, diguem-ho així,	candidat ASR; pendent d'audició
base	discurs	perquè	157	507.680	510.640	0.0000	perquè ara l'HOMS és la financia de pels privats, eh?	candidat ASR; pendent d'audició
base	discurs	per tant	158	510.720	514.600	0.0000	Pels privats i, per tant, hi ha molta gent que va plegant a aquell moment.	candidat ASR; pendent d'audició
base	discurs	clar	161	521.680	526.000	0.0000	I va ser molt enriquidor per mi, perquè, clar, jo sóc economista, eh?	candidat ASR; pendent d'audició
base	discurs	perquè	161	521.680	526.000	0.0000	I va ser molt enriquidor per mi, perquè, clar, jo sóc economista, eh?	candidat ASR; pendent d'audició
base	discurs	perquè	164	530.920	533.280	0.0000	llibertat de vacunar-se perquè era experimental, eh?	candidat ASR; pendent d'audició
base	discurs	clar	166	536.680	540.960	0.0000	I, clar, hi vaig marxar, perquè el Joll veia patir, perquè jo,	candidat ASR; pendent d'audició
base	discurs	perquè	166	536.680	540.960	0.0000	I, clar, hi vaig marxar, perquè el Joll veia patir, perquè jo,	candidat ASR; pendent d'audició
base	discurs	clar	167	541.040	543.920	0.0000	clar, no teniu mal mateix posicionament, i ho patia també,	candidat ASR; pendent d'audició
base	discurs	per tant	168	544.000	547.240	0.0000	i, per tant, és de sabi de separar-nos a temps, eh?	candidat ASR; pendent d'audició
base	discurs	doncs	170	549.800	553.240	0.0000	I vostè, doncs, no ha tingut cap mena de problemen, cridar la tensió.	candidat ASR; pendent d'audició
base	discurs	doncs	172	557.120	561.000	0.0000	doncs a uns posicionaments, i a dir que eren molt singulars en aquell moment,	candidat ASR; pendent d'audició
base	discurs	no?	176	569.600	571.520	0.0000	No s'espera, va començar sinó per aquí, no?	candidat ASR; pendent d'audició
base	discurs	doncs	179	577.400	580.280	0.0000	Com que no la coneixia, doncs dic, el primer dia que la vegi i li preguntaré.	candidat ASR; pendent d'audició
base	discurs	bé	181	581.440	584.760	0.0000	Bé, com m'estan les comunals endorrandavant?	candidat ASR; pendent d'audició
base	territorial	comunals	181	581.440	584.760	0.0000	Bé, com m'estan les comunals endorrandavant?	candidat ASR; pendent d'audició
base	discurs	doncs	183	586.640	591.280	0.0000	Doncs dos altres vam crear el partit per temes nationals,	candidat ASR; pendent d'audició
base	discurs	perquè	184	591.360	594.080	0.0000	perquè no volem anar cap a Europa.	candidat ASR; pendent d'audició
base	discurs	per tant	187	602.160	605.880	0.0000	I per tant, nosaltres vam crear el partit presumptament,	candidat ASR; pendent d'audició
base	discurs	a nivell	189	609.240	613.360	0.0000	l'Europa, i després, a nivell comunal,	candidat ASR; pendent d'audició
base	territorial	comunal	189	609.240	613.360	0.0000	l'Europa, i després, a nivell comunal,	candidat ASR; pendent d'audició
base	territorial	comunal	190	613.440	616.040	0.0000	pensem que la política comunal és molt diferent.	candidat ASR; pendent d'audició
base	discurs	per tant	191	616.120	618.840	0.0000	I per tant, deixem els nostres affiliats,	candidat ASR; pendent d'audició
base	territorial	comú	193	622.640	627.240	0.0000	però amb un programa comú que no vagi en contra de lo que de llem	candidat ASR; pendent d'audició
base	discurs	a nivell	194	627.320	629.000	0.0000	a nivell nacional, doncs endavant.	candidat ASR; pendent d'audició
base	discurs	doncs	194	627.320	629.000	0.0000	a nivell nacional, doncs endavant.	candidat ASR; pendent d'audició
base	discurs	a nivell	196	630.920	635.320	0.0000	Bueno, nosaltres pensem que a nivell territorial,	candidat ASR; pendent d'audició
base	discurs	bueno	196	630.920	635.320	0.0000	Bueno, nosaltres pensem que a nivell territorial,	candidat ASR; pendent d'audició
base	discurs	perquè	198	638.320	640.840	0.0000	nivell del comú, perquè s'ha deixat construir massa.	candidat ASR; pendent d'audició
base	territorial	comú	198	638.320	640.840	0.0000	nivell del comú, perquè s'ha deixat construir massa.	candidat ASR; pendent d'audició
base	territorial	comú	199	640.920	644.920	0.0000	Ara, efectivament hi ha un allò que el comú no pot fer el que vol,	candidat ASR; pendent d'audició
base	discurs	doncs	206	663.800	666.560	0.0000	doncs estem treballant les comunals en aquest sentit.	candidat ASR; pendent d'audició
base	territorial	comunals	206	663.800	666.560	0.0000	doncs estem treballant les comunals en aquest sentit.	candidat ASR; pendent d'audició
base	territorial	parròquia	209	671.840	673.960	0.0000	d'anar a una parròquia dues a tres...	candidat ASR; pendent d'audició
base	discurs	és a dir	210	674.040	677.480	0.0000	S'entén de tot. És a dir, fins al final, no s'esmai,	candidat ASR; pendent d'audició
base	discurs	perquè	211	677.560	680.680	0.0000	perquè ha vegades et dinamiten la llista i en topos,	candidat ASR; pendent d'audició
