id	tipus	seccio	desti	usos	decisio	motiu	volatilitat	estat_buit	doc_id	font	familia_font	llicencia	redistribucio	domini	anys	entitats	estat_revisio
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#b19	cos	La broma del bisbe, del 1882, usada com a confessió	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#b20	nota-treball	La broma del bisbe, del 1882, usada com a confessió	-	-	excloure	el subjecte és «el corpus»	-	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#b21	cos	Què fa el Consell General dins del Tribunal de Corts	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#b22	buit	Buits registrats	buits	raft-sense-oracle	incloure	10 ítems: 5 parcial, 5 font_externa	-	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#b23	related	Related	-	-	excloure	navegació interna	-	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#c1	chunk	La unitat llegida · El decret de 1715, copiat sencer	chunks	coneixement,raft-context	incloure	b1+b2 (56+351 = 407 paraules)	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	unreviewed
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#c2	chunk	El mateix home, quinze anys després · Com s'anomenaven els bisbes a si mateixos	chunks	coneixement,raft-context	incloure	b4+b7+b8+b9 (62+25+70+82 = 239 paraules); volatilitat = màxim dels blocs	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	unreviewed
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#c3	chunk	I el decret de Caixal del 1866, que dona la raó al Consell	chunks	coneixement,raft-context	incloure	b10 (279 paraules); nou chunk perquè c2 (239) + b10 passaria de 300; últim chunk del document, pot quedar sota 150	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	unreviewed
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#c4	chunk	I un jurista del 1920 diu que aquell títol no el dona cap text · Primer es practiquen, després es concedeixen	chunks	coneixement,raft-context	incloure	b11+b13+b14+b15+b16+b18 (77+76+105+62+44+54 = 418 paraules); volatilitat = màxim dels blocs	0.3	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	unreviewed
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#c5	chunk	La broma del bisbe, del 1882, usada com a confessió · Què fa el Consell General dins del Tribunal de Corts	chunks	coneixement,raft-context	incloure	b19+b21 (129+202 = 331 paraules)	0.0	-	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	unreviewed
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g1	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g2	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g3	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g4	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g5	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g6	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g7	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g8	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g9	buit	Buits registrats	buits	raft-sense-oracle	incloure	font_externa	-	font_externa	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos#g10	buit	Buits registrats	buits	raft-sense-oracle	incloure	parcial: es conserva la troballa parcial	-	parcial	temes/historia/segle-xix/no-obeiu-cap-ordre-que-no-vingui-dels-dos	la-cuestion-de-andorra-1894	la-cuestion-de-andorra-1894	domini públic per antiguitat; digitalització de Google Books a partir d'un exemplar de biblioteca	si	historia	1894,1715,1714,1728,1733,1730,1604,1688,1866,1278,1920,2026,1433,1882,1282	Nobles Cónsules; Príncipe Soberano; Rey Cristianísimo; Gran Luis; Intendente General; Con-Soberanos; Pedro Vizent; Consell General; Andreu Capella; Nos Andreas Capella; Episcopus Urgellensis; Vallium Andorrae; Joan Baptista Desbach; Joannes Baptista Desbach; Rege Christianissimo; Princeps Supremus Vallium Andorrae; Rei Cristianíssim; Josep Caixal; Señor Obispo; Noble Conde; Príncipes Soberanos; Nova Reforma; La Autoridad; Consejo General; El Consell; El Tribunal; Intendència General; La Nova Reforma; El Pariatge	-
temes/historia/segle-xix/nova-reforma#b1	nota-treball	Què va ser	-	-	excloure	el subjecte és «el corpus»	-	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b2	nota-treball	Què va ser	-	-	excloure	paràgraf amb text ratllat; anotació editorial exclosa	-	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b3	nota-treball	El sistema que la Reforma va trobar	-	-	excloure	referència local a raw/; paràgraf exclòs per higiene del chunk	-	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b4	cos	El sistema que la Reforma va trobar	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b5	nota-treball	El sistema que la Reforma va trobar	-	-	excloure	el subjecte és «el corpus»	-	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b6	cos	El sistema que la Reforma va trobar	chunks	coneixement,raft-context	incloure	cos factual	0.3	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b7	cos	Què significa «tots els caps de casa»	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
temes/historia/segle-xix/nova-reforma#b8	cos	Una acusació sobre el text mateix	chunks	coneixement,raft-context	incloure	cos factual	0.0	-	temes/historia/segle-xix/nova-reforma	archives-diplomatiques-reforma-1866	archives-diplomatiques-reforma-1866	condicions de reproducció i reutilització dels Archives diplomatiques; el portal mostra llicència Etalab per al web	pendent	historia	1866,1920,1864,1863,1743,2026,1918,1904,1894,1855,1868,2016,2018,1652,1882,1867,1723,1886,1878,1883,1822,1876	La Nova Reforma; Nova Reforma; Ríos Urruti; El Consell General; La Reforma; Consell Obert; Consell General; Obispo Caixal; Príncipe Soberano; Príncep Sobirà; El Consell; La Coutume; Afers Estrangers; Joan Massa; Conseil General; Pyrénées-Orientales; Josep Maria Riu; Areny-Plandolit; Guillem Maria; Josep Caixal	-
