model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	perquè	79	218.480	222.200	0.0000	perquè va haver els jocs, i ja no en tenia més paït per gaires coses més.	candidat ASR; pendent d'audició
base	discurs	clar	82	227.760	230.080	0.0000	Clar, és un europeu que l'any.	candidat ASR; pendent d'audició
base	discurs	no?	84	232.000	235.480	0.0000	que és quan fivat no meneu un delegat, no per al campionant, no?	candidat ASR; pendent d'audició
base	discurs	bé	86	237.800	240.200	0.0000	el que ve a vellà, perquè tot estigui bé, no?	candidat ASR; pendent d'audició
base	discurs	no?	86	237.800	240.200	0.0000	el que ve a vellà, perquè tot estigui bé, no?	candidat ASR; pendent d'audició
base	discurs	perquè	86	237.800	240.200	0.0000	el que ve a vellà, perquè tot estigui bé, no?	candidat ASR; pendent d'audició
base	discurs	no?	88	243.800	245.560	0.0000	primer que tot estigui a lloc, no?	candidat ASR; pendent d'audició
base	discurs	no?	89	245.640	248.760	0.0000	I quan arribé, i dius, això és la federació, no?	candidat ASR; pendent d'audició
base	discurs	clar	92	254.640	257.560	0.0000	però clar, un lloc de tres metres, quatre metres quadrats,	candidat ASR; pendent d'audició
base	discurs	no?	95	264.120	267.560	0.0000	O sense ventiladors, sense llums, perquè me'l van prendre, no?	candidat ASR; pendent d'audició
base	discurs	perquè	95	264.120	267.560	0.0000	O sense ventiladors, sense llums, perquè me'l van prendre, no?	candidat ASR; pendent d'audició
base	discurs	perquè	96	267.640	270.080	0.0000	Perquè fer tanta calor que tot el meu se me l'emportàve,	candidat ASR; pendent d'audició
base	discurs	no?	98	275.160	278.320	0.0000	i el principi diu això és una broma, no?	candidat ASR; pendent d'audició
base	discurs	no?	99	278.400	281.480	0.0000	És això, no és una broma, això és la federació, no?	candidat ASR; pendent d'audició
base	discurs	no?	100	281.560	284.880	0.0000	I la persona que estàs parlant és la persona que treballa, la federació, no?	candidat ASR; pendent d'audició
base	discurs	clar	101	284.960	290.600	0.0000	Llavors, clar, això, si contraposes a la capacitat organitzativa	candidat ASR; pendent d'audició
base	discurs	llavors	101	284.960	290.600	0.0000	Llavors, clar, això, si contraposes a la capacitat organitzativa	candidat ASR; pendent d'audició
base	discurs	no?	104	296.600	299.360	0.0000	perquè federacions que són semblants a nosaltres, no?	candidat ASR; pendent d'audició
base	discurs	perquè	104	296.600	299.360	0.0000	perquè federacions que són semblants a nosaltres, no?	candidat ASR; pendent d'audició
base	discurs	no?	105	299.440	303.200	0.0000	Diria còsobo, no? Per dir alguna cosa més gran que nosaltres, no?	candidat ASR; pendent d'audició
base	discurs	bueno	106	303.280	305.520	0.0000	Però, bueno, podria ser algú similar, no?	candidat ASR; pendent d'audició
base	discurs	no?	106	303.280	305.520	0.0000	Però, bueno, podria ser algú similar, no?	candidat ASR; pendent d'audició
base	discurs	clar	109	310.280	313.880	0.0000	Llavors, clar, contraposes amb la nostra realitat,	candidat ASR; pendent d'audició
base	discurs	llavors	109	310.280	313.880	0.0000	Llavors, clar, contraposes amb la nostra realitat,	candidat ASR; pendent d'audició
base	discurs	bueno	114	322.760	325.000	0.0000	Sí, però, bueno, al final, això també et fa sentir bé.	candidat ASR; pendent d'audició
base	discurs	bé	114	322.760	325.000	0.0000	Sí, però, bueno, al final, això també et fa sentir bé.	candidat ASR; pendent d'audició
base	discurs	no?	115	325.080	328.320	0.0000	La vida no tot són diners, la vida hi ha moltes coses de pardès diners, no?	candidat ASR; pendent d'audició
base	discurs	perquè	123	343.520	346.200	0.0000	No, en canviat i et diré, perquè...	candidat ASR; pendent d'audició
base	discurs	no?	124	346.280	348.840	0.0000	Primer, perquè el Manel continua estant, no?	candidat ASR; pendent d'audició
base	discurs	perquè	124	346.280	348.840	0.0000	Primer, perquè el Manel continua estant, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	125	348.920	350.840	0.0000	És a dir, és...	candidat ASR; pendent d'audició
base	discurs	no?	126	350.920	356.000	0.0000	"Allà, el ""backdrop"" es diu ""ah, això, no?, el ""backout"", no?"	candidat ASR; pendent d'audició
base	discurs	és a dir	127	356.080	358.000	0.0000	És a dir, és la següent pregunta.	candidat ASR; pendent d'audició
base	discurs	perquè	129	359.880	361.680	0.0000	perquè encara fot algun cop de mà.	candidat ASR; pendent d'audició
base	discurs	no?	135	376.280	382.200	0.0000	per entendre la federació des de la seva creació a l'any 1988, no?	candidat ASR; pendent d'audició
base	discurs	no?	143	399.360	402.080	0.0000	És a dir, les coses s'ha ben ben ben o que el canviar res, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	143	399.360	402.080	0.0000	És a dir, les coses s'ha ben ben ben o que el canviar res, no?	candidat ASR; pendent d'audició
base	discurs	no?	144	402.160	404.600	0.0000	És que el final, mira, és el que et deia, no?	candidat ASR; pendent d'audició
base	discurs	evidentment	145	404.680	407.280	0.0000	No, sé, el final, evidentment, hem de valorar,	candidat ASR; pendent d'audició
base	discurs	no?	147	409.800	413.680	0.0000	però no sé si tenim una altra possibilitat de fer-les d'una altra manera, no?	candidat ASR; pendent d'audició
base	discurs	no?	148	413.760	417.360	0.0000	Pots canviar petits detalles o matisos, no?	candidat ASR; pendent d'audició
base	discurs	no?	152	425.240	427.760	0.0000	i és complicat gestionar-lo, no?	candidat ASR; pendent d'audició
base	discurs	clar	156	434.760	437.600	0.0000	I clar, ostres, nosaltres això ens costa a tota,	candidat ASR; pendent d'audició
base	discurs	a nivell	157	437.680	440.880	0.0000	a nivell econòmic, a nivell cultural, a nivell de la propia competició,	candidat ASR; pendent d'audició
base	discurs	a nivell	158	440.960	442.960	0.0000	a nivell esportiu, perquè són països molt grans, no?	candidat ASR; pendent d'audició
base	discurs	no?	158	440.960	442.960	0.0000	a nivell esportiu, perquè són països molt grans, no?	candidat ASR; pendent d'audició
base	discurs	perquè	158	440.960	442.960	0.0000	a nivell esportiu, perquè són països molt grans, no?	candidat ASR; pendent d'audició
base	discurs	no?	161	447.440	449.840	0.0000	No és un petit país, és un país mitjà, no?	candidat ASR; pendent d'audició
base	discurs	clar	163	453.160	455.280	0.0000	no sé ens compares amb aquests, però ja vols, clar,	candidat ASR; pendent d'audició
base	discurs	no?	167	465.920	469.520	0.0000	i intentem que no se'ns desquadre molt la paire econòmica, no?	candidat ASR; pendent d'audició
base	discurs	clar	168	469.600	474.840	0.0000	I, clar, quan a vegades tenim alguna patinada que n'hem tingut,	candidat ASR; pendent d'audició
base	discurs	no?	173	482.160	485.760	0.0000	Ah, i ens va ajudar molta gent, però jo, per nosaltres, no és sostenible, no?	candidat ASR; pendent d'audició
base	discurs	clar	174	485.840	488.280	0.0000	Les piquen i les piquen i anem molt clar, molt car.	candidat ASR; pendent d'audició
base	discurs	llavors	175	488.360	492.440	0.0000	Però és veritat, llavors, al final és el que et deia a principi, no?	candidat ASR; pendent d'audició
base	discurs	no?	175	488.360	492.440	0.0000	Però és veritat, llavors, al final és el que et deia a principi, no?	candidat ASR; pendent d'audició
base	discurs	clar	176	492.520	496.520	0.0000	Has de saber qui ets i jo crec que la federació tenim clar qui som,	candidat ASR; pendent d'audició
base	discurs	no?	181	516.160	519.320	0.0000	però que tothom fa un plus i tothom doni un plus i tothom fa de tot, no?	candidat ASR; pendent d'audició
base	discurs	no?	182	519.400	520.760	0.0000	I això no és evident, no?	candidat ASR; pendent d'audició
base	discurs	no?	186	530.440	534.560	0.0000	però la nostra és molt suïgènere, és que tothom fa de tot, no?	candidat ASR; pendent d'audició
base	discurs	bueno	189	542.880	545.120	0.0000	Bueno, és que no l'ha deixat, encara.	candidat ASR; pendent d'audició
base	discurs	és a dir	190	545.200	547.600	0.0000	És a dir, el manel està per mi és una figura...	candidat ASR; pendent d'audició
base	discurs	a veure	192	550.400	552.880	0.0000	i donar a veure una placa i torna a veure el manel, però no.	candidat ASR; pendent d'audició
base	discurs	no?	193	552.960	557.800	0.0000	És que el manel... no sabia si ens està escoltant, o no?	candidat ASR; pendent d'audició
base	discurs	no?	196	565.440	569.920	0.0000	I, segon que, si li fas un homenatge igual al perts, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	197	570.000	573.800	0.0000	És a dir, la gent no, si l'ha homenatge és igual de vostra,	candidat ASR; pendent d'audició
base	discurs	no?	198	573.880	576.640	0.0000	que ja no em volen aquí, no? Jo ara mateix...	candidat ASR; pendent d'audició
base	discurs	evidentment	201	580.360	584.880	0.0000	Evidentment que tothom té la seva parcela de aportar coses a l'accederació,	candidat ASR; pendent d'audició
base	discurs	és a dir	209	606.720	610.080	0.0000	És a dir, jo... no t'exageraré, eh?	candidat ASR; pendent d'audició
base	discurs	clar	216	629.360	631.920	0.0000	i això et recordes com ho hem fet, i això, clar,	candidat ASR; pendent d'audició
base	discurs	no?	219	638.760	641.040	0.0000	Però, per dir les circumstàncies, no?	candidat ASR; pendent d'audició
base	discurs	no?	222	649.200	653.480	0.0000	i quan se vol ambit, per mi és el referent, no?	candidat ASR; pendent d'audició
base	discurs	evidentment	223	653.560	658.080	0.0000	És que és evidentment la figura del nou president tapor té altres coses,	candidat ASR; pendent d'audició
base	discurs	no?	225	663.080	665.920	0.0000	Al final, els temes canvien molt ràpid, també, no?	candidat ASR; pendent d'audició
base	discurs	no?	226	666.000	671.320	0.0000	I és el que dic sempre, al final, no tendons contella que ha de ser un dinosauri, no?	candidat ASR; pendent d'audició
base	discurs	llavors	230	676.400	680.160	0.0000	És la realitat, és la realitat, i a llavors, que entri gent,	candidat ASR; pendent d'audició
base	discurs	no?	233	688.160	689.800	0.0000	Que macho, no?	candidat ASR; pendent d'audició
base	discurs	perquè	236	694.920	697.640	0.0000	perquè, si no, si sempre estàs encaixat amb la mateixa perspectiva,	candidat ASR; pendent d'audició
base	discurs	no?	239	703.120	705.560	0.0000	Moltes, de la Federació, però aquesta en concret, no?	candidat ASR; pendent d'audició
base	discurs	evidentment	244	719.600	722.840	0.0000	També la Laura, evidentment, per mi, és imprescindible,	candidat ASR; pendent d'audició
base	discurs	perquè	248	731.880	734.480	0.0000	Ara em parlarem de això, perquè ja estàs tot molt xulo.	candidat ASR; pendent d'audició
base	discurs	evidentment	253	745.440	747.880	0.0000	evidentment, 30 anys, imagino que li veurem moltes portes	candidat ASR; pendent d'audició
base	discurs	no?	254	747.960	749.240	0.0000	tan al nou president, no?	candidat ASR; pendent d'audició
base	discurs	bueno	255	749.320	752.640	0.0000	Clar, bueno, al final, saps que passa que, quan jo veig por ahí,	candidat ASR; pendent d'audició
base	discurs	clar	255	749.320	752.640	0.0000	Clar, bueno, al final, saps que passa que, quan jo veig por ahí,	candidat ASR; pendent d'audició
base	discurs	doncs	260	761.000	765.040	0.0000	Doncs, quan tu fas alguna activitat de fi,	candidat ASR; pendent d'audició
base	discurs	no?	261	765.120	767.360	0.0000	alguna formació, alguna història, no?	candidat ASR; pendent d'audició
base	discurs	no?	264	772.000	776.680	0.0000	Manuel, president, la vea secretària General, de molts anys, no?	candidat ASR; pendent d'audició
base	discurs	no?	270	790.640	792.960	0.0000	que són el Manuel i la vea, no?	candidat ASR; pendent d'audició
base	discurs	perquè	273	798.600	801.240	0.0000	Si ara et torna a dir, i tu, perquè la fede, finalment,	candidat ASR; pendent d'audició
base	discurs	bueno	279	812.320	813.800	0.0000	Bueno, això no té molt valor.	candidat ASR; pendent d'audició
base	discurs	perquè	281	815.840	817.560	0.0000	perquè no està penjat a les parelles.	candidat ASR; pendent d'audició
base	discurs	perquè	289	834.040	836.600	0.0000	perquè ens va molt i molt pareit, tenia empreses,	candidat ASR; pendent d'audició
base	discurs	bé	298	858.360	859.560	0.0000	que no s'ho tenia bé un cop demà,	candidat ASR; pendent d'audició
base	discurs	perquè	299	859.640	862.040	0.0000	perquè no sé una miqueta jove que el teu dia a dia,	candidat ASR; pendent d'audició
base	discurs	és a dir	301	864.000	869.720	0.0000	Ja tinc, és a dir, és com molt idealista, no, això, però...	candidat ASR; pendent d'audició
base	discurs	perquè	302	869.800	872.800	0.0000	Ja tinc gent que em doné com es demà, eh, perquè al final...	candidat ASR; pendent d'audició
base	discurs	no?	303	872.880	875.480	0.0000	L'hi pot tirar una miqueta jo, el teu amigo, no?	candidat ASR; pendent d'audició
base	discurs	bé	305	881.320	885.040	0.0000	perquè... que ens han anat bé, que ens han anat malament,	candidat ASR; pendent d'audició
base	discurs	perquè	305	881.320	885.040	0.0000	perquè... que ens han anat bé, que ens han anat malament,	candidat ASR; pendent d'audició
base	discurs	no?	308	890.760	895.680	0.0000	I mira, jo crec que a la vida totom té capacitat zignates, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	309	896.560	899.920	0.0000	És a dir, coses que es treballen, però coses que tu les tens zignates.	candidat ASR; pendent d'audició
base	discurs	no?	310	900.000	902.200	0.0000	I això no ho triés, és el que tens, no?	candidat ASR; pendent d'audició
base	discurs	bé	311	902.280	905.960	0.0000	I la meva tinc claríssim que és que em serro deja molt bé.	candidat ASR; pendent d'audició
base	discurs	és a dir	312	906.040	909.280	0.0000	És a dir, un poques vegades,	candidat ASR; pendent d'audició
base	discurs	de fet	315	916.000	918.680	0.0000	He tingut gent que té visions diferents i, de fet, jo el fomento,	candidat ASR; pendent d'audició
base	discurs	a nivell	318	924.800	927.800	0.0000	inclús a nivell esportiu, eh, de rotejar-te de gent,	candidat ASR; pendent d'audició
base	discurs	no?	320	930.280	931.880	0.0000	d'un viscut diferent, no?	candidat ASR; pendent d'audició
base	discurs	no?	331	969.080	972.960	0.0000	que malament m'ho he passat aquí, o això ha sigut un calvari, no?	candidat ASR; pendent d'audició
base	discurs	bueno	335	980.520	983.200	0.0000	Bueno, tema pressupost, és el que et digues, dirés.	candidat ASR; pendent d'audició
base	discurs	perquè	342	1002.440	1005.240	0.0000	perquè aquí, en Dorra, hi ha molts cops esportius,	candidat ASR; pendent d'audició
base	discurs	no?	349	1023.440	1026.160	0.0000	tenim una línia d'adaptar-nos a lo que tenim, no?	candidat ASR; pendent d'audició
base	discurs	bé	352	1032.360	1047.400	0.0000	No, que quan ve d'avui comentat, t'he d'haurit bé les funcions que s'hagués d'acafir.	candidat ASR; pendent d'audició
base	discurs	perquè	354	1050.480	1053.600	0.0000	Perquè és molt difícil, és molt difícil,	candidat ASR; pendent d'audició
base	discurs	perquè	357	1062.760	1065.920	0.0000	No és l'homateix, perquè depèn dels rivals.	candidat ASR; pendent d'audició
base	discurs	perquè	363	1078.560	1080.160	0.0000	perquè els rivals són diferents.	candidat ASR; pendent d'audició
base	discurs	perquè	368	1094.960	1099.680	0.0000	perquè és l'onastre, no em vull ficar amb cap a altres part.	candidat ASR; pendent d'audició
base	discurs	perquè	370	1104.640	1106.680	0.0000	jo explicaré, perquè soc el tècnic,	candidat ASR; pendent d'audició
base	discurs	bé	372	1110.440	1113.680	0.0000	Jo explicaré lo que a mi em vagi bé com a entitat.	candidat ASR; pendent d'audició
base	discurs	perquè	375	1120.360	1123.080	0.0000	perquè els resultats depenen moltes vegades de la competició	candidat ASR; pendent d'audició
base	discurs	no?	378	1127.960	1132.080	0.0000	Això s'ha acabat, amb el món del bàsquet, però teníem tot, no?	candidat ASR; pendent d'audició
base	discurs	bé	380	1135.400	1137.720	0.0000	tot homes prepararem molt bé i tot amb té molts més recursos,	candidat ASR; pendent d'audició
base	discurs	no?	383	1143.560	1145.120	0.0000	no ha de ser molt petits, no?	candidat ASR; pendent d'audició
base	discurs	no?	386	1150.600	1154.000	0.0000	a lo que tu ets capaç de fer amb els recursos que tens, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	387	1154.080	1156.200	0.0000	És a dir, amb la eficiència, amb la eficàcia,	candidat ASR; pendent d'audició
base	discurs	perquè	391	1167.160	1171.080	0.0000	és amb els recursos privats perquè les federacions petites,	candidat ASR; pendent d'audició
base	discurs	no?	396	1182.040	1185.640	0.0000	No sé, penso, hi ha dos entitats que van amb dos esports, no?	candidat ASR; pendent d'audició
base	discurs	no?	397	1185.720	1187.720	0.0000	En final, que les culo sé un, no?	candidat ASR; pendent d'audició
base	discurs	bueno	398	1187.800	1190.320	0.0000	Però és veritat que l'esquí, bueno, l'esquí, no?	candidat ASR; pendent d'audició
base	discurs	no?	398	1187.800	1190.320	0.0000	Però és veritat que l'esquí, bueno, l'esquí, no?	candidat ASR; pendent d'audició
base	discurs	llavors	400	1192.520	1197.000	0.0000	Llavors, aquests tenen accés a suports privats molt importants, no?	candidat ASR; pendent d'audició
base	discurs	no?	400	1192.520	1197.000	0.0000	Llavors, aquests tenen accés a suports privats molt importants, no?	candidat ASR; pendent d'audició
base	discurs	no?	404	1205.960	1208.080	0.0000	això ens ha passat a nosaltres, no?	candidat ASR; pendent d'audició
base	discurs	no?	405	1208.160	1213.080	0.0000	Hi ha d'epens de coses que són molt peculiares, no?	candidat ASR; pendent d'audició
base	discurs	no?	406	1213.160	1215.040	0.0000	I no és una estructura ben fet, no?	candidat ASR; pendent d'audició
base	discurs	bueno	410	1224.200	1227.360	0.0000	Bueno, és que això és el que és el gat que és la cua, no?	candidat ASR; pendent d'audició
base	discurs	no?	410	1224.200	1227.360	0.0000	Bueno, és que això és el que és el gat que és la cua, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	411	1227.440	1232.400	0.0000	És a dir, final, jo crec que la vida és molt important adaptar-se,	candidat ASR; pendent d'audició
base	discurs	bueno	414	1238.200	1241.800	0.0000	i sí, bueno, hi ha el risc de dir lo que tu dius, no?	candidat ASR; pendent d'audició
base	discurs	no?	414	1238.200	1241.800	0.0000	i sí, bueno, hi ha el risc de dir lo que tu dius, no?	candidat ASR; pendent d'audició
base	discurs	no?	416	1243.240	1245.440	0.0000	Però no podem jugar amb el risc, no?	candidat ASR; pendent d'audició
base	discurs	a nivell	421	1257.640	1260.680	0.0000	Bueno, a nivell organitzatiu diria que encara estem tan cants,	candidat ASR; pendent d'audició
base	discurs	bueno	421	1257.640	1260.680	0.0000	Bueno, a nivell organitzatiu diria que encara estem tan cants,	candidat ASR; pendent d'audició
base	discurs	a nivell	423	1263.600	1265.320	0.0000	a nivell econòmic empatit una mica,	candidat ASR; pendent d'audició
base	discurs	bueno	424	1265.400	1268.880	0.0000	perquè, bueno, perquè el que et digues complica amb aquests països tan grans	candidat ASR; pendent d'audició
base	discurs	perquè	424	1265.400	1268.880	0.0000	perquè, bueno, perquè el que et digues complica amb aquests països tan grans	candidat ASR; pendent d'audició
base	discurs	a nivell	425	1268.960	1272.400	0.0000	i amb tot això, a nivell esportiu propiament,	candidat ASR; pendent d'audició
base	discurs	no?	426	1272.480	1276.560	0.0000	és un gran participació de la nostra selecció, no?	candidat ASR; pendent d'audició
base	discurs	bueno	428	1278.360	1281.360	0.0000	Bueno, no s'ho pot dir això, perquè no coneixes els que venen.	candidat ASR; pendent d'audició
base	discurs	perquè	428	1278.360	1281.360	0.0000	Bueno, no s'ho pot dir això, perquè no coneixes els que venen.	candidat ASR; pendent d'audició
base	discurs	no?	432	1289.200	1291.240	0.0000	No ho veus fer d'autorregge, per exemple, tothom de llenó, no?	candidat ASR; pendent d'audició
base	discurs	bé	433	1291.320	1294.120	0.0000	M'he d'aller a d'or malta, maltaca bé, cuarta, m'he dit que enganyem un amic.	candidat ASR; pendent d'audició
base	discurs	bé	438	1309.000	1312.160	0.0000	Si tu has de ser quarts o 5 ques, ja acabes segons coses, ve'm molt bé.	candidat ASR; pendent d'audició
base	discurs	bueno	441	1318.760	1322.600	0.0000	Bueno, hem fet moltes coses, eh, de fet aquest del Fibaiucilidership,	candidat ASR; pendent d'audició
base	discurs	de fet	441	1318.760	1322.600	0.0000	Bueno, hem fet moltes coses, eh, de fet aquest del Fibaiucilidership,	candidat ASR; pendent d'audició
base	discurs	no?	444	1329.240	1330.720	0.0000	he fet moltes coses, no?	candidat ASR; pendent d'audició
base	discurs	bueno	450	1344.680	1348.280	0.0000	i tenim 10 accions així, que crec que, bueno, que ho han fet...	candidat ASR; pendent d'audició
base	discurs	bueno	451	1348.360	1351.440	0.0000	Bueno, són projectes de sostenibilitat que impulsé Fibai,	candidat ASR; pendent d'audició
base	discurs	bueno	453	1354.760	1357.400	0.0000	Bueno, no ho sé, no t'és intentant fer lo nostre.	candidat ASR; pendent d'audició
base	discurs	bueno	461	1374.120	1376.320	0.0000	Sí, bueno, aquí, per exemple, a fer allà hi havia...	candidat ASR; pendent d'audició
base	discurs	a nivell	467	1383.880	1390.520	0.0000	Perquè jo crec que, a nivell organitzatiu, no sé si hi ha cap més federació a Europa,	candidat ASR; pendent d'audició
base	discurs	perquè	467	1383.880	1390.520	0.0000	Perquè jo crec que, a nivell organitzatiu, no sé si hi ha cap més federació a Europa,	candidat ASR; pendent d'audició
base	discurs	no?	469	1393.520	1395.560	0.0000	per tant, un referent una mica sí que som, no?	candidat ASR; pendent d'audició
base	discurs	per tant	469	1393.520	1395.560	0.0000	per tant, un referent una mica sí que som, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	473	1401.080	1405.320	0.0000	vull dir que tot va, com a un ritme molt, molt, molt accelerat,	candidat ASR; pendent d'audició
base	discurs	no?	475	1409.240	1411.920	0.0000	en aquest cas, jugadors i jugadores, s'ha pujat una bona lleve o no?	candidat ASR; pendent d'audició
base	discurs	a nivell	476	1413.200	1415.720	0.0000	Sí, jo a nivell esportiu no t'ho sabria valorar molt,	candidat ASR; pendent d'audició
base	discurs	perquè	477	1415.800	1417.680	0.0000	perquè després el context és competitiu,	candidat ASR; pendent d'audició
base	discurs	no?	479	1419.600	1421.480	0.0000	i després els altres poten ser millors que tu, no?	candidat ASR; pendent d'audició
base	discurs	a nivell	481	1424.000	1426.360	0.0000	el club fa molta feina a nivell de base,	candidat ASR; pendent d'audició
base	discurs	no?	482	1426.440	1429.840	0.0000	si tu mirez en 20 anys enrere, no hi ha comparació, no?	candidat ASR; pendent d'audició
base	discurs	no?	487	1436.840	1440.520	0.0000	sent beneficient també de això amb 4 o 5 nens del sèdys a cada combinant, no?	candidat ASR; pendent d'audició
base	discurs	bé	494	1455.120	1456.120	0.0000	-Molt bé. -Cuidat molt.	candidat ASR; pendent d'audició
